source,Area,Date,Certainty,Impact,People Affected,Deaths,flood
New Vision,Kasese,12/09/1996,2,L,,,1
New Vision,Kasese,04/05/1998,2,L,,,1
NewVision,Kasese,16/08/1999,2,L,,,1
NewVision,Kasese,30/08/1999,2,L,,,1
New Vision,Kasese,30/11/1999,2,L,,,1
New Vision,Kasese,01/12/1999,2,L,,1,1
new vision,Kasese,10/01/2000,2,L,,2,1
New Vision,Kasese,01/05/2001,2,L,,1,1
New Vision,Kasese,20/05/2002,2,L,,,1
New Vision,Kasese,22/10/2004,2,L,,,1
Letter from SAS/MSRDP & R,Kasese,02/06/2008,3,L,,,1
new vision,Kasese,21/04/2009,2,M,,5,1
NewVision,Kasese,18/09/2010,3,L,,1,1
http://www.monitor.co.ug/Magazines/PeoplePower/Muntu-settles-into-FDC-top-job-amid-challenges/-/689844/1669702/-/354shm/-/index.html,Kasese,20/01/2013,3,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/The-river-god-and-twilight-tales-from-Kasese-District/-/689364/1869398/-/irmasb/-/index.html,Kasese,06/02/2013,3,L,,,1
Daily Monitor May 6 2013,Kasese,01/03/2013,2,L,,,1
http://www.newvision.co.ug/news/642322-river-nyamwamba-spills-wrath.html,Kasese,05/03/2013,8,L,,,1
http://www.newvision.co.ug/news/642335-govt-warns-of-possible-cholera-outbreak-in-kasese.html,Kasese,05/04/2013,8,L,,,1
KILENBE MINES HOSPITAL DR. WEFULA EDWARD,Kasese,02/05/2013,3,M,,5,1
http://www.newvision.co.ug/news/642347-kasese-floods-displace-7-000.html,Kasese,05/05/2013,3,L,,,1
https://reliefweb.int/report/uganda/kasese-flood-victims-need-11-million-litres-water,Kasese,08/05/2013,7,H,25000,,1
OPM,Kasese,02/02/2014,3,L,,,1
http://www.monitor.co.ug/News/National/Mudslides-destroy-homes-in-Kasese/-/688334/2171818/-/qy9gxi/-/index.html,Kasese,02/04/2014,5,L,,,1
https://www.newvision.co.ug/new_vision/news/1340533/updf-joins-kasese-flood-rescue-efforts,Kasese,07/05/2014,5,H,,5,1
NewVision,Kasese,08/05/2014,2,L,,3,1
KASESE DISTRICT LOCAL GOVERNMENT,Kasese,14/05/2014,8,L,,4,1
http://www.monitor.co.ug/News/National/Food-shortage-looms-in-Rwenzori-region/-/688334/2135476/-/s54vb7/-/index.html,Kasese,01/06/2014,2,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/Fury-as-pigs-are-sneaked-into-House/-/689844/2357288/-/7ftwjd/-/index.html,Kasese,22/06/2014,2,L,,,1
KASESE DISTRICT LOCAL GOVERNMENT,Kasese,19/08/2014,8,L,,1,1
PRIME MINISTERS OFFICE,Kasese,19/02/2015,2,L,,,1
CAO  Kasese,Kasese,04/04/2016,2,L,,,1
Chief Administrative Officer,Kasese,12/04/2016,2,L,,,1
http://floodlist.com/africa/uganda-1000-displaced-floods-kasese-kampala,Kasese,17/04/2016,8,M,1000,,1
Kilembe Mines Limited,Kasese,04/07/2017,7,L,,4,1
CAO KASESE,Kasese,24/07/2017,2,L,,,1
https://theinsider.ug/index.php/2017/08/08/floods-kill-3-children-in-kasese/,Kasese,07/08/2017,6,M,,3,1
District Files,Kasese,05/10/2017,2,L,,,1
0,Kasese,21/05/2018,2,L,,2,1
District Files,Kasese,27/06/2018,2,L,,,1
New Vision,Katakwi,12/09/2001,2,L,,,1
Joint Inter-agency Assessment dated 27-08-2007,Katakwi,24/08/2007,7,L,,2,1
New Vision,Katakwi,28/08/2007,2,L,,,1
https://www.ifrc.org/ar/news-and-media/news-stories/africa/uganda/floods-continue-to-ravage-uganda/,Katakwi,18/09/2007,7,H,60000,,1
http://www.monitor.co.ug/News/National/-/688334/787608/-/w0ro85/-/index.html,Katakwi,28/09/2007,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/749294/-/vxctd9/-/index.html,Katakwi,09/04/2008,2,L,,,1
https://www.newvision.co.ug/new_vision/news/1176923/floods-cut-katakwi-amuria-roads,Katakwi,09/11/2008,6,M,6000,,1
http://www.monitor.co.ug/artsculture/-/691192/694350/-/frag4pz/-/index.html,Katakwi,20/01/2009,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/-/806314/872724/-/2twa6fz/-/index.html,Katakwi,03/04/2010,2,L,,,1
Letter Ref: MP46/04 from MP Usuk County,Katakwi,20/04/2010,5,L,,,1
Letter Ref: COU/221/1 from District Chairperson,Katakwi,14/05/2010,5,L,,,1
http://www.newvision.co.ug/news/615104-katakwi-district-gets-food-boost.html,Katakwi,15/07/2010,2,L,,,1
https://www.monitor.co.ug/News/National/-/688334/1012362/-/cnox1oz/-/index.html,Katakwi,13/09/2010,5,M,,,1
Letter Ref: DM/IU/01 from Minister of State for Youth and Children Affairs,Katakwi,15/09/2010,5,L,,,1
Letter Ref: CR/1061/1 from CAO-Katakwi,Katakwi,16/09/2010,5,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1012362/-/cnox1oz/-/index.html,Katakwi,17/09/2010,2,L,,,1
Letter Ref: CR/1061/1 from District Chairperson,Katakwi,20/09/2010,5,L,,,1
http://www.newvision.co.ug/news/610354-floods-destroy-crops-in-10-districts.html,Katakwi,25/09/2010,2,L,,,1
http://www.newvision.co.ug/news/610345-katakwi-floods-destroy-property-worth-sh10b.html,Katakwi,26/09/2010,2,L,,,1
"Letter Ref: OPM/DM/90 from Minister of State for Relief, Disaster Preparedness and Refugees",Katakwi,30/09/2010,5,L,,,1
"Letter Ref: OPM/DM/30 from Minister of State for Relief, Disaster Preparedness and Refugees",Katakwi,05/10/2010,5,L,,,1
http://www.newvision.co.ug/news/608350-floods-devastate-amuria-district.html,Katakwi,25/10/2010,2,M,,,1
http://www.newvision.co.ug/news/18285-tullow-provides-relief-support-to-bulambuli-landslide-victims-worth-sh130m.html,Katakwi,10/08/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1219030/-/bkenr3z/-/index.html,Katakwi,15/08/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1223834/-/bjw4i1z/-/index.html,Katakwi,23/08/2011,2,L,,,1
https://reliefweb.int/report/uganda/floods-105-latrines-collapse-wera-katakwi-district,Katakwi,21/09/2011,3,M,,,1
URCS-Situational report,Katakwi,02/10/2011,8,L,,,1
Uganda Red Cross,Katakwi,24/10/2011,8,L,,,1
http://www.newvision.co.ug/news/29952-continuous-floods-hit-teso.html,Katakwi,11/11/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1271962/-/bgursqz/-/index.html,Katakwi,13/11/2011,2,L,,,1
http://www.monitor.co.ug/News/National/Teso-civil-society-wants-audit-of-2007-flood-funds/-/688334/1418474/-/dtd78i/-/index.html,Katakwi,06/02/2012,2,L,,,1
http://www.monitor.co.ug/News/National/New-term-blurred-as-rain-washes-away-school-path/-/688334/1405878/-/gv41jlz/-/index.html,Katakwi,15/05/2012,2,M,,,1
http://www.monitor.co.ug/News/National/Lightning--tear-gas--rains-disrupt-PLE-37-year-old-man-turns-up/-/688334/1612514/-/lw51go/-/index.html,Katakwi,11/06/2012,2,L,,,1
District,Katakwi,02/08/2012,3,L,,1,1
https://ugandaradionetwork.com/story/katakwi-hit-by-floods,Katakwi,28/09/2012,5,M,,,1
DISTRICT,Katakwi,30/09/2012,3,L,,1,1
http://www.newvision.co.ug/news/636684-floods-disrupt-uce-exams-in-katakwi.html,Katakwi,22/10/2012,2,M,,,1
http://www.newvision.co.ug/news/637288-floods-ravage-districts.html,Katakwi,14/11/2012,2,M,,,1
http://www.newvision.co.ug/news/637448-floods-affect-over-34-0000-countrywide.html,Katakwi,20/11/2012,2,H,,,1
http://www.newvision.co.ug/news/637477-floods-ravage-8-900-homes.html,Katakwi,21/11/2012,2,H,,,1
http://www.monitor.co.ug/News/National/34-000-affected-by-floods-as-Teso-leaders-speak-on-Awoja/-/688334/1626288/-/kkqp5pz/-/index.html,Katakwi,22/11/2012,2,H,,,1
OPM,Katakwi,16/10/2013,3,L,,,1
OPM,Katakwi,31/10/2013,3,L,,,1
http://www.monitor.co.ug/News/National/Heavy-rains--fewer-papers--empty-stomachs-/-/688334/2509458/-/ek8i0vz/-/index.html,Katakwi,11/04/2014,2,L,,,1
CAO- KATAKWI,Katakwi,06/10/2014,3,L,,,1
https://www.monitor.co.ug/News/National/Bad-roads-paralyse-trade-in-Karamoja/-/688334/2678566/-/gbejpfz/-/index.html,Katakwi,06/04/2015,5,M,,,1
http://www.monitor.co.ug/News/National/Bad-roads-paralyse-trade-in-Karamoja/-/688334/2678566/-/gbejpfz/-/index.html,Katakwi,04/08/2015,2,L,,,1
CAO- KATAKWI,Katakwi,03/02/2017,3,L,,,1
District Files,Katakwi,11/09/2017,3,L,,,1
https://www.newvision.co.ug/new_vision/news/1479737/famine-looms-katakwi-residents-relief,Katakwi,24/05/2018,2,M,,,1
Uganda Police Report - 2001,Lira,20/12/2001,3,H,,32,1
http://www.newvision.co.ug/news/587845-floods-wash-kapchorwa-̢-clean̢.html,Lira,09/01/2003,2,M,,,1
http://www.newvision.co.ug/news/603917-nile-blocked-at-pakwach.html,Lira,01/07/2003,2,M,,,1
New Vision,Lira,03/09/2007,2,L,,,1
New Vision,Lira,12/09/2007,2,L,,,1
https://www.newvision.co.ug/new_vision/news/1218477/camps-created-lira-flood-victims,Lira,30/09/2007,4,H,50000,,1
http://www.monitor.co.ug/artsculture/Entertainment/-/812796/810896/-/bsnden/-/index.html,Lira,13/12/2007,2,L,,,1
Uganda Red Cross Society-Lira Branch,Lira,20/02/2008,8,L,,,1
Letter Ref: PROD/205/02 dated 2/11/09 from the District Agriculture Officer,Lira,01/03/2009,5,L,,,1
New Vision,Lira,01/06/2010,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/-/806314/874544/-/2tux28z/-/index.html,Lira,03/07/2010,2,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/981076/-/9x0kpkz/-/index.html,Lira,20/08/2010,2,L,,,1
http://www.newvision.co.ug/news/608816-lira-schools-closed-over-floods.html,Lira,18/10/2010,2,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/955240/-/5ruj1e/-/index.html,Lira,07/11/2010,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1078990/-/cjvdyfz/-/index.html,Lira,27/12/2010,2,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/1097076/-/13quq7dz/-/index.html,Lira,28/01/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1266078/-/bhe259z/-/index.html,Lira,11/03/2011,2,L,,,1
http://www.newvision.co.ug/news/323182-floods-cut-off-moroto-nakapiripirit.html,Lira,05/08/2011,2,M,,,1
http://www.monitor.co.ug/Magazines/Farming/-/689860/1219806/-/1m6qlez/-/index.html,Lira,16/08/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1237558/-/bj7umiz/-/index.html,Lira,17/09/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1238644/-/bj75jvz/-/index.html,Lira,19/09/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1243586/-/bio3xaz/-/index.html,Lira,27/09/2011,2,L,,,1
http://www.newvision.co.ug/news/541-moroto-bridge-to-re-open.html,Lira,28/09/2011,2,L,,,1
NewVision,Lira,15/11/2011,2,M,,,1
new vision,Lira,30/11/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1332400/-/b08meqz/-/index.html,Lira,22/02/2012,2,L,,,1
http://www.monitor.co.ug/News/National/MPs-discover-more--ghosts---substandard-work-at-OPM/-/688334/1711610/-/wfcmccz/-/index.html,Lira,03/05/2013,2,L,,,1
http://www.newvision.co.ug/news/642712-over-4-000-displaced-by-floods-in-karamoja.html,Lira,14/05/2013,2,L,,,1
http://www.monitor.co.ug/SpecialReports/46-dead-as-hunger-pounds-Karamoja--Teso/-/688342/1917310/-/mah9o2z/-/index.html,Lira,17/07/2013,2,L,,,1
http://www.newvision.co.ug/news/646568-heavy-rains-ravage-lango.html,Lira,27/08/2013,2,L,,,1
OPM,Lira,17/09/2013,3,L,,,1
http://www.monitor.co.ug/News/National/Lira-residents-fail-to-access-health-centre/-/688334/1847602/-/1c93h6/-/index.html,Lira,05/10/2013,2,L,,,1
http://www.newvision.co.ug/news/644898-bridge-under-water-for-six-months.html,Lira,07/10/2013,2,M,,,1
http://www.monitor.co.ug/News/National/Excitement-in-Karamoja-as-rains-start/-/688334/2318480/-/u6w411/-/index.html,Lira,18/05/2014,2,L,,,1
https://www.newvision.co.ug/new_vision/news/1307023/flooded-bridge-disrupts-lira-apac-transport,Lira,13/08/2014,8,L,,,1
http://www.monitor.co.ug/News/National/Kyankwazi-seeks-help-to-fix-broken-bridges/-/688334/2467950/-/hu5e80z/-/index.html,Lira,29/09/2014,2,L,,,1
http://www.monitor.co.ug/News/National/Heavy-rains-destroy-Apac-roads/-/688334/2490066/-/b2muqf/-/index.html,Lira,18/10/2014,2,L,,,1
New Vision,Mbarara,23/09/1999,2,L,,,1
http://www.newvision.co.ug/news/409703-in-brief.html,Mbarara,11/11/2004,2,L,,,1
New Vision,Mbarara,04/03/2007,2,L,,,1
http://www.monitor.co.ug/News/-/688324/793252/-/bpum7p/-/index.html,Mbarara,10/05/2007,2,L,,,1
http://www.monitor.co.ug/Magazines/Life/-/689856/780710/-/10sksnnz/-/index.html,Mbarara,24/09/2007,2,L,,,1
New Vision,Mbarara,06/10/2007,2,L,,,1
http://www.monitor.co.ug/News/Education/-/688336/797162/-/10iqgcd/-/index.html,Mbarara,19/11/2007,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/-/806314/739746/-/3gbb7ez/-/index.html,Mbarara,06/03/2008,2,L,,,1
http://www.newvision.co.ug/news/523532-tanzania-outlaws-ugandan-pastoralists.html,Mbarara,25/03/2008,2,L,,,1
http://www.monitor.co.ug/artsculture/Entertainment/-/812796/807318/-/bs6km8/-/index.html,Mbarara,26/04/2008,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/-/806314/737970/-/3gcn7cz/-/index.html,Mbarara,16/05/2008,2,L,,,1
http://www.monitor.co.ug/News/Education/-/688336/743482/-/10fl209/-/index.html,Mbarara,07/10/2008,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/754428/-/vxux2j/-/index.html,Mbarara,22/10/2008,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/815448/-/wfi7ky/-/index.html,Mbarara,12/01/2009,2,L,,,1
http://www.monitor.co.ug/artsculture/Travel/-/691238/827618/-/oyt05z/-/index.html,Mbarara,21/12/2009,2,L,,,1
http://www.monitor.co.ug/News/Education/-/688336/845856/-/10yp9fm/-/index.html,Mbarara,20/01/2010,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1004496/-/coa2ffz/-/index.html,Mbarara,09/06/2010,2,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/-/689360/962300/-/qvicx8z/-/index.html,Mbarara,22/07/2010,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/-/806314/1210928/-/10rmym9/-/index.html,Mbarara,08/01/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1113952/-/c4ldawz/-/index.html,Mbarara,24/02/2011,2,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-/689364/1247156/-/12qrxgrz/-/index.html,Mbarara,10/03/2011,2,L,,,1
http://www.monitor.co.ug/SpecialReports/-/688342/1130506/-/urxxsg/-/index.html,Mbarara,22/03/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1134940/-/c3cl82z/-/index.html,Mbarara,29/03/2011,2,L,,,1
http://www.monitor.co.ug/SpecialReports/-/688342/1202132/-/va8dfb/-/index.html,Mbarara,17/07/2011,2,L,,,1
http://www.newvision.co.ug/news/315976-plan-for-the-floods.html,Mbarara,15/09/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1262666/-/bhgoq5z/-/index.html,Mbarara,28/10/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1272672/-/bgu5t2z/-/index.html,Mbarara,14/11/2011,2,L,,,1
http://www.monitor.co.ug/Business/-/688322/1636418/-/6j7yc2/-/index.html,Mbarara,12/05/2012,2,L,,,1
http://www.monitor.co.ug/News/National/Hold-former-ministers-accountable-for-IDs--MPs-tell-govt/-/688334/1445766/-/13okims/-/index.html,Mbarara,07/06/2012,2,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Nyabihoko--The-lake-with-an-intriguing-history/-/691232/1403308/-/n8wcbhz/-/index.html,Mbarara,05/11/2012,2,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/-Shs40b-Dura-deal--MPs-verdict-wrong-/-/689844/1702370/-/5plug9/-/index.html,Mbarara,24/02/2013,2,L,,,1
http://www.monitor.co.ug/Magazines/Farming/Northern-Uganda-to-bear-brunt-of-climate-change/-/689860/2097458/-/qyirub/-/index.html,Mbarara,12/04/2013,2,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html,Mbarara,01/06/2013,2,L,,,1
http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html,Mbarara,26/06/2013,2,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/The-slum-dogs--life-in-bwaise/-/691232/1742006/-/act51u/-/index.html,Mbarara,04/08/2013,2,L,,,1
http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html,Mbarara,05/08/2013,2,L,,,1
http://www.monitor.co.ug/News/National/Nathan-Byanyima-s-supporters-walk-out-on-Museveni/-/688334/2088350/-/5edhj8z/-/index.html,Mbarara,26/11/2013,2,L,,,1
http://www.monitor.co.ug/SpecialReports/-/688342/2092194/-/yi2kr9z/-/index.html,Mbarara,29/11/2013,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Create-regional-cities-to-ease-Kampala-s-load/-/806314/2158916/-/tiiawy/-/index.html,Mbarara,25/01/2014,2,L,,,1
New Vision,Mbarara,20/02/2014,2,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/How-hydropower-dams-dry-up-Nile-River-tourism/-/691232/2475930/-/12q6jeqz/-/index.html,Mbarara,10/06/2014,2,L,,,1
http://www.newvision.co.ug/news/655378-five-perish-as-fresh-floods-hit-kasese.html,Mbarara,05/08/2014,2,L,,,1
http://www.monitor.co.ug/News/National/Four-killed-as-floods-sweep-Kilembe-Mines-Hospital/-/688334/2310186/-/89v006z/-/index.html,Mbarara,05/11/2014,2,L,,,1
http://www.monitor.co.ug/Business/Auto/Beware-of--deadly--routes/-/688614/2559930/-/12muu3z/-/index.html,Mbarara,18/12/2014,2,L,,,1
http://www.newvision.co.ug/news/669046-rcc-boss-summoned-over-breach-of-contract.html,Mbarara,28/05/2015,2,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/need-legislation-clean-air-clean-water/-/878682/2747162/-/rbu6xp/-/index.html,Mbarara,06/11/2015,2,L,,,1
CAO OFFICE MBARARA,Mbarara,19/02/2016,3,L,,,1
"CAO, MBARARA DISRTICT",Mbarara,03/03/2017,3,L,,,1
District Files,Mbarara,21/03/2017,2,L,,,1
District Files,Mbarara,31/08/2017,2,L,,,1
http://floodlist.com/africa/uganda-floods-mbarara-march-2018,Mbarara,14/03/2018,8,M,,1,1
http://www.newvision.co.ug/news/366622-government-disowns-kazibwe-sh100m-deal.html,Mukono,22/07/2002,2,L,,,1
New Vision,Mukono,05/06/2004,2,L,,1,1
New Vision,Mukono,13/10/2004,2,L,,,1
http://www.newvision.co.ug/news/543283-dp-man-sworn-in-as-gomba-chief.html,Mukono,06/01/2009,2,L,,,1
URCS-Mukono branch,Mukono,23/06/2009,8,L,,,1
https://allafrica.com/stories/201001080242.html,Mukono,06/01/2010,5,L,,1,1
New Vision,Mukono,08/01/2010,2,L,,1,1
http://www.monitor.co.ug/News/National/-/688334/873748/-/wj64nv/-/index.html,Mukono,03/06/2010,2,L,,,1
http://www.newvision.co.ug/news/612136-bravo-govt-on-bududa-victims-resettlement.html,Mukono,31/08/2010,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/877088/-/wj8qjw/-/index.html,Mukono,03/11/2010,2,L,,,1
New Vision,Mukono,30/03/2011,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1248750/-/bikkucz/-/index.html,Mukono,10/06/2011,2,L,,,1
http://www.monitor.co.ug/Magazines/Farming/-/689860/1388760/-/xsxjxz/-/index.html,Mukono,18/04/2012,2,L,,,1
http://www.monitor.co.ug/News/National/Rains-to--extend-in-most-districts-/-/688334/1427882/-/3pkn0kz/-/index.html,Mukono,15/06/2012,2,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Collapse-of-rural-economies-has-long-term-implications/-/878682/1402740/-/45d8w3z/-/index.html,Mukono,05/10/2012,2,L,,,1
http://www.monitor.co.ug/Business/Businesswoman-battles-insurance--courier-firms-over-compensation/-/688322/1698954/-/9j7jwsz/-/index.html,Mukono,20/02/2013,2,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/Uganda-s-geothermal-energy-requires-investment-boost/-/689364/2024126/-/10qcaic/-/index.html,Mukono,10/09/2013,2,L,,,1
http://www.monitor.co.ug/OpEd/Letters/paying-high-price-water-waste-treatment/-/806314/2691686/-/xh1p9dz/-/index.html,Mukono,21/04/2015,2,L,,,1
https://allafrica.com/stories/201211140537.html,Nakaseke,01/11/2012,3,L,,,1
New Vision ,Nakaseke,07/04/2013,2,L,,,1
Daily Monitor of 06/09/2011,Ntoroko,06/09/2001,2,L,,,1
Letter from CAO dated 23/9/2010,Ntoroko,07/03/2010,5,L,,,1
Letter from CAO dated 23/9/2010,Ntoroko,26/09/2011,5,L,,,1
district,Ntoroko,01/05/2012,5,L,,4,1
NTOROKO DISTRICT WOMAN MP.,Ntoroko,07/05/2012,3,L,,,1
OPM,Ntoroko,10/06/2012,3,M,,,1
https://reliefweb.int/report/uganda/ntoroko-flood-victims-call-more-relief,Ntoroko,10/10/2012,2,M,3000,,1
new vision ,Ntoroko,18/10/2012,2,L,,,1
http://floodlist.com/africa/16000-displaced-uganda-river-semliki-overflows,Ntoroko,01/11/2014,8,H,8000,,1
New Vision ,Ntoroko,30/11/2014,2,M,,,1
http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html,Pallisa,09/01/2008,2,L,,,1
https://reliefweb.int/disaster/fl-2008-000175-uga,Pallisa,12/09/2008,2,M,700,,1
Ref-OPM/DM/92,Pallisa,21/07/2009,5,L,,,1
http://www.monitor.co.ug/News/National/-/688334/871634/-/wj4p83/-/index.html,Pallisa,03/02/2010,2,L,,,1
http://www.newvision.co.ug/news/615830-floods-retarding-border-demarcation.html,Pallisa,07/04/2010,2,M,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1080060/-/gowkot/-/index.html,Pallisa,29/12/2010,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1231066/-/bjc5g0z/-/index.html,Pallisa,09/06/2011,2,L,,,1
http://www.newvision.co.ug/news/632534-cholera-cripples-bududa-one-week-after-landslide.html,Pallisa,07/02/2012,2,L,,,1
http://www.monitor.co.ug/artsculture/Religion/-/689744/1368094/-/h36oru/-/index.html,Pallisa,18/03/2012,2,L,,,1
http://www.newvision.co.ug/news/641320-bugisu-sub-region.html,Pallisa,04/04/2013,2,L,,,1
http://www.monitor.co.ug/News/National/Pupils--teachers-flee-as-school-is-closed/-/688334/1756478/-/pmvk40/-/index.html,Pallisa,24/04/2013,2,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/When-political-Seats-become-a-family-affair/-/691232/1758068/-/13o0vjdz/-/index.html,Pallisa,26/04/2013,2,L,,,1
http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,Pallisa,06/05/2013,2,L,,,1
http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html,Pallisa,13/05/2013,2,M,,,1
http://www.monitor.co.ug/Magazines/Farming/Pallisa-farmers-petition-government-over-low-agriculture-cash/-/689860/2061454/-/gaxd8w/-/index.html,Pallisa,11/06/2013,2,L,,,1
http://www.newvision.co.ug/news/642509-floods-paralyze-business-in-kibuku.html,Pallisa,05/09/2013,2,L,,,1
https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims,Rubanda,26/09/2017,9,H,,15,1
NewVision,Tororo,06/03/1994,2,L,,,1
New Vision,Tororo,06/05/2002,5,L,,2,1
https://www.newvision.co.ug/new_vision/news/1057373/tororo-floods-kill,Tororo,07/05/2002,3,H,,2,1
http://www.newvision.co.ug/news/454333-jinja-bugiri-highway-a-dusty-road-to-the-future.html,Tororo,12/11/2006,2,L,,,1
Uganda Red Cross Society-Mbale Branch,Tororo,28/11/2006,8,L,,,1
http://www.monitor.co.ug/Business/Technology/-/688612/725362/-/tcorju/-/index.html,Tororo,01/12/2008,2,L,,,1
http://www.newvision.co.ug/news/570113-floods-destroy-tororo-mbale-bridge.html,Tororo,05/04/2009,2,L,,,1
new vision,Tororo,01/05/2009,2,L,,,1
Rapid assessment report from OPM dated 20/05/2010,Tororo,04/03/2010,5,L,,,1
http://www.newvision.co.ug/news/622325-tororo-archdiocese-prays-for-bududa-residents.html,Tororo,29/03/2010,2,L,,,1
"URCS-Mbale, Regional office",Tororo,11/05/2010,8,L,,,1
URCS - Floods and landslides in Uganda,Tororo,25/05/2010,8,L,,,1
http://www.monitor.co.ug/News/National/-/688334/875014/-/wj7cq9/-/index.html,Tororo,03/08/2010,2,L,,,1
http://www.newvision.co.ug/news/621646-news-in-brief.html,Tororo,04/08/2010,2,L,,,1
http://www.newvision.co.ug/news/613626-blocked-septic-tank-floods-tororo-market.html,Tororo,08/08/2010,2,L,,,1
http://www.newvision.co.ug/news/610610-heavy-rains-destroy-15-tororo-bridges.html,Tororo,21/09/2010,2,L,,,1
http://www.newvision.co.ug/news/619470-tororo-floods-displace-over-700.html,Tororo,05/11/2010,2,L,,,1
http://www.monitor.co.ug/News/National/-/688334/877760/-/wj8w04/-/index.html,Tororo,03/12/2010,2,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html,Tororo,10/02/2011,2,L,,,1
"Letter from LCV C/Person, CR/106/1 dated 03/05/11 ",Tororo,01/04/2011,5,L,,,1
"Letter Ref: mos/Lir/44, MP West Budama South Constituency",Tororo,11/05/2011,5,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html,Tororo,01/06/2011,2,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html,Tororo,31/08/2011,2,L,,,1
New Vision dated 7/09/11,Tororo,01/09/2011,2,L,,,1
New Vision Article posted online on 7/09/11,Tororo,07/09/2011,2,L,,,1
Letter from CAO Ref: CR:/103/16,Tororo,29/09/2011,5,L,,,1
"Letter Ref: mos/Lir/44, MP West Budama South Constituency",Tororo,30/09/2011,5,L,,,1
http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html,Tororo,17/05/2012,2,L,,,1
http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html,Tororo,29/05/2012,2,L,,,1
http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html,Tororo,25/09/2012,2,L,,,1
