Region,PCODE_REG,Province,PCODE_PROV,City_Municipality,PCODE_MUN_CTY,Total # of Active HHs,housing_unit,
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,LEBAK,PH126506000,"7,009",20319,0.344948078
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,LUTAYAN,PH126507000,"4,570",13041,0.350433249
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,LAMBAYONG (MARIANO MARCOS),PH126508000,"4,221",17511,0.241048484
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,PALIMBANG,PH126509000,"8,121",18993,0.427578582
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,PRESIDENT QUIRINO,PH126510000,"1,784",9663,0.184621753
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,CITY OF TACURONG,PH126511000,"2,046",21588,0.094774875
Region XII (SOCCSKSARGEN),PH120000000,SULTAN KUDARAT,PH126500000,SEN. NINOY AQUINO,PH126512000,"4,125",11669,0.353500728
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,ALABEL (Capital),PH128001000,"5,440",17830,0.305103758
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,GLAN,PH128002000,"8,100",27955,0.289751386
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,KIAMBA,PH128003000,"3,513",13576,0.258765468
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,MAASIM,PH128004000,"2,313",13163,0.175719821
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,MAITUM,PH128005000,"2,330",10397,0.224103107
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,MALAPATAN,PH128006000,"6,077",15831,0.383867096
Region XII (SOCCSKSARGEN),PH120000000,SARANGANI,PH128000000,MALUNGON,PH128007000,"9,275",24508,0.378447854
Region XII (SOCCSKSARGEN),PH120000000,Cotabato City (Not a Province),PH128000000,CITY OF COTABATO,PH129804000,"10,731",55987,0.191669495
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,TONDO I/II,PH133901000,"24,948",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,BINONDO,PH133902000,101,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,QUIAPO,PH133903000,430,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,SAN NICOLAS,PH133904000,"1,404",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,SANTA CRUZ,PH133905000,"1,843",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,SAMPALOC,PH133906000,"4,031",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,SAN MIGUEL,PH133907000,198,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,ERMITA,PH133908000,201,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,INTRAMUROS,PH133909000,252,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,MALATE,PH133910000,989,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,PACO,PH133911000,"1,038",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,PANDACAN,PH133912000,916,,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,PORT AREA,PH133913000,"4,028",,
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,SANTA ANA,PH133914000,"2,625",,
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,CITY OF MANDALUYONG,PH137401000,"7,871",93319,0.084345096
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,CITY OF MARIKINA,PH137402000,"7,684",95305,0.080625361
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,CITY OF PASIG,PH137403000,"11,641",175280,0.066413738
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,QUEZON CITY,PH137404000,"36,367",660249,0.055080735
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,CITY OF SAN JUAN,PH137405000,"1,032",26768,0.038553497
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,CITY OF CALOOCAN,PH137501000,"29,292",353357,0.082896334
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,CITY OF MALABON,PH137502000,"12,340",81724,0.150996035
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,CITY OF NAVOTAS,PH137503000,"10,653",56260,0.189353004
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,CITY OF VALENZUELA,PH137504000,"13,286",147161,0.090282072
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,CITY OF LAS PIÑAS,PH137601000,"6,434",137897,0.046658013
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,CITY OF MAKATI,PH137602000,"4,000",148430,0.02694873
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,CITY OF MUNTINLUPA,PH137603000,"9,342",115515,0.080872614
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,CITY OF PARAÑAQUE,PH137604000,"7,730",159587,0.048437529
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,PASAY CITY,PH137605000,"5,658",101557,0.055712556
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,PATEROS,PH137606000,"1,420",13393,0.106025536
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,CITY OF TAGUIG,PH137607000,"8,358",192862,0.043336686
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,BANGUED (Capital),PH140101000,"1,498",10787,0.138870863
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,BOLINEY,PH140102000,280,758,0.36939314
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,BUCAY,PH140103000,857,3813,0.224757409
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,BUCLOC,PH140104000,111,435,0.255172414
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,DAGUIOMAN,PH140105000,130,375,0.346666667
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,DANGLAS,PH140106000,204,873,0.233676976
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,DOLORES,PH140107000,481,2484,0.193639291
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LA PAZ,PH140108000,754,3325,0.226766917
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LACUB,PH140109000,323,647,0.499227202
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LAGANGILANG,PH140110000,845,3048,0.277230971
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LAGAYAN,PH140111000,254,932,0.272532189
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LANGIDEN,PH140112000,208,660,0.315151515
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LICUAN-BAAY (LICUAN),PH140113000,226,943,0.239660657
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,LUBA,PH140114000,323,1358,0.237849779
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,MALIBCONG,PH140115000,254,743,0.341857335
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,MANABO,PH140116000,675,2410,0.280082988
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,PEÑARRUBIA,PH140117000,365,1463,0.249487355
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,PIDIGAN,PH140118000,627,2600,0.241153846
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,PILAR,PH140119000,621,2262,0.274535809
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,SALLAPADAN,PH140120000,393,1341,0.293064877
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,SAN ISIDRO,PH140121000,254,1054,0.240986717
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,SAN JUAN,PH140122000,606,2157,0.280945758
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,SAN QUINTIN,PH140123000,312,1239,0.251815981
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,TAYUM,PH140124000,737,3016,0.244363395
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,TINEG,PH140125000,406,830,0.489156627
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,TUBO,PH140126000,255,982,0.259674134
Cordillera Administrative Region (CAR),PH140000000,ABRA,PH140100000,VILLAVICIOSA,PH140127000,232,1058,0.219281664
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,ATOK,PH141101000,793,4332,0.183056325
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,CITY OF BAGUIO,PH141102000,"3,032",87731,0.03456019
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,BAKUN,PH141103000,874,3347,0.26112937
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,BOKOD,PH141104000,546,2873,0.190045249
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,BUGUIAS,PH141105000,"1,278",10863,0.117647059
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,ITOGON,PH141106000,885,14204,0.062306393
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,KABAYAN,PH141107000,863,3483,0.247774907
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,KAPANGAN,PH141108000,972,4194,0.231759657
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,KIBUNGAN,PH141109000,"1,413",3584,0.394252232
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,LA TRINIDAD (Capital),PH141110000,851,33599,0.025328135
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,MANKAYAN,PH141111000,652,8062,0.080873232
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,SABLAN,PH141112000,389,2599,0.149672951
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,TUBA,PH141113000,959,11123,0.086217747
Cordillera Administrative Region (CAR),PH140000000,BENGUET,PH141100000,TUBLAY,PH141114000,737,3854,0.191229891
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,BANAUE,PH142701000,872,3925,0.222165605
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,HUNGDUAN,PH142702000,419,1939,0.216090768
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,KIANGAN,PH142703000,729,3479,0.209542972
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,LAGAWE (Capital),PH142704000,559,3944,0.14173428
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,LAMUT,PH142705000,"1,077",5593,0.192562131
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,MAYOYAO,PH142706000,513,4071,0.126013265
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,ALFONSO LISTA (POTIA),PH142707000,"1,430",7138,0.200336229
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,AGUINALDO,PH142708000,"1,337",4658,0.287033061
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,HINGYON,PH142709000,400,2044,0.195694716
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,TINOC,PH142710000,"1,053",3597,0.292743953
Cordillera Administrative Region (CAR),PH140000000,IFUGAO,PH142700000,ASIPULO,PH142711000,"1,070",2829,0.378225521
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,BALBALAN,PH143201000,930,2301,0.404172099
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,LUBUAGAN,PH143206000,609,1728,0.352430556
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,PASIL,PH143208000,631,1797,0.35114079
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,PINUKPUK,PH143209000,"2,121",6258,0.338926174
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,RIZAL (LIWAN),PH143211000,848,3718,0.228079613
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,CITY OF TABUK (Capital),PH143213000,"4,342",22350,0.194272931
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,TANUDAN,PH143214000,630,1568,0.401785714
Cordillera Administrative Region (CAR),PH140000000,KALINGA,PH143200000,TINGLAYAN,PH143215000,798,2270,0.35154185
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,BARLIG,PH144401000,264,1190,0.221848739
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,BAUKO,PH144402000,"1,211",6790,0.178350515
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,BESAO,PH144403000,211,1710,0.123391813
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,BONTOC (Capital),PH144404000,435,6307,0.068970985
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,NATONIN,PH144405000,805,2187,0.368084134
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,PARACELIS,PH144406000,"1,617",5826,0.277548919
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,SABANGAN,PH144407000,341,2215,0.153950339
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,SADANGA,PH144408000,443,1764,0.251133787
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,SAGADA,PH144409000,271,2641,0.102612647
Cordillera Administrative Region (CAR),PH140000000,MOUNTAIN PROVINCE,PH144400000,TADIAN,PH144410000,811,4227,0.191861841
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,CALANASAN (BAYAG),PH148101000,573,2382,0.240554156
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,CONNER,PH148102000,"1,532",5466,0.280278083
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,FLORA,PH148103000,"1,166",4042,0.288471054
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,KABUGAO (Capital),PH148104000,"1,168",3130,0.373162939
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,LUNA,PH148105000,"1,127",4129,0.272947445
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,PUDTOL,PH148106000,"1,063",3158,0.336605446
Cordillera Administrative Region (CAR),PH140000000,APAYAO,PH148100000,SANTA MARCELA,PH148107000,815,3111,0.261973642
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,CITY OF LAMITAN (Capital),PH150702000,"3,345",14751,0.226764287
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,LANTAWAN,PH150703000,"1,338",4440,0.301351351
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,MALUSO,PH150704000,"2,720",6019,0.451902309
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,SUMISIP,PH150705000,"3,469",7388,0.469545208
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,TIPO-TIPO,PH150706000,"2,155",3117,0.691369907
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,TUBURAN,PH150707000,905,2985,0.30318258
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,AKBAR,PH150708000,798,2560,0.31171875
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,AL-BARKA,PH150709000,"2,511",3647,0.688511105
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,HADJI MOHAMMAD AJUL,PH150710000,"2,310",2747,0.840917364
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,UNGKAYA PUKAN,PH150711000,"2,603",3060,0.850653595
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,HADJI MUHTAMAD,PH150712000,"1,541",3921,0.393011987
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,BASILAN,PH150700000,TABUAN-LASA,PH150713000,"3,183",3069,1.03714565
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BACOLOD-KALAWI (BACOLOD GRANDE),PH153601000,977,2087,0.46813608
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BALABAGAN,PH153602000,"3,185",4685,0.679829242
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BALINDONG (WATU),PH153603000,"3,543",3960,0.89469697
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BAYANG,PH153604000,"1,958",2517,0.777910211
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BINIDAYAN,PH153605000,"1,667",2749,0.606402328
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BUBONG,PH153606000,"1,176",2227,0.528064661
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BUTIG,PH153607000,"2,102",2491,0.843837816
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,GANASSI,PH153609000,"1,652",2390,0.691213389
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,KAPAI,PH153610000,"3,124",1716,1.820512821
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,LUMBA-BAYABAO (MAGUING),PH153611000,"3,493",3336,1.04706235
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,LUMBATAN,PH153612000,"1,876",2263,0.828988069
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MADALUM,PH153613000,"1,786",3332,0.536014406
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MADAMBA,PH153614000,"1,358",2263,0.600088378
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MALABANG,PH153615000,"3,808",6172,0.616979909
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MARANTAO,PH153616000,"2,719",4083,0.665931913
Region XII (SOCCSKSARGEN),PH120000000,Lanao Del Sur,PH153600000,CITY OF MARAWI (Capital),PH153617000,"11,809",20121,0.586899259
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MASIU,PH153618000,"2,641",3022,0.873924553
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MULONDO,PH153619000,638,1161,0.54952627
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,PAGAYAWAN (TATARIKAN),PH153620000,"1,827",1331,1.372652141
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,PIAGAPO,PH153621000,"3,804",3756,1.012779553
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,POONA BAYABAO (GATA),PH153622000,"1,680",2469,0.680437424
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,PUALAS,PH153623000,"1,567",1415,1.107420495
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,DITSAAN-RAMAIN,PH153624000,"1,344",1976,0.680161943
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,SAGUIARAN,PH153625000,"2,997",2275,1.317362637
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,TAMPARAN,PH153626000,"1,922",2022,0.950544016
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,TARAKA,PH153627000,"1,344",1987,0.676396578
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,TUBARAN,PH153628000,"2,590",1685,1.537091988
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,TUGAYA,PH153629000,"1,471",2170,0.677880184
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,WAO,PH153630000,"2,407",8900,0.270449438
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MAROGONG,PH153631000,"3,789",2790,1.358064516
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,CALANOGAS,PH153632000,"2,580",1820,1.417582418
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BUADIPOSO-BUNTONG,PH153633000,"2,120",1550,1.367741935
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,MAGUING,PH153634000,"1,714",2954,0.580230196
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,PICONG (SULTAN GUMANDER),PH153635000,"3,577",2342,1.527327071
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,LUMBAYANAGUE,PH153636000,"1,700",1782,0.953984287
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,BUMBARAN,PH153637000,954,1776,0.537162162
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,TAGOLOAN II,PH153638000,"1,989",1283,1.550272798
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,KAPATAGAN,PH153639000,"3,902",2456,1.588762215
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,SULTAN DUMALONDONG,PH153640000,"1,128",1223,0.922322159
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,LANAO DEL SUR,PH153600000,LUMBACA-UNAYAN,PH153641000,"1,001",835,1.198802395
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,AMPATUAN,PH153801000,"3,883",3910,0.993094629
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,BULDON,PH153802000,"3,894",5540,0.702888087
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,BULUAN,PH153803000,"4,087",7281,0.561323994
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU PAGLAS,PH153805000,"3,604",4642,0.776389487
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU PIANG,PH153806000,"2,760",4167,0.662347012
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU ODIN SINSUAT (DINAIG),PH153807000,"6,676",16943,0.394027032
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SHARIFF AGUAK (MAGANOY) (Capital),PH153808000,"7,591",4812,1.577514547
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,MATANOG,PH153809000,"2,817",4524,0.622679045
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,PAGALUNGAN,PH153810000,"4,246",6738,0.630157317
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,PARANG,PH153811000,"4,801",15262,0.31457214
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SULTAN KUDARAT (NULING),PH153812000,"10,612",15331,0.69219229
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SULTAN SA BARONGIS (LAMBAYONG),PH153813000,"4,361",3515,1.240682788
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,KABUNTALAN (TUMBAO),PH153814000,"1,721",2401,0.716784673
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,UPI,PH153815000,"6,173",10879,0.567423476
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,TALAYAN,PH153816000,"5,971",4244,1.406927427
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SOUTH UPI,PH153817000,"5,627",7418,0.758560259
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,BARIRA,PH153818000,"3,275",4485,0.730211817
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,GEN. S.K. PENDATUN,PH153819000,"5,204",4167,1.248860091
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,"2,976",3915,0.760153257
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,TALITAY,PH153821000,"1,392",2390,0.582426778
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,"5,386",5608,0.960413695
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,PAGLAT,PH153823000,"2,402",2455,0.978411405
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,"2,320",3832,0.605427975
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,"5,134",2992,1.715909091
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,"2,427",4354,0.557418466
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU UNSAY,PH153827000,"1,381",1769,0.780667044
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,"3,926",3768,1.041932059
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,"3,576",3768,0.949044586
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,"3,025",3839,0.787965616
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,"3,271",3796,0.861696523
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,"3,802",3836,0.991136601
