fid,name,lat,lon,type,report_date
4454,Thumboyauka tap,-11.1102743,33.8686324,Piped into yard/plot,
4455,Chilambo  CDSS water point ,-10.9738053,33.7124867,Piped into public tap / standpipe / basin,
4456,Razero Mbulo village borehole ,-11.1899766,33.5756897,Borehole or tubewell,
4457,Mapesi,-10.9465608,33.7484058,Piped into public tap / standpipe / basin,
4459,Kalinyanye  mphande community shallow well ,-11.7707482,33.7364205,Protected dug well,
4463,Zinyongo Nyirenda borehole ,-11.6561143,33.5442078,Borehole or tubewell,
4464,Chikowoka tap 2,-10.7606038,34.0357432,Piped into public tap / standpipe / basin,
4465,Kamucheule,-10.8355496,34.0788739,Piped into public tap / standpipe / basin,
4466,Chenyentha borehole,-10.7747639,34.0656960,Borehole or tubewell,
4467,Kayimbotole Banda Dug well ,-11.8303017,33.7651914,Protected dug well,
4469,Mziriwanda,-10.7476966,34.0222170,Piped into public tap / standpipe / basin,
4473,Chizumba Mkochi water point,-12.0774662,33.4928490,Protected dug well,
4474,Kamwera tap ,-11.0148604,33.8623092,Piped into yard/plot,
4477,David Jere Village borehole 6,-11.4630855,33.7462201,Borehole or tubewell,
4478,Kawazamawe,-10.9771294,33.7119231,Piped into public tap / standpipe / basin,
4479,Blantyre WP,-10.9641380,33.6653265,Piped into yard/plot,
4482,Kambombo Phiri Water Point,-12.1572062,33.2891742,Borehole or tubewell,
4483,Mwanjawala tap ,-10.8682395,33.9933239,Piped into public tap / standpipe / basin,
4486,Alick Munthali tap,-11.0117105,33.8508126,Piped into yard/plot,
4487,Kahame,-10.8002906,34.0674338,Surface water,
4490,Bitiku Qoto borehole. ,-12.2210431,33.3878620,Borehole or tubewell,
4491,Phingama,-11.0080917,33.8584697,Piped into public tap / standpipe / basin,
4492,Chifipa 5 tap,-10.7509374,34.0272816,Piped into public tap / standpipe / basin,
4493,,-11.2424868,33.8477492,Borehole or tubewell,
4494,Chauluma Jere 1,-11.5105138,33.6878534,Borehole or tubewell,
4495,Chirambo primary school borehole,-10.9752568,33.7133975,Borehole or tubewell,
4496,Muwa,-10.9426626,33.6880934,Piped into public tap / standpipe / basin,
4497,mthema owned by tsumba,-11.4452258,34.0657657,Protected dug well,
4498,Mr. Mazura well,-11.4612406,33.9252382,Protected dug well,
4504,Green Britain Apostolic church tap ,-11.0200755,33.8484871,Piped into yard/plot,
4506,Fredrick chayaya water point ,-11.0253768,33.8528035,Piped into public tap / standpipe / basin,
4511,Bunga borehole,-10.7565307,34.1742994,Borehole or tubewell,
4512,Sewelaninge Banda Borehole ,-11.9792041,33.7385841,Borehole or tubewell,
4513,Manyamula health center tap 5,-11.9396007,33.4405774,Piped into public tap / standpipe / basin,
4514,,-11.1246357,33.7786663,Borehole or tubewell,
4515,Denis thera tap,-11.0320177,33.8765463,Piped into public tap / standpipe / basin,
4516,Karonga diocese waterpoint,-9.9404575,33.8889398,Borehole or tubewell,
4517,Pelani Gondwe tap ,-10.8588766,33.9899448,Piped into yard/plot,
4518,Solomon longwe shallow well,-12.0832972,33.4040854,Protected dug well,
4520,Mzikuwola Jere Borehole 2,-11.4424159,33.6849200,Borehole or tubewell,
4521,Mawa Hlepuni waterpoint ,-11.2648472,33.7763033,Borehole or tubewell,
4522,Chipereka wp,-10.9726953,33.7385184,Piped into yard/plot,
4524,Nchenachena epa borehole ,-10.7526587,34.0252586,Borehole or tubewell,
4527,Yesaya jere tap,-11.0142983,33.8491307,Piped into public tap / standpipe / basin,
4534,James Jere,-11.4597516,33.8088652,Borehole or tubewell,
4535,PauLos Ngala village borehole ,-11.1253268,33.6930860,Borehole or tubewell,
4538,Nthumbayika shallow well ,-10.9086904,34.0750224,Protected dug well,
4542,Kalirawaleke borehole,-10.9085833,34.0164108,Borehole or tubewell,
4543,Chatumbwa,-11.0218555,33.8387438,Piped into public tap / standpipe / basin,
4544,David Moyo,-12.2619519,33.4670819,Borehole or tubewell,
4545,Yesaya Nyirongo  borehole ,-11.7089876,33.5459262,Borehole or tubewell,
4547,Brown Chiona dugwell ,-9.9109385,33.8753213,Protected dug well,
4548,Noxy WP,-10.9725495,33.6727617,Piped into yard/plot,
4549,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
4552,James mwanza borehole ,-11.4150346,33.8410744,Borehole or tubewell,
4553,Chihana shallow well ,-11.0500388,34.0454185,Protected dug well,
4558,Chimtembo borehole,-12.2564814,33.7246696,Borehole or tubewell,
4560,Kawaka zulu protected dug well ,-11.9262746,33.4144574,Protected dug well,
4561,Chiwapasi,-10.9804916,33.7511233,Piped into public tap / standpipe / basin,
4562,Tulambo borehole ,-10.1963284,33.6654549,Borehole or tubewell,
4565,Glory Mvula  shallow well,-11.3621226,33.3735248,Unprotected dug well,
4566,John botha  water  point ,-11.0110898,33.8432603,Piped into public tap / standpipe / basin,
4569,Mwisho Munthali water point2,-11.1687637,33.8950065,Piped into public tap / standpipe / basin,
4570,Chidolose borehole,-10.9262549,33.6681026,Borehole or tubewell,
4573,Bright Gondwe tap ,-11.0177396,33.8453497,Piped into public tap / standpipe / basin,
4576,Chimoyo,-10.9923071,34.0812190,Piped into public tap / standpipe / basin,
4577,Zhawongo borehole,-11.5320605,33.3059783,Borehole or tubewell,
4578,Lughano Mwamvula Unprotected Swallow Well ,-9.9021208,33.9097534,Unprotected dug well,
4579,Bota nyirongo borehole 2,-11.7188559,33.6898010,Borehole or tubewell,
4581,Mtambalala mlotha borehore ,-11.3872137,33.6132950,Borehole or tubewell,
4582,Chigwere,-11.0254660,33.8487397,Piped into public tap / standpipe / basin,
4583,Mwaungulu protected dugwell,-9.8534739,33.8665083,Protected dug well,
4584,,-9.9908761,33.9388503,Borehole or tubewell,
4585,Bwana Holo Borehole ,-11.8942879,33.6749390,Borehole or tubewell,
4586,Chalinda Bota borehole,-11.5414552,33.3142460,Borehole or tubewell,
4588,Ackim  kamwelo water point ,-11.0103565,33.8488175,Piped into public tap / standpipe / basin,
4589,Malunga shallow well ,-11.0171486,34.0185356,Protected dug well,
4592,Kayuni tap 2,-11.0170777,33.8610929,Piped into yard/plot,
4594,Katunda tap ,-10.9383757,33.9350609,Piped into public tap / standpipe / basin,
4596,Chimchere tap,-10.9699229,33.8247643,Piped into public tap / standpipe / basin,
4598,VH Adam mwanganda waterpoint1,-9.9338804,33.9011742,Borehole or tubewell,
4599,Mwaphoka tap,-11.0066976,33.8518296,Piped into yard/plot,
4602,Neb WP,-10.9454466,33.7599063,Piped into yard/plot,
4603,Lewis Munyenyembe wp,-10.9804975,33.7406178,Piped into yard/plot,
4604,Emthuzin primary school,-11.8409354,33.4449518,Borehole or tubewell,
4606,Khalamuntheta,-10.7417283,34.0283433,Borehole or tubewell,
4610,Chauluma Kumwenda borehole,-11.7730303,33.5094247,Borehole or tubewell,
4611,Lukungilo,-11.0126869,33.7673697,Piped into public tap / standpipe / basin,
4620,Bowoyeke tap,-11.0094821,33.8544750,Piped into yard/plot,
4621,Mughogho tap8,-11.0115714,33.8576648,Piped into yard/plot,
4622,Magaula shallow well 2,-11.0336634,34.0325959,Protected dug well,
4623,Chikhwalauka,-10.7700892,34.0345093,Protected dug well,
4624,,-11.6086550,33.5641597,Borehole or tubewell,
4627,Munyongani,-10.9346574,33.9210490,Surface water,
4628,Kachuma Nyirenda Dug well 2,-11.7917341,33.7744944,Protected dug well,
4629,Yaulungu water point,-10.8679821,33.9886425,Piped into public tap / standpipe / basin,
4636,Chatumbwa Tap ,-11.0216165,33.8444043,Piped into public tap / standpipe / basin,
4639,Shadreck moyo tap,-11.0288550,33.8686023,Piped into public tap / standpipe / basin,
4640,Moyo shallow well ,-11.0867485,34.0027964,Protected dug well,
4642,M'bena Moyo borehole ,-11.4476356,33.8309287,Borehole or tubewell,
4643,Geza ngwira tap,-10.7980430,34.0223131,Piped into public tap / standpipe / basin,
4645,Ezekia Jere borehole,-11.2524642,33.8748321,Borehole or tubewell,
4646,Jackson Banda Shallow well ,-12.1625572,33.4429186,Protected dug well,
4649,Andrea Shonga village borehole ,-11.3265377,33.8832074,Borehole or tubewell,
4651,Seventh day church wp,-10.9779318,33.7396057,Piped into yard/plot,
4652,Mwabubila,-10.9848993,33.8232338,Piped into public tap / standpipe / basin,
4659,Kanyerere Full Primary School Borehole ,-11.9000765,33.6247588,Borehole or tubewell,
4660,,-11.3088682,33.6056973,Borehole or tubewell,
4662,Milala School Tap 3,-11.9293609,33.5301691,Piped into public tap / standpipe / basin,
4664,,-12.0486396,33.4810424,Borehole or tubewell,
4667,Kalonde tap 4,-11.0143846,33.8600945,Piped into yard/plot,
4669,Galang'Anda,-10.9424133,33.5672077,Protected dug well,
4670,Chapeluka  water point ,-10.9817673,33.6831648,Piped into public tap / standpipe / basin,
4673,Mama Ng'ambi tap,-10.9639883,33.6634181,Piped into yard/plot,
4674,Peter khunga tap ,-11.0200277,33.8505997,Piped into yard/plot,
4680,Sangwani Gondwe wp,-10.9718066,33.7437198,Piped into yard/plot,
4681,FWASANI NGWIRA's TAP ,-10.9379137,33.9376956,Piped into yard/plot,
4682,Thoma/Tchamire water point,-11.4352150,33.6222520,Borehole or tubewell,
4684,Tambalamutuwa,-10.7508250,34.0262664,Piped into public tap / standpipe / basin,
4686,James Sibande community borehole ,-11.7317380,33.6581897,Borehole or tubewell,
4688,Makungu water point,-10.9433640,33.9427814,Piped into public tap / standpipe / basin,
4689,Zikhole sakala protected dug well ,-11.9398826,33.4515446,Protected dug well,
4690,Masiye mugala water point ,-11.0248573,33.8559687,Piped into public tap / standpipe / basin,
4692,C. MBALE TAP,-11.0083313,33.8546868,Piped into yard/plot,
4693,Elder Phiri water point ,-12.2390552,33.5376934,Protected dug well,
4694,Sala Viyuyi Tap ,-11.0261248,33.8555961,Piped into public tap / standpipe / basin,
4695,Tumanyanashallow well,-12.0799894,33.4115022,Protected dug well,
4702,Geoffrey Bwsnali Tap ,-11.0258797,33.8473040,Piped into public tap / standpipe / basin,
4705,Kayiphangire borehole ,-11.0470770,33.9222394,Borehole or tubewell,
4706,Matupi,-10.8889399,33.7563221,Piped into public tap / standpipe / basin,
4708,Selina Mzumara Tap ,-11.0265367,33.8474511,Piped into public tap / standpipe / basin,
4716,Overton kapila tap ,-10.9809811,33.7420744,Piped into yard/plot,
4721,Mwang'oma tap,-11.0125807,33.8529379,Piped into yard/plot,
4722,Mbwili waterpoint 2,-9.9518220,33.8718662,Borehole or tubewell,
4723,Tigone,-10.7847271,34.0809629,Protected dug well,
4727,Jowe,-10.8050259,34.0213146,Piped into public tap / standpipe / basin,
4728,Zgatepeta,-10.8409082,34.0048413,Piped into public tap / standpipe / basin,
4729,Muzamu Tembo Borehole ,-11.5393889,33.6299408,Borehole or tubewell,
4730,Mathen school borehole ,-11.4614722,33.7527699,Borehole or tubewell,
4732,Chilimphala Dindi water point ,-12.1385719,33.4714500,Protected dug well,
4737,Chibamu borehole,-12.2179900,33.3590101,Borehole or tubewell,
4739,Mtheto Zamangwe well ,-11.5548654,33.7471462,Unprotected dug well,
4740,James Mzumara Tap ,-11.0201466,33.8409615,Piped into public tap / standpipe / basin,
4742,Mbowe Shallow Well ,-9.9148033,33.9064046,Protected dug well,
2330,Luji  phiri borehole,-11.5616906,33.3758400,Borehole or tubewell,
4744,Golozera Gama Shallow Well,-11.0223508,33.9843006,Protected dug well,
4745,Karjin Hollander,-11.5000826,33.9517766,Borehole or tubewell,
4746,Kaseka Mnthali,-10.9852623,33.9636599,Piped into yard/plot,
4748,Merton m Ngulube,-12.2215779,33.4162850,Protected dug well,
4749,Cheyeka,-10.9496796,33.7456421,Piped into public tap / standpipe / basin,
4750,,-9.9447010,33.8612827,Borehole or tubewell,
4751,Robert mwayipisa tap ,-11.0209996,33.8468015,Piped into yard/plot,
4754,Matupi,-10.9054673,33.7573795,Piped into public tap / standpipe / basin,
4755,Chabenekelela kumwenda  water point ,-11.0280864,33.8481789,Piped into public tap / standpipe / basin,
4757,Mwale tap 2,-11.0072927,33.8550129,Piped into yard/plot,
4759,Chatumbwa,-11.0261222,33.8495595,Piped into public tap / standpipe / basin,
4761,Area Gondwe Shallow well,-9.8557277,33.9022123,Protected dug well,
4765,Borehole,-9.9325558,33.9371300,,
4768,Vinjenje protected well,-11.9499718,33.3163987,Protected dug well,
4770,Cheyeka,-10.9403752,33.7431081,Piped into public tap / standpipe / basin,
4771,Mathambo water point,-11.3553860,33.9655890,Borehole or tubewell,
4772,Masasa borehole,-10.7329568,34.1671405,Borehole or tubewell,
4777,Mhango Borehole ,-9.9841793,33.9294288,Borehole or tubewell,
4778,Mchancha Thera borehore ,-11.2410141,33.5970254,Borehole or tubewell,
4779,Shadreck Makwakwa village borehole 1,-11.2538155,33.6677010,Borehole or tubewell,
4780,Dorothy Luwanda Well ,-11.4525969,33.9518871,Protected dug well,
4782,Chawanangwa Tembo well ,-11.5245360,33.7676987,Protected dug well,
4783,Tipokelere borehole ,-11.0539061,33.5904480,Borehole or tubewell,
4784,Kawazamawe  water point ,-10.9742354,33.7211131,Piped into yard/plot,
4786,Kapiri School borehole,-10.8553355,33.5677506,Borehole or tubewell,
4789,Tchongwe tap,-11.0134877,33.8578190,Piped into public tap / standpipe / basin,
4790,Bongololo,-10.9769932,33.7449885,Piped into public tap / standpipe / basin,
4791,Clement Gondwe tap ,-11.0205384,33.8445825,Piped into yard/plot,
4793,Denis Nyirenda unprotected well ,-12.1043489,33.3664960,Unprotected dug well,
4795,Ng'oma Club 2,-11.6020003,33.7663944,Borehole or tubewell,
4796,Lekaleka wp,-10.9808276,33.7419894,Piped into yard/plot,
4797,Gerge milazi tap,-11.0284072,33.8678912,Piped into public tap / standpipe / basin,
4798,Ng'ambi shallow well,-11.0059157,34.0615201,Protected dug well,
4803,Ziyawera  borehole ,-11.7986032,33.4517294,Borehole or tubewell,
4806,Daniel Moyo borehole ,-11.6885057,33.6189383,Borehole or tubewell,
4808,Chimthiko Simwaka tap,-11.0174968,33.8476629,Piped into public tap / standpipe / basin,
4811,isaac tembo,-11.2666000,33.9506300,Protected dug well,
4817,Mr mayuni tap,-11.1741484,33.8948969,Piped into public tap / standpipe / basin,
4821,Kapiri  water point ,-10.9689664,33.7044705,Piped into public tap / standpipe / basin,
4824,Mdoni 2,-10.9835899,33.7108698,Borehole or tubewell,
4827,Kazomba CDSS,-11.9568456,33.6079979,Borehole or tubewell,
4828,Nyirenda tap4,-11.0111273,33.8561928,Piped into yard/plot,
4830,Bolero primary school borehole 2,-10.9725769,33.7402388,Borehole or tubewell,
4833,Chimuhoyere shallow well ,-11.0666838,34.0045412,Protected dug well,
4834,Cyrus Mwale shallowell,-12.1367408,33.3821003,Protected dug well,
4836,Mithi tap 2,-11.0154001,33.8529981,Piped into public tap / standpipe / basin,
4837,Atupele Malema unprotected dug well,-9.9367915,33.9351312,Unprotected dug well,
4840,,-12.2189468,33.3697488,Borehole or tubewell,
4841,JUMBO NGWIRA's TAP ,-10.9469315,33.9306917,Piped into yard/plot,
4845,Makhawa Mtenje community swallow well 2,-11.7703807,33.6880571,Protected dug well,
4846,Landwell Chirwa open well ,-12.2064228,33.7577631,Unprotected dug well,
4847,Lupembe agriculture waterpoint,-10.0665224,33.9703741,Borehole or tubewell,
4849,Chatumbwa,-11.0183593,33.8404689,Piped into public tap / standpipe / basin,
4850,Lan Mfune Mill,-10.9794136,33.7442861,Piped into yard/plot,
4854,Mutisunge WP,-10.9784265,33.7496022,Piped into yard/plot,
4857,,-11.9268410,33.4288760,Borehole or tubewell,
4858,Fundigani nyasulu,-10.9438681,33.9382697,Piped into public tap / standpipe / basin,
4859,Kholoma msonda tap,-10.7434148,34.0352582,Piped into public tap / standpipe / basin,
4860,Kawazamawe,-10.9763289,33.7199401,Piped into public tap / standpipe / basin,
4862,Litness sichinga tap,-11.0137962,33.8439229,Piped into yard/plot,
4863,Njala yakula borehole ,-11.9260906,33.4410567,Borehole or tubewell,
4864,Zgatepeta,-10.8402895,34.0038415,Borehole or tubewell,
4865,Mkeka tap,-10.2998252,33.7125219,Piped into public tap / standpipe / basin,
4869,Zakeyo Tchongwe borehole,-11.3809530,33.4319927,Borehole or tubewell,
4870,R.Z Munthali WP,-10.9502515,33.7461633,Piped into yard/plot,
4872,Luwira/katanga water tap ,-10.8889453,34.0483243,Piped into public tap / standpipe / basin,
4873,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
4874,Mapesi,-10.9473066,33.7481776,Piped into public tap / standpipe / basin,
4875,Chikakula 5 tap,-10.7926024,34.0285388,Piped into public tap / standpipe / basin,
4877,Chisomo  nkhonjera  water point ,-11.0264775,33.8528587,Piped into public tap / standpipe / basin,
4879,Mtende primary school borehole ,-11.4936648,33.5477882,Borehole or tubewell,
4881,Bwereka Juwa Tap ,-11.0259775,33.8478009,Piped into public tap / standpipe / basin,
4883,Kazuwa water tap ,-10.8401440,34.0931330,Piped into public tap / standpipe / basin,
4885,Nyozomo Nyirenda borehore ,-11.1702070,33.7085023,Borehole or tubewell,
4886,Kayamba,-10.7838684,34.0560245,Protected dug well,
4889,Mwambila,-9.8718176,33.9107161,Protected dug well,
4890,Mdalamba tap ,-10.9516560,33.7510438,Piped into public tap / standpipe / basin,
4892,Chkalamba Tap ,-11.0135659,33.8532502,Piped into public tap / standpipe / basin,
4894,Sasasa primary school shallow well,-11.0495736,34.0353726,Protected dug well,
4896,Chigwere Tap 5,-11.0235470,33.8430692,Piped into public tap / standpipe / basin,
4897,Chigwere,-11.0233327,33.8446170,Piped into public tap / standpipe / basin,
4903,BoliA 2 borehole ,-12.1666474,33.3569452,Protected dug well,
4904,Kabira borehole,-12.1448477,33.4739786,Borehole or tubewell,
4905,Titus kilembe water point ,-11.0099579,33.8457829,Piped into public tap / standpipe / basin,
4907,Elnet  sichone water tap,-11.4578889,33.4188550,Piped into public tap / standpipe / basin,
4908,Kapira tap,-11.0059432,33.8514165,Piped into yard/plot,
4912,Gulule Nyathi community borehole ,-11.7733336,33.7160773,Borehole or tubewell,
4913,Kalamba Zawalo Nkhoma  Borehole ,-11.8286241,33.6331026,Borehole or tubewell,
4916,Bolero secondary school waterpoint 1,-10.9757763,33.7419725,Piped into yard/plot,
4918,Mtangwanika 1 wp,-10.9813451,33.7425232,Piped into yard/plot,
4919,James mnyenyembe community shallow well ,-11.7425745,33.7353810,Protected dug well,
4922,Chibo Mdeka borehole ,-12.1378056,33.3193803,Borehole or tubewell,
4927,Nowel chenda mkandawire tap ,-10.9716156,33.7648238,Piped into yard/plot,
4931,Gota,-10.7389960,34.0423761,Piped into public tap / standpipe / basin,
4932,Mhalizi chipofya borehole ,-11.1172443,33.7595287,Borehole or tubewell,
4933,Mary Mkandawire Tap ,-11.0262345,33.8476586,Piped into public tap / standpipe / basin,
4935,Yawn to borehole 2,-11.0331122,33.6097047,Borehole or tubewell,
4936,Kanyahali community borehole ,-11.7373916,33.6983109,Borehole or tubewell,
4937,Josophina mwale water point ,-11.0259817,33.8445929,Piped into public tap / standpipe / basin,
4939,Gold halawa water point ,-11.0088016,33.8458563,Piped into public tap / standpipe / basin,
4940,Kipeto protected dug well,-9.9433851,33.9233445,Protected dug well,
4942,Jino tap 11,-10.9426081,33.7547790,Piped into yard/plot,
4944,Thyanda Nguluwe dug well ,-11.3718114,34.0355891,Protected dug well,
4946,Juliet munthali pvt tap,-10.7733786,34.2028973,Piped into public tap / standpipe / basin,
4947,Potifer borehore,-9.9997568,33.9355875,Borehole or tubewell,
4948,Mbonga Nkhata Well ,-11.5896759,33.7327493,Protected dug well,
4949,Jumpha Gondwe water Gondwe,-11.4891620,33.6763940,Borehole or tubewell,
4951,Kayesa Village Water Point,-11.9374170,33.4266479,Borehole or tubewell,
4953,Ester munthali  water point ,-11.0256836,33.8537110,Piped into public tap / standpipe / basin,
4954,Chimwela,-10.9993486,33.8109022,Piped into public tap / standpipe / basin,
4955,Lumbe tap,-11.0194990,33.8597695,Piped into yard/plot,
4957,Saulos gondwe  water point ,-10.9720859,33.7405456,Piped into public tap / standpipe / basin,
4958,Kamatang'Ombe,-10.9261491,33.9645455,Borehole or tubewell,
4959,H. Ngwira pvt tap,-10.7759947,34.2036892,Piped into public tap / standpipe / basin,
4960,Kenneth  chiwale water point ,-11.0259015,33.8492933,Piped into public tap / standpipe / basin,
4962,Pendamazuwa Dug well ,-11.7885914,33.7249028,Protected dug well,
4966,O Mkumbwa wp,-10.9815168,33.7419393,Piped into yard/plot,
4968,Mubelu Bulukutu Communal water tape ,-11.9857910,33.6674553,Piped into public tap / standpipe / basin,
4969,Zuze juwa borehole,-11.4983306,33.4132322,Borehole or tubewell,
4970,Chimunyama mandhlopa 2 borehore ,-11.2725275,33.6231067,Borehole or tubewell,
4971,,-11.6379409,33.6522673,Borehole or tubewell,
4973,James Bulukutu Communal tap water ,-12.0119661,33.6536708,Piped into public tap / standpipe / basin,
4974,Yagontha village borehole ,-11.1493473,33.6554557,Borehole or tubewell,
4975,Kasote water point 2,-10.9645779,33.6970093,Piped into public tap / standpipe / basin,
4977,Kazengo orimary school tap 2,-11.9062960,33.5839815,Piped into public tap / standpipe / basin,
4978,Chikalamba,-11.0150987,33.8539395,Piped into public tap / standpipe / basin,
4987,Takodwa water point ,-11.0269888,33.8526320,Piped into public tap / standpipe / basin,
4988,Bernard choma shallowwell ,-12.2745473,33.7073070,Protected dug well,
4989,Standwell Mkandawire ,-12.0630455,33.3364660,Unprotected dug well,
4990,Kapatemo waterpoint,-12.1924072,33.3492515,Protected dug well,
4992,Mabuka WP,-10.9455619,33.7426171,Piped into yard/plot,
4993,Chinewo,-10.8199900,34.0137166,Piped into public tap / standpipe / basin,
4996,Ndongeni Thole Borehole ,-11.4655576,33.7010235,Borehole or tubewell,
4997,,-11.3736601,34.0429886,Borehole or tubewell,
4999,Yaheja Mhango Borehole ,-11.0797990,33.8888167,Borehole or tubewell,
5000,Faggie Nkhonjera Tap wp,-10.9723674,33.7603111,Piped into yard/plot,
5006,,-11.1014358,33.7554304,Borehole or tubewell,
5007,Chatumbwa,-11.0274716,33.8495013,Piped into public tap / standpipe / basin,
5008,Mr. Chirwa Kantchembere well,-11.4360491,33.9584825,Protected dug well,
5012,Kalama full primary school 2,-11.1702171,33.7813056,Borehole or tubewell,
5014,Chatumbwa,-11.0262717,33.8529260,Piped into public tap / standpipe / basin,
5015,,-11.7165997,33.4980419,Borehole or tubewell,
5016,Msenjere communal tap water ,-11.9854138,33.6743059,Piped into public tap / standpipe / basin,
5020,William Dug well ,-11.8357783,33.7517758,Protected dug well,
5023,Kawindula J.P school ,-11.9150917,33.4403443,Borehole or tubewell,
5027,Lundu Secondary School WP,-10.9184357,33.7373976,Piped into yard/plot,
5028,Chigwere Tap ,-11.0225084,33.8442395,Piped into public tap / standpipe / basin,
5029,Atufiweye cbcc waterpoint,-9.9306499,33.8473877,Borehole or tubewell,
5031,Stanley Mapesi WP,-10.9460109,33.7474166,Piped into yard/plot,
5032,Chisenga,-12.2519750,33.4262950,Protected dug well,
5033,Muthangamwembe,-10.9469341,33.9312219,Piped into public tap / standpipe / basin,
5034,Chipa wp,-10.9523367,33.6861130,Piped into public tap / standpipe / basin,
5035,Chigwere Tap 16,-11.0226211,33.8440698,Piped into public tap / standpipe / basin,
5036,North rukuŕu river ,-10.1122992,33.7313853,Surface water,
5037,Joel Ndhlovu Borehole ,-11.8837368,33.4862698,Borehole or tubewell,
5039,Wazenga Linga,-10.8601864,33.9907804,Piped into public tap / standpipe / basin,
5042,Wellings Msowoya ,-11.7265951,33.6342108,Borehole or tubewell,
5043,Judith Kaunda WP,-10.9405573,33.7434071,Piped into yard/plot,
5044,Chivalo Kamanga borehole ,-11.0750141,33.9207680,Borehole or tubewell,
5046,Kaulanda borehole ,-10.9313591,33.9850299,Borehole or tubewell,
5053,Bwati,-10.9812144,33.7526783,Piped into public tap / standpipe / basin,
5054,Bongololo,-10.9757732,33.7332674,Piped into public tap / standpipe / basin,
5055,Tambulani nkosi borehole,-11.9443100,33.4631379,Borehole or tubewell,
5057,Chinjoka tap 4,-10.7913167,34.1131631,Piped into public tap / standpipe / basin,
5058,Yawuzga community tap ,-11.0034288,33.8088763,Piped into yard/plot,
5059,Nyakaloposha Gondwe Swallow Well ,-9.8878321,33.9172545,Unprotected dug well,
5060,Gladys Mumba water point ,-12.1356448,33.4701587,Protected dug well,
5064,Luke nyirenda tap ,-10.9807932,33.7421672,Piped into yard/plot,
5066,Nthembe ya mwana,-11.1930082,33.7808158,Borehole or tubewell,
5070,Lunjika secondary school teacher house pipe 3,-11.7161847,33.6890395,Piped into yard/plot,
5071,Chimuhoyele wp,-10.9740861,33.7462300,Piped into yard/plot,
5072,Chikakhale tap,-10.7303605,34.0265662,Piped into public tap / standpipe / basin,
5077,Kalibwe gondwe water point ,-11.0232900,33.8445902,Piped into public tap / standpipe / basin,
5078,Dingire chavula community borehole ,-11.7461824,33.7002943,Borehole or tubewell,
5081,Kawazamawe,-10.9768160,33.7093642,Piped into public tap / standpipe / basin,
5083,Mawira Luhana Borehole ,-11.4167434,33.7551050,Borehole or tubewell,
5084,T K Chavula WP,-10.9426583,33.7542012,Piped into yard/plot,
5085,LALIKA VILLAGE TAP,-10.9765240,33.9280295,Piped into public tap / standpipe / basin,
5087,Simeon Mguntha 2 Dug well ,-11.8861751,33.7625755,Protected dug well,
5088,Shoni tap 2,-11.0141555,33.8628393,Piped into yard/plot,
5091,Ruviri TDC tap 1,-10.9587397,33.6516707,Piped into dwelling,
5093,Chiwaya,-10.9416371,33.9495265,Piped into public tap / standpipe / basin,
5099,Chiwondola WP,-10.9639548,33.6587704,Piped into yard/plot,
5100,Chikumbusko  jere water point ,-11.0244200,33.8519809,Piped into public tap / standpipe / basin,
5102,Mughogho 1 Tap wp,-10.9706898,33.7609353,Piped into yard/plot,
5106,Simeon Mvula Borehole 1,-11.8708675,33.5700880,Borehole or tubewell,
5107,Chikalamba,-11.0264914,33.8520396,Piped into public tap / standpipe / basin,
5108,Job Nyirenda Dug well ,-11.7941903,33.7734226,Protected dug well,
5113,Chalankha tap,-10.9724459,33.6892542,Piped into yard/plot,
5120,S Mkalira tap,-10.7285724,34.0449302,Piped into public tap / standpipe / basin,
5121,Chisovya,-10.9441979,33.9405851,Piped into public tap / standpipe / basin,
5122,Out Patient Department ,-11.7579301,33.5558945,Piped into yard/plot,
5126,Chinombo borehore ,-11.2903711,33.6131683,Borehole or tubewell,
5127,Mkhalira borehole ,-10.8372893,34.0098633,Borehole or tubewell,
5128,Chisangano School borehole ,-11.3042350,33.9127082,Borehole or tubewell,
5133,BANDAWANDA VILLAGE TAP,-10.9298013,33.9508614,Piped into public tap / standpipe / basin,
5134,Chimukhwawu,-11.0672049,33.7116924,Borehole or tubewell,
5135,Katopola protected dug well,-11.3285162,34.0280762,Protected dug well,
5136,Gonera Hara borehole ,-11.4427728,33.8029152,Borehole or tubewell,
5140,Wamuzale borehole,-11.4658267,33.3383493,Borehole or tubewell,
5144,Mtanila borehole ,-11.0688419,33.6185557,Borehole or tubewell,
5145,Enyezini primary school borehole 2,-11.4646418,33.8641350,Borehole or tubewell,
5146,Gilbert kasambala tap ,-11.0192654,33.8436496,Piped into yard/plot,
5147,Custom Vunga shallow well,-12.1748407,33.4450671,Protected dug well,
5148,Madondolo mkandawire  water point ,-11.0264853,33.8541385,Piped into public tap / standpipe / basin,
5152,Mzongano  water point,-10.9433369,33.7797729,Piped into public tap / standpipe / basin,
5153,Lundu Primary School Monitoring well,-10.9247532,33.7387282,Borehole or tubewell,
5154,James Mbeya village well ,-11.4928569,33.8336300,Unprotected dug well,
5156,Masumba bota bore hole,-11.5258885,33.3330429,Borehole or tubewell,
5157,Jane Chisi WP,-10.9710744,33.7411308,Piped into yard/plot,
5158,Chatumbwa,-11.0188281,33.8408224,Piped into public tap / standpipe / basin,
