fid,name,lat,lon,type,report_date
1112,Kanthukamo/Nkhunga Water Point,-11.1079762,33.8334685,Borehole or tubewell,
1113,Mwenempiki waterpoint,-9.9242792,33.8510498,Protected dug well,
1116,Mtakwa,-11.0300433,33.5606890,Borehole or tubewell,
1117,Mathew  munthali  water ,-11.0246330,33.8435595,Piped into public tap / standpipe / basin,
1132,Mbocho Malindi Borehole 2,-11.9881434,33.5279549,Borehole or tubewell,
1133,Joseph Gondwe WP,-10.9465181,33.7482942,Piped into yard/plot,
1135,Malongo tap 3,-11.0242176,33.8663568,Piped into yard/plot,
1136,Mwangolela waterpoint,-9.9264488,33.7809309,Borehole or tubewell,
1138,Chilongozi,-10.9583126,33.7447247,Piped into public tap / standpipe / basin,
1139,Mr. Nyirongo,-11.4019533,33.9332283,Borehole or tubewell,
1143,Joel Shaba borehole 1,-11.8732377,33.5520259,Borehole or tubewell,
1146,Chamala water point,-10.7358400,34.1719700,Borehole or tubewell,
1151,Kavyeyo F.P. School,-12.1325322,33.4541174,Borehole or tubewell,
1153,Yonamo Moyo,-12.2009823,33.4464198,Borehole or tubewell,
1155,Kabinga Banda,-12.2212421,33.3694657,Borehole or tubewell,
1156,"Joka F.P, School",-12.2632053,33.4638199,Borehole or tubewell,
1157,Thaza Chirwa,-12.2590496,33.4720419,Borehole or tubewell,
1158,Rabani Chirwa,-12.1372583,33.3780820,Borehole or tubewell,
1159,Phillimon Ngulube,-12.1898557,33.4487268,Borehole or tubewell,
1160,Chibwana Moyo,-12.1849055,33.4340385,Borehole or tubewell,
1163,Nkhunga shallow well 2,-10.9096789,34.1011169,Protected dug well,
1165,Kanyunya,-10.9980846,33.7680367,Piped into public tap / standpipe / basin,
1166,Boston Mkanda tap,-11.0137703,33.8535273,Piped into yard/plot,
1167,Ngwenyama ngwira waterpoint2,-10.9744693,33.7453560,Piped into yard/plot,
1168,Sikwese tap2,-11.0116625,33.8579178,Piped into yard/plot,
1172,Chilumbwa luanga borehole,-11.0977783,33.6900798,Borehole or tubewell,
1174,Mpowola Banda  Borehole ,-12.2348708,33.3600001,Borehole or tubewell,
1176,BAGHAYA VILLAGE TAP 3,-11.0063677,33.9210526,Piped into public tap / standpipe / basin,
1178,Mphompha cdss water tap 3,-10.9973174,34.0757022,Piped into public tap / standpipe / basin,
1179,Mseteka shallowell,-12.0884096,33.3878539,Protected dug well,
1180,Chikwawa primary school water point,-11.0070244,33.7727922,Borehole or tubewell,
1182,Mukwezgalamba wp,-10.9752016,33.7495492,Piped into yard/plot,
1185,Ndhlovi  wp,-10.9818437,33.7417906,Piped into yard/plot,
1186,Levi Borehole ,-11.9774694,33.7270590,Borehole or tubewell,
1189,Nthonyi villageborehole,-11.0279845,33.8069541,Borehole or tubewell,
1199,Kandapatali Gondwe tap ,-10.9719227,33.7456265,Piped into public tap / standpipe / basin,
1200,Simbeye Tap ,-11.0195172,33.8410002,Piped into public tap / standpipe / basin,
1202,Menard Nungu well,-11.4509473,33.9380213,Protected dug well,
1205,Chikangawa Maternity Unit  communal tap water ,-11.8505605,33.7997455,Piped into yard/plot,
1206,Perekamoyo Banda water Point,-12.2861787,33.4392615,Borehole or tubewell,
1208,Chakanda village tap,-10.7946537,34.0521971,Piped into public tap / standpipe / basin,
1210,Chikwa Theu 1 Dug well ,-12.0202451,33.7114791,Protected dug well,
1212,Baula,-11.0235567,33.8516648,Piped into public tap / standpipe / basin,
1215,Ndomomo primary school borehole,-10.0716924,33.9683792,Borehole or tubewell,
1218,Ngozi,-10.8253567,34.0160029,Borehole or tubewell,
1220,Victor munthali tap,-10.9578142,33.6511513,Piped into yard/plot,
1222,Zatuba Zimba Village water point,-12.2493765,33.4776257,Borehole or tubewell,
1227,Chipeta tap 3,-11.0134730,33.8682159,Piped into yard/plot,
1228,Shadreck Makwakwa village borehole ,-11.2606272,33.6648558,Borehole or tubewell,
1229,Mapande Nkhwazi,-10.7616320,34.2034017,Piped into public tap / standpipe / basin,
1232,Dannil ngwira  water point ,-11.0258260,33.8534966,Piped into public tap / standpipe / basin,
1234,Police wp,-10.9836471,33.7391969,Piped into yard/plot,
1235,Steven  gondwe  water point ,-11.0252256,33.8452576,Piped into public tap / standpipe / basin,
1238,Vwezemu borehole ,-10.9076924,33.6530937,Borehole or tubewell,
1239,Bwati,-10.9715056,33.7648361,Piped into public tap / standpipe / basin,
1241,Bakewell Chiona borehole ,-9.9147334,33.8979921,Borehole or tubewell,
1247,ZinyathI soko borehole,-11.4949251,33.4771306,Borehole or tubewell,
1248,Chasisi JP School Borehole,-11.7341133,33.4882610,Borehole or tubewell,
1253,Kaulanda borehole ,-11.4585339,33.7947196,Borehole or tubewell,
1254,Mwankenja 1,-9.9458675,33.7763228,Unprotected spring,
1255,Mwankenja 2,-9.9467548,33.7759235,Unprotected spring,
1256,M. Gondwe tap,-11.0148537,33.8498411,Piped into yard/plot,
1258,Vungu,-9.9533947,33.7751455,Unprotected spring,
1259,George Jere borehole ,-11.2255917,33.8767283,Borehole or tubewell,
1260,Mihla Nkosi Borehole ,-11.4330431,33.7431913,Borehole or tubewell,
1264,Manyamula health center water point ,-11.9596191,33.4573768,Borehole or tubewell,
1267,Kwenerera,-11.3753288,33.9177492,Borehole or tubewell,
1270,,-11.3453646,33.4197383,Borehole or tubewell,
1273,,-12.1382321,33.5610685,Borehole or tubewell,
1274,Mr mkandawire  water point ,-11.0128893,33.8462183,Piped into public tap / standpipe / basin,
1277,Lozwati pvt Secondary school water point,-11.5437810,33.6371560,Borehole or tubewell,
1280,Chidiuka Thomasi Timeyo water point,-11.4432150,33.6232520,Borehole or tubewell,
1282,Edgar Nyirenda protected dug well ,-11.9436712,33.4678965,Protected dug well,
1283,FayI Chiumia Tap ,-11.0210152,33.8402044,Piped into public tap / standpipe / basin,
1284,Mkandawire waterpoint,-12.1999386,33.3585545,Protected dug well,
1285,Nyayambingi Temple communial tap Water ,-12.0106863,33.6574685,Piped into public tap / standpipe / basin,
1286,Sahani Zgambo water point,-11.3977390,33.6750680,Borehole or tubewell,
1288,Mtwalo 2 water point,-11.3880840,33.7267200,Borehole or tubewell,
1289,Safari Masango water point,-11.3420130,33.7069370,Borehole or tubewell,
1290,Zebediya Kaunda water point,-11.5185580,33.6739420,Borehole or tubewell,
1291,,-9.8914492,33.8623658,Borehole or tubewell,
1292,Mathyaka Zgambo,-11.3974560,33.6643520,Borehole or tubewell,
1293,Kajani Mumba water point,-11.3830810,33.8647870,Borehole or tubewell,
1296,Doroba School,-11.3603870,33.9847130,Borehole or tubewell,
1297,Chimaliro Julius Kapangamawe water point,-11.3293320,33.9802540,Borehole or tubewell,
1298,Loveness Gondwe water point,-11.5143400,33.6908960,Borehole or tubewell,
1299,Ndamila Chione water point,-11.2623770,33.9305030,Borehole or tubewell,
1301,Mpenu  clinic water point ,-11.4523000,33.7227030,Borehole or tubewell,
1303,Muyanga Soko water point,-11.2699640,33.7264490,Borehole or tubewell,
1308,Timeyo Mkandawire Borehole ,-11.6096482,33.6600709,Borehole or tubewell,
1309,Chimgonda Phiri Dug well ,-12.0311296,33.7266449,Protected dug well,
1310,Bongololo water point  1,-10.9733647,33.7399213,Piped into public tap / standpipe / basin,
1311,Kayamba tap,-10.8757081,33.9919246,Piped into public tap / standpipe / basin,
1313,Cheghama Kafulufulu Borehole 2,-10.0540539,33.8669784,Borehole or tubewell,
1317,Yamlomo tap 1,-10.9512957,33.7476392,Piped into yard/plot,
1320,Mwachikweza 2 tap,-10.7275436,34.0220591,Piped into public tap / standpipe / basin,
1321,Machecheta 2 wp,-10.9825467,33.7421265,Piped into yard/plot,
1322,Matupi tap 7,-10.8915324,33.7571046,Piped into yard/plot,
1324,Bongololo  water point ,-10.9712621,33.7410856,Piped into public tap / standpipe / basin,
1328,Lunjika Mission health centre tap ,-11.7144973,33.6855295,Piped into public tap / standpipe / basin,
1331,Masanika,-11.0067763,33.7729872,Borehole or tubewell,
1332,,-11.2605909,33.5270083,Borehole or tubewell,
1335,Embangweni Mission Hospital Residential Tap 2,-12.1335256,33.4766904,Piped into public tap / standpipe / basin,
1336,Gladson Kanyoloka,-10.9281465,33.7403998,,
1342,Henry  kumwenda  water point ,-11.0237413,33.8453900,Piped into public tap / standpipe / basin,
1344,Nkhoma Shallowell,-12.1769499,33.3488131,Protected dug well,
1345,Munyongani,-10.9299262,33.9244367,Piped into public tap / standpipe / basin,
1349,Hope chisale water point ,-11.0266678,33.8540273,Piped into public tap / standpipe / basin,
1350,Mufwakujembe dug well 1,-10.9139777,34.0873016,Protected dug well,
1351,Mhangoo wp,-10.9416990,33.6943357,Piped into public tap / standpipe / basin,
1353,Kapiri  water point ,-10.9639001,33.6982770,Piped into public tap / standpipe / basin,
1355,Kachiranthowa borehole ,-10.8463966,34.0282840,Borehole or tubewell,
1356,SAMSON NYIRONGO's TAP,-10.9366232,33.9182756,Piped into yard/plot,
1358,Mughogho tap,-10.9713030,33.6852337,Piped into yard/plot,
1359,Chilongozgi waterpoint,-10.9746472,33.7457708,Piped into public tap / standpipe / basin,
1360,Melele borehole 2,-10.0169915,33.9367437,Borehole or tubewell,
1361,Thoza trading centre borehole ,-12.0959343,33.5356098,Borehole or tubewell,
1363,Kauta village tap,-10.9434901,33.9469159,Piped into public tap / standpipe / basin,
1368,Chatumbwa,-11.0212189,33.8404294,Piped into public tap / standpipe / basin,
1371,Chatumbwa,-11.0208938,33.8435335,Piped into public tap / standpipe / basin,
1373,Mlongoti,-11.0125603,33.8636778,Piped into public tap / standpipe / basin,
1384,Nehemia WP,-10.9750703,33.7762377,Piped into yard/plot,
1386,,-11.2105364,33.5753005,Borehole or tubewell,
1388,Kachinda Kumwenda Village Protected Shallow Well,-11.7312370,33.4157544,Protected dug well,
1390,Luhanga tap,-11.0125569,33.8553822,Piped into yard/plot,
1391,Chilumbalwanja,-11.0667388,33.6794453,Protected dug well,
1393,Chisusu mbale tap ,-11.0187332,33.8467668,Piped into yard/plot,
1395,Muthuzi,-10.9928781,33.7637667,Protected dug well,
1396,Chimoyo,-11.0078375,34.0762832,Borehole or tubewell,
1397,Chikwama borehole ,-11.0651833,33.9983206,Borehole or tubewell,
1399,Mwanja borehole,-9.9733605,33.8465939,Borehole or tubewell,
1403,Sain Hara borehole,-12.0623825,33.4538733,Borehole or tubewell,
1415,Zabron Ngwira protected dug well ,-11.8839456,33.4592319,Protected dug well,
1421,Yaulungu,-10.8674441,33.9914667,Piped into public tap / standpipe / basin,
1425,Thambazali shallow well,-10.9383669,34.0817023,Protected dug well,
1426,Mzumara maize mill water tap,-10.9998374,34.0773216,Piped into public tap / standpipe / basin,
1427,Vwezemu Kapira Tap ,-11.0171772,33.8464289,Piped into public tap / standpipe / basin,
1428,Lunguluka,-10.9608038,34.0822094,Borehole or tubewell,
1430,Banda borehole ,-9.9326770,33.9372079,Borehole or tubewell,
1432,Chiling'Oma,-10.8652863,34.0204992,Borehole or tubewell,
1436,Mung'Anya,-10.9810772,33.7864643,Borehole or tubewell,
1439,Dofu WP,-10.9294055,33.7680732,Piped into yard/plot,
1440,Jalira Chione borehole ,-11.2679855,33.9320066,Borehole or tubewell,
1443,Chikondawanga Lusale community shallow well 2,-11.7473622,33.7348819,Protected dug well,
1444,,-9.9327720,33.9371490,,
1447,Mpuma Lungu borehore ,-11.3546312,33.6275238,Borehole or tubewell,
1450,Mwiza Nyirongo tap,-11.0172829,33.8472560,Piped into public tap / standpipe / basin,
1456,Patson WP,-10.9581870,33.6470230,Piped into yard/plot,
1458,NyachisambI Swallow Well ,-9.8758308,33.9097132,Protected dug well,
1460,Kafula mchenga shallow well ,-10.9032742,34.0991315,Protected dug well,
1461,Selewa,-10.7971407,34.2104278,Piped into public tap / standpipe / basin,
1463,Water Banda tap ,-10.9783476,33.7450602,Piped into yard/plot,
1464,St. Pauls Primary Borehole,-11.8908952,33.6057046,Borehole or tubewell,
1465,,-9.8708718,33.8981442,Borehole or tubewell,
1466,Kawulira tap,-11.0139838,33.8670265,Piped into yard/plot,
1470,Zebediya Zimba 2 Dug well ,-11.8600477,33.7716632,Protected dug well,
1472,,-12.0992520,33.4266678,Borehole or tubewell,
1474,Lala shallow well ,-10.9352370,34.0916062,Protected dug well,
1475,Tembo tap ,-11.0126840,33.8572966,Piped into yard/plot,
1478,Chigezero Chibaka waterpoint 2,-11.1956107,33.8265418,Borehole or tubewell,
1480,,-11.7661103,33.4882277,Borehole or tubewell,
1481,Chinoko ngulube borehole,-11.5159811,33.3370229,Borehole or tubewell,
1484,Mzembe water tap,-10.8041831,34.1139868,Piped into public tap / standpipe / basin,
1489,Mercy Chavula Tap ,-11.0177604,33.8464581,Piped into public tap / standpipe / basin,
1492,Lunjika Mission Teacher House 2,-11.7147156,33.6852191,Piped into yard/plot,
1494,Kajawa village borehole,-11.1718782,33.8833723,Borehole or tubewell,
1497,Phingama,-11.0087837,33.8588819,Piped into public tap / standpipe / basin,
1502,M'jutchwa dug well 1,-10.9137530,34.0925470,Protected dug well,
1503,Cheyeka,-10.9513998,33.7464270,Borehole or tubewell,
1504,Joyce Gondwe tap ,-10.9753299,33.7505108,Piped into yard/plot,
1505,Samson Sibande borehole 1,-11.7293946,33.6576693,Borehole or tubewell,
1508,Lundu primary school tap,-10.9248412,33.7390466,Piped into public tap / standpipe / basin,
1519,Mathwes  nyirenda  water point ,-11.0256632,33.8539235,Piped into public tap / standpipe / basin,
1520,Mwikiyama tap,-11.0056762,33.8532720,Piped into yard/plot,
1521,Ndagha Kyala wp,-10.9766593,33.7438118,Piped into yard/plot,
1522,Munthyenkhu  water point ,-10.9657160,33.6743317,Piped into public tap / standpipe / basin,
1523,Milala School Tap 1,-11.9291962,33.5311159,Piped into public tap / standpipe / basin,
1526,James mnyenyembe community shallow well ,-11.7389210,33.7348401,Protected dug well,
1529,Mwanthunga,-10.7380421,34.2037364,Piped into public tap / standpipe / basin,
1531,James Lupeska Dug well ,-11.8904628,33.7568319,Protected dug well,
1533,Luhono water point,-11.0037300,33.5677900,Borehole or tubewell,
1535,Mbale tap,-11.0134367,33.8687018,Piped into yard/plot,
1536,Machilika Chirwa Village borehole ,-11.5151179,33.7853191,Borehole or tubewell,
1538,Mbulakusamba,-10.7600626,34.0705829,Surface water,
1544,Bondera Nyirenda Dug well ,-11.8041019,33.7600807,Protected dug well,
21276,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
4549,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
32434,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
33548,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
1549,GVH Chatumbwa 6,-11.0211534,33.8417483,Piped into public tap / standpipe / basin,
21276,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
4549,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
32434,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
33548,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
21276,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
4549,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
32434,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
33548,Khunga,-12.2713966,33.4378166,Borehole or tubewell,
1576,Cheyeka tap,-10.9496441,33.7470869,Piped into yard/plot,
1577,,-11.4816223,33.6518874,Borehole or tubewell,
1582,Alfred  Chirwa protected well,-12.0213768,33.3292330,Protected dug well,
1583,Kavalo Nyirental borehole,-11.4552492,33.4685110,Borehole or tubewell,
1584,Yolamu Nthala,-11.7908010,33.4415089,Borehole or tubewell,
1585,Sokopo Chinula Borehole 3,-11.3876012,33.6561495,Borehole or tubewell,
1586,,-12.2624992,33.4800017,Borehole or tubewell,
1589,Kamwelanyata Dug well ,-11.9972122,33.6565417,Protected dug well,
1592,Khumbo Ngwira wp,-10.9764951,33.7485091,Piped into yard/plot,
1593,,-9.9522622,33.9088469,Borehole or tubewell,
1596,Gulule Nyathi community swallow well ,-11.7747508,33.7192750,Protected dug well,
1597,Nkhata tap,-11.0078848,33.8546354,Piped into yard/plot,
1598,Bwati,-10.9717413,33.7591484,Piped into public tap / standpipe / basin,
1606,Glomigo ngwira tap ,-10.9827492,33.7428718,Piped into yard/plot,
1611,Moses Theu community borehole ,-11.7660170,33.6674869,Borehole or tubewell,
1613,Kanyerere primary school,-10.9498656,33.7595833,Piped into yard/plot,
1614,TDC Bumba School Tap ,-11.0238017,33.8490744,Piped into public tap / standpipe / basin,
1619,ZAHANI COMMUNAL TAP ,-10.9694008,33.9203571,Piped into public tap / standpipe / basin,
1621,Kamusisi wp,-10.9729986,33.7434803,Piped into yard/plot,
1622,Chatumbwa,-11.0277070,33.8478843,Piped into public tap / standpipe / basin,
1623,Godfrey Shaba water point,-12.1359596,33.4696982,Protected dug well,
1624,Kasambanyifwa Dug well,-11.9717540,33.6328626,Protected dug well,
1635,Chimwemwe mhango tap ,-10.9763107,33.7499188,Piped into yard/plot,
1636,Dukamunthusi tap 4,-11.0121063,33.8645152,Piped into public tap / standpipe / basin,
1641,Borehole monitoring karonga office,-9.9366910,33.9276533,Other,
1643,Mkhwinya Nyirogo borehole ,-11.2006200,33.8893433,Borehole or tubewell,
1644,Chenyentha,-10.8248188,34.0126702,Protected dug well,
1645,Mwamande Anock Protected dugwell,-9.8564128,33.8722338,Protected dug well,
35384,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
33008,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
12745,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
35837,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
33605,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33026,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
4873,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33743,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33605,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33026,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
4873,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33743,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33605,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33026,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
4873,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
33743,Chalowataya,-12.1997325,33.4900634,Borehole or tubewell,
35384,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
33008,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
12745,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
1666,Matandala dugwell,-9.8598231,33.8976463,Unprotected dug well,
35837,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
35384,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
33008,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
12745,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
35837,Jewe Zgambo,-12.2091037,33.5141829,Borehole or tubewell,
1672,,-10.8344733,34.0118667,,
1676,Chatumbwa,-11.0204055,33.8400604,Piped into public tap / standpipe / basin,
1677,CHIRAMBO TAP,-11.0148332,33.8522573,Piped into public tap / standpipe / basin,
