name,description,type,depth,vulnerability,fid,lat,lon
Janda wp,Private Tap,Piped into yard/plot,0,no risk,22892,-10.9901819,33.7585360
Etridah Luhanga WP,Private Tap,Piped into yard/plot,0,no risk,22893,-10.9895041,33.7608213
Kapyokolo shallow well,Along Mtuzuzu river,Protected dug well,0,no risk,22894,-12.2698153,33.3596545
Majamala village borehole,West of ephangweni FP school about 500metres,Borehole or tubewell,0,no risk,22895,-12.1735470,33.4631471
Chikumukumu wp,Private Tap,Piped into yard/plot,0,no risk,22896,-10.9925114,33.7631010
Nyambose tap,Near mayembe road ,Piped into public tap / standpipe / basin,0,no risk,22898,-11.0131984,33.8618863
Chiputa water point 2,East of chiputa village residence about 2km,Unprotected dug well,0,no risk,22901,-12.1914536,33.4631299
Konex protected dug well,Nearer anthill ,Protected dug well,0,no risk,22903,-11.9327786,33.3450550
Sikelo katundu community shallow well ,Near kasito river ,Protected dug well,0,no risk,22909,-11.7061050,33.6842447
Kabwafu forest office borehole ,Close to bluegum tree ,Borehole or tubewell,0,no risk,22913,-11.3485955,33.5356636
,,Borehole or tubewell,0,no risk,22919,-11.0638050,33.9163593
Mary Zimba Tap ,Near Matunkha hill ,Piped into public tap / standpipe / basin,0,no risk,22920,-11.0187383,33.8395669
WMatchere Tap ,Near Matunkha hill ,Piped into public tap / standpipe / basin,0,no risk,22924,-11.0189381,33.8391436
Yesaya Tembo shallow well,Near Kalungulu fp school,Unprotected dug well,0,no risk,22927,-12.0563379,33.4836397
Chipata tap,Changuluwe stream,Piped into public tap / standpipe / basin,0,no risk,22928,-10.3798169,33.6673763
Moses Ulemu community swallow well ,Near kasito river ,Protected dug well,0,no risk,22930,-11.6890883,33.6855950
Chavula shallow well,Near nsungwi and katope tree,Protected dug well,0,no risk,22933,-12.2044919,33.3651363
Chimboto  Borehole,Near Kamntchenja school,Borehole or tubewell,0,no risk,22934,-12.2575037,33.3470976
Yesaya Tembo shallow well 2,near Kalungulu fp school,Protected dug well,0,no risk,22935,-12.0711974,33.4892579
Mngoniwawo shallow well,Near Kakoma fp school,Protected dug well,0,no risk,22936,-12.1671612,33.4840834
Ausman Andison tap,Near chikalamba to mawerewere road,Piped into yard/plot,0,no risk,22937,-11.0128064,33.8497299
Beard Gondwe Tap ,Near Electric pole ,Piped into public tap / standpipe / basin,0,no risk,22940,-11.0198694,33.8391706
Singogo tap 3,Near chikalamba to chiweko road,Piped into yard/plot,0,no risk,22943,-11.0124970,33.8494278
Water WP,Private tap,Piped into yard/plot,0,no risk,22949,-10.9783286,33.7450025
Moses Kaponda wp,Private tap,Piped into yard/plot,0,no risk,22950,-10.9787784,33.7452269
Mtembenge 1 WP,Private Tap,Piped into yard/plot,0,no risk,22951,-10.9783830,33.7453569
Mkazingambuto wp,Private Tap,Piped into yard/plot,0,no risk,22952,-10.9782190,33.7455597
Mrs Mtembenge WP,Private Tap,Piped into yard/plot,0,no risk,22953,-10.9790762,33.7463165
Mtembenge 2 WP,Private tap,Piped into yard/plot,0,no risk,22954,-10.9794731,33.7459257
Mlinda EG WP,Private tap,Piped into yard/plot,0,no risk,22955,-10.9793692,33.7444937
Mr levison water point,Near st patrick school,Piped into public tap / standpipe / basin,0,no risk,22956,-11.0327953,33.8719448
Western wp,Private Tap,Piped into yard/plot,0,no risk,22957,-10.9791538,33.7433842
Samuel mphepo community  swallow well ,Near kasito river ,Protected dug well,0,no risk,22959,-11.7496119,33.7028739
Ethel Mtaziwa wp,Private Tap,Piped into yard/plot,0,no risk,22960,-10.9784425,33.7446248
Vokolani Communal Tap 2,Near Mango tree ,Piped into public tap / standpipe / basin,0,no risk,22963,-9.9920175,33.9500533
Aoron mapara shadow well 2,Near kachere tree,Unprotected dug well,0,no risk,22964,-11.5264285,33.4998808
Nyamwaza wp,Private Tap,Piped into yard/plot,0,no risk,22966,-10.9780451,33.7445078
Chimboto 2 borehole ,Along Mtuzuzu river Zakeyu,Borehole or tubewell,0,no risk,22967,-12.2465126,33.3442363
Nyambale wp,Private tap,Piped into yard/plot,0,no risk,22968,-10.9779833,33.7440892
Kasabola wp,Private Tap,Piped into yard/plot,0,no risk,22970,-10.9782979,33.7441630
ERICK ONO wp,Private Tap,Piped into yard/plot,0,no risk,22971,-10.9783989,33.7444847
Njawire Joseph wp,Private Tap,Piped into yard/plot,0,no risk,22972,-10.9785349,33.7444294
Mzota 1 WP,Private Tap,Piped into yard/plot,0,no risk,22973,-10.9788243,33.7439583
Matcha 55 wp,Private tap,Piped into yard/plot,0,no risk,22974,-10.9790727,33.7444141
Alick Ngwira wp1,Private Tap,Piped into yard/plot,0,no risk,22975,-10.9782944,33.7410421
,,Borehole or tubewell,0,no risk,22977,-10.0932069,33.9529802
Mutchuka shallow well,A long the road to Kasani jp school ,Protected dug well,0,no risk,22978,-12.1824878,33.7930496
Mr mthavulanga theu tap,Near rumphi river,Piped into public tap / standpipe / basin,0,no risk,22979,-11.0304762,33.8745203
Ngupufike Lodge,Ekwendeni,Protected dug well,0,no risk,22980,-11.3566183,33.8781267
Mulindayifwa 1 communal tap 1,Near cashew nut tree,Piped into public tap / standpipe / basin,0,no risk,22984,-9.9958307,33.9487232
Chiskombe village borehole,Near chiskombe school,Borehole or tubewell,0,no risk,22985,-11.1206658,33.8898959
Bumba School Tap ,Near Kesha trees ,Piped into public tap / standpipe / basin,0,no risk,22989,-11.0241741,33.8491053
Chijana Mkandawire Tap,Near Chololo River,Piped into yard/plot,0,no risk,22990,-11.0075066,33.9699698
Lewise cembezi tap,Near kesha tree ,Piped into yard/plot,0,no risk,22991,-11.0126340,33.8534142
,,Borehole or tubewell,0,no risk,22992,-9.9007361,33.8413302
Chikondawaga borehole,Under  the casiatree ,Protected dug well,0,no risk,22995,-12.2803029,33.7026682
Vokolani communal tap 1,Along masaf road from mwenilondo to the lake,Piped into public tap / standpipe / basin,0,no risk,22997,-10.0010258,33.9388805
Njati Village,Manyamula,Borehole or tubewell,0,no risk,23002,-12.0101033,33.4205200
Livimbo phiri tap,Near enukweni trading centre,Piped into public tap / standpipe / basin,0,no risk,23003,-11.1831234,33.8812180
Lloyd kavuta,,Borehole or tubewell,0,no risk,23005,-11.5256324,33.9620772
Mr myaba tap,Near a mango tree,Piped into public tap / standpipe / basin,0,no risk,23008,-11.1835367,33.8812720
Kestina mkandawire tap ,Near kesha tree ,Piped into yard/plot,0,no risk,23010,-11.0131924,33.8532677
Kawaza School Staff Tap,Communal,Piped into public tap / standpipe / basin,0,no risk,23012,-10.9500109,33.7444719
Sydon mkandawire tap ,Near matubeni tree ,Piped into yard/plot,0,no risk,23014,-10.9490097,33.7402147
Nyachibwayira wp,Private Tap,Piped into yard/plot,0,no risk,23015,-10.9736393,33.7389797
Kawaza Primary School WP,Private,Piped into yard/plot,0,no risk,23016,-10.9493576,33.7443135
Mary Lewis Chizala,Private,Piped into yard/plot,0,no risk,23017,-10.9503330,33.7458494
Cathy  Chizala,Private,Piped into yard/plot,0,no risk,23018,-10.9491825,33.7387016
Mrs Sitima,Private Tap,Piped into yard/plot,0,no risk,23019,-10.9747644,33.7400515
Sekani Ngwira wp,Private Tap,Piped into yard/plot,0,no risk,23020,-10.9740624,33.7382034
Silangwe wp,Private tapy,Piped into yard/plot,0,no risk,23021,-10.9740702,33.7391174
Kondwani Muzikila wp,Private Tap,Piped into yard/plot,0,no risk,23023,-10.9769256,33.7382833
Magwa Matupi wp,Private Tap,Piped into yard/plot,0,no risk,23024,-10.9747513,33.7375384
Malita WP,Private Tap,Piped into yard/plot,0,no risk,23025,-10.9748694,33.7384245
Elia wp,Private Tap,Piped into yard/plot,0,no risk,23026,-10.9769993,33.7393388
Gumbo tap,Near mzuzu road,Piped into public tap / standpipe / basin,0,no risk,23027,-11.1802988,33.8830954
Cheyeka WP,Private,Piped into yard/plot,0,no risk,23028,-10.9506282,33.7470973
Mloyi Maona Borehole ,Near Kahanga river ,Borehole or tubewell,0,no risk,23031,-11.3716084,33.7856500
George Nyirenda shallow well,Along Mbalachanda - Madede road near Kabwalimbwa stream,Unprotected dug well,0,no risk,23032,-11.4236320,33.3586638
Chimbirima WP,Close to Chimbirima house,Piped into yard/plot,0,no risk,23034,-10.9514199,33.7469350
Wasoka Gondwe WP,Close to Wasoka house,Piped into yard/plot,0,no risk,23035,-10.9513267,33.7471657
GVH Cheyeka,Private,Piped into yard/plot,0,no risk,23036,-10.9507941,33.7472235
Mary Mkandawire Tap ,Near gwavas trees ,Piped into public tap / standpipe / basin,0,no risk,23037,-11.0246996,33.8478341
Ngoti Ngwira borehole ,Near ngoti Ngwira village ,Borehole or tubewell,0,no risk,23042,-11.3437156,33.9453995
,,Borehole or tubewell,0,no risk,23049,-11.3351777,33.9228123
John Munthali Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23051,-11.0258062,33.8473826
ChalI win  Nthala protected well,Near guava trees ,Protected dug well,0,no risk,23053,-11.9984954,33.3144039
Vingula warer point,Near mhuju Trading centre,Piped into public tap / standpipe / basin,0,no risk,23059,-10.8651649,33.9970556
Kalulu shallow well,Near mango  trees ,Protected dug well,0,no risk,23062,-12.1610517,33.3655425
Kavilundo 1borehole,Near rukulu river,Protected dug well,0.4029541015625,high risk,23063,-12.1657989,33.3582095
Brenda Mkwala Tap ,Near Electric pole ,Piped into public tap / standpipe / basin,0,no risk,23065,-11.0259047,33.8475751
Mahlahlubani Qoto  borehole ,North of  St.Patrick RCC 10m,Borehole or tubewell,0,no risk,23066,-12.2174526,33.3853740
Jimapo borehole ,Near katope tree,Protected dug well,0,no risk,23067,-12.1720989,33.3560387
Mr Banda Tap ,Near Bluegum Tree ,Piped into public tap / standpipe / basin,0,no risk,23068,-11.0261461,33.8473277
Mwangolera community Tap 3,Near MASAF Road ,Piped into public tap / standpipe / basin,0,no risk,23070,-9.9976681,33.9367285
Sangwani Chimbirima,Closer to VH Mukuwayira,,0,no risk,23072,-10.9515406,33.7459766
Ruth Silumbu Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23074,-11.0262052,33.8473911
Black Gondwe Tap ,Near Electric pole ,Piped into public tap / standpipe / basin,0,no risk,23079,-11.0263306,33.8475430
Changafwa,,Borehole or tubewell,0,no risk,23080,-10.7702014,34.1206926
Melele Borehole 1,Near Escom Power Line ,Borehole or tubewell,0,no risk,23081,-10.0150457,33.9347083
,,Borehole or tubewell,0,no risk,23083,-9.8729420,33.8984325
Kaipondole wp,Private tap,Piped into yard/plot,0,no risk,23084,-10.9791778,33.7446422
Wester 55 WP,Private Tap,Piped into yard/plot,0,no risk,23085,-10.9798737,33.7442005
Bright Sichinga wp,Private Tap,Piped into yard/plot,0,no risk,23086,-10.9797937,33.7437082
Ramsey Chimbirima,,,0,no risk,23087,-10.9517999,33.7467393
Chipembo WP,Private Tap,Piped into yard/plot,0,no risk,23090,-10.9805157,33.7435981
Chkalamba Tap ,Near St Dennis School ,Piped into public tap / standpipe / basin,0,no risk,23091,-11.0147132,33.8538008
AFKAY WP,Private tap,Piped into yard/plot,0,no risk,23092,-10.9802477,33.7455218
Flowrence Msiska wp,Private tap,Piped into yard/plot,0,no risk,23093,-10.9800621,33.7455687
D.O WP,Private tap,Piped into yard/plot,0,no risk,23094,-10.9805651,33.7454798
E  Hunga wp,Private Tap,Piped into yard/plot,0,no risk,23096,-10.9808354,33.7454181
Uchi wp,Private Tap,Piped into yard/plot,0,no risk,23097,-10.9810092,33.7453774
Holly Cross wp,Private Tap,Piped into yard/plot,0,no risk,23098,-10.9772280,33.7396652
MC Mkandawire wp,Private tap,Piped into yard/plot,0,no risk,23099,-10.9812815,33.7453226
Ngwendema tap 1,Near St John CCAP Church ,Piped into public tap / standpipe / basin,0,no risk,23100,-11.0172241,33.8628449
Jonathan Nyirenda,Private Tap,Piped into yard/plot,0,no risk,23101,-10.9772073,33.7394661
Nyamwelamukulu wp,Private Tap,Piped into yard/plot,0,no risk,23103,-10.9768358,33.7395853
Mapiri WP,Private Tap,Piped into yard/plot,0,no risk,23104,-10.9814964,33.7452790
Madam Chipofya wp,Private Tap,Piped into yard/plot,0,no risk,23105,-10.9766110,33.7399767
Bolero girls hostel wp,Private Tap,Piped into yard/plot,0,no risk,23106,-10.9757826,33.7405075
Mwachiwopola tap,Near mlangali school,Piped into public tap / standpipe / basin,0,no risk,23107,-10.9248431,33.9618601
 K M Nyirenda wp,Private Tap,Piped into yard/plot,0,no risk,23108,-10.9771620,33.7410406
Baula wp,Private tap,Piped into yard/plot,0,no risk,23109,-10.9776586,33.7388935
Ment wp,Private tap,Piped into yard/plot,0,no risk,23112,-10.9816264,33.7451510
Chigezero Chibaka waterpoint ,Near bluegum trees ,Borehole or tubewell,0,no risk,23114,-11.1995857,33.8275896
Boy Mughogho Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23116,-11.0264486,33.8477613
Chanyalubwe river,Near Mkundwa Hills,Surface water,0,no risk,23118,-11.0296852,33.9745529
,,Borehole or tubewell,0,no risk,23120,-9.9723789,33.8973443
Mercy Msowoya wp,Private Tap,Piped into yard/plot,0,no risk,23121,-10.9806886,33.7469232
Aunt Ru wp,Private tap,Piped into yard/plot,0,no risk,23122,-10.9808578,33.7485204
James Mfune Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23123,-11.0267167,33.8476330
Mwashokela waterpoint 2,Near nsangu tree,Borehole or tubewell,0,no risk,23124,-9.9339503,33.8393356
Lehema Kalua WP,Private Tap,Piped into yard/plot,0,no risk,23125,-10.9821925,33.7479703
Jeston Nguluwe Tap ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,23126,-11.0267521,33.8475341
,,Borehole or tubewell,0,no risk,23127,-10.0031100,33.9298624
,,Borehole or tubewell,0.3154296875,intermediate risk,23129,-9.9267877,33.8847509
Saulos makhala borehole ,Along malende road ,Borehole or tubewell,0,no risk,23131,-11.4388867,33.7684701
Magonya borehole ,Near Mahowe hills ,Borehole or tubewell,0,no risk,23132,-10.1790783,33.6834518
Nkhulwekulwe shallow well,Along kaskamsenga stream ,Protected dug well,0,no risk,23133,-10.1676538,33.6978683
Zeru zadada 1 WP,Private Tap,Piped into yard/plot,0,no risk,23137,-10.9810402,33.7424007
,,Borehole or tubewell,0,no risk,23139,-12.1783811,33.3254050
 Tadeyo borehole,Near mbawa primary,Borehole or tubewell,0,no risk,23143,-12.1254359,33.4256581
Symon gondwe,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,23149,-11.0264201,33.8528034
Thomas Chirwa community borehole ,Near kasito river ,Borehole or tubewell,0,no risk,23152,-11.7174530,33.6801087
Suzana Betera Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23156,-11.0256121,33.8477082
Lalika public tap,Near bluegham trees,Piped into public tap / standpipe / basin,0,no risk,23158,-9.8975088,33.9172454
Mwasota borehole 2,Along lwasho river,Borehole or tubewell,0,no risk,23162,-10.0245299,33.9125716
Benjamin Kalua Tap ,Near Electric pole ,Piped into public tap / standpipe / basin,0,no risk,23163,-11.0253194,33.8477511
Kazingilira scheme tap6,Near  shallowwell ,Piped into yard/plot,0,no risk,23164,-12.2683706,33.6504259
Ruth Chaula 2 WP,Private Tap,Piped into yard/plot,0,no risk,23165,-10.9826686,33.7426393
Munyenjere shallow well ,Along Nàvimphalakata river ,Protected dug well,0,no risk,23168,-10.1625205,33.7034891
Mkambalala dug well ,Close to big stones ,Unprotected dug well,0,no risk,23169,-10.1834943,33.7116195
Joy Chirwa,Closer to the joy Chirwa house,,0,no risk,23178,-10.9524556,33.7471596
Mufafazi Nsini borehole ,Near chapukwa stream ,Borehole or tubewell,0,no risk,23189,-11.4327701,33.7743651
Joseph Gondwe Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23197,-11.0163612,33.8430163
Mikambalala borehole,Along masaf road from khaba to ma1 road,Borehole or tubewell,0,no risk,23199,-10.0286321,33.9473422
Martha Mhango Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23200,-11.0159407,33.8431942
Chawanangwa borehole,Along chisalankhanga stream,Borehole or tubewell,0,no risk,23202,-10.0271584,33.9416831
Mwambyale unprotected dug well,Near thorn trees,Unprotected dug well,0,no risk,23203,-9.9298276,33.9288712
Mwenengana Borehole ,Near Eucalyptus Tree,Borehole or tubewell,0,no risk,23205,-10.0230264,33.9483790
Makaba Chavula Tap ,Near Peak Secondary school ,Piped into public tap / standpipe / basin,0,no risk,23207,-11.0154546,33.8428671
Mkamanga Gondwe Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23211,-11.0161798,33.8421901
Mwafilaso 1 kiosk,Near thorn trees,Piped into public tap / standpipe / basin,1.15774536132812,high risk,23213,-9.9295701,33.9290201
Mwiza Bamantha Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,23216,-11.0167504,33.8430582
Kazingilira scheme tap16,Alongside roadkazuwa toM1,Piped into yard/plot,0,no risk,23218,-12.2672344,33.6501131
Chigadula Saka Dug well ,Near Msuku tree ,Protected dug well,0,no risk,23223,-11.9588052,33.7535726
Zunga health post indoor tap,Sink inside ,Piped into dwelling,0,no risk,23225,-10.8463191,34.2124755
Mkondambiri Dug well ,Near Chikuyu tree ,Protected dug well,0,no risk,23226,-11.9562345,33.7563975
Elunyeni cdss borehore ,Close to chisavu tree,Borehole or tubewell,0,no risk,23228,-11.2265698,33.7076025
Mpinganjira Village,EMbangweni,Borehole or tubewell,0,no risk,23230,-12.0583267,33.5110150
Kamchacha Matanje Borehole ,Near Katikwi river ,Borehole or tubewell,0,no risk,23231,-11.3822741,33.6663786
Mathambo tchaungwe borehole ,Near kasitu river ,Borehole or tubewell,0,no risk,23232,-11.4308326,33.7612177
Nobert wp,Private Tap,Piped into yard/plot,0,no risk,23233,-10.9825041,33.7458039
Sankhani WP,Private Tap,Piped into yard/plot,0,no risk,23234,-10.9826889,33.7457408
Owen Mhango wp,Private Tap,Piped into yard/plot,0,no risk,23235,-10.9833967,33.7454442
Paramount Private Secondary School tap,Opposite big Blue gam tree ,Piped into public tap / standpipe / basin,0,no risk,23236,-9.9567069,33.9006482
Msuku tap,Near bluegum tree,Piped into public tap / standpipe / basin,0,no risk,23238,-11.0140072,33.8479707
R K Mwafulirwa wp,Private Tap,Piped into yard/plot,0,no risk,23240,-10.9780439,33.7422882
Kaponda day care wp,Private tap,Piped into yard/plot,0,no risk,23241,-10.9777683,33.7415190
Chilokholo Unprotected well ,Near Katope tree ,Unprotected dug well,0,no risk,23242,-11.9434725,33.7581400
Mavuto Nkhwazi wp,Private tap,Piped into yard/plot,0,no risk,23243,-10.9782265,33.7413087
Mgala wp,Private Tap,Piped into yard/plot,0,no risk,23244,-10.9780637,33.7413700
Women Forum wp,Private tap,Piped into yard/plot,0,no risk,23245,-10.9779686,33.7425495
Mrs Nyimbiri wp,Private tap,Piped into yard/plot,0,no risk,23246,-10.9783060,33.7418011
Vitumbiko Kawalewale,Near bolero m24 road to hewe,Piped into yard/plot,0,no risk,23247,-10.9782565,33.7403007
Consip wp,Private Tap,Piped into yard/plot,0,no risk,23248,-10.9773160,33.7415752
Plaza wp,Private Tap,Piped into yard/plot,0,no risk,23249,-10.9779113,33.7425939
A Mwale wp,Private tap,Piped into yard/plot,0,no risk,23250,-10.9780936,33.7411975
Chiba 1 wp,Private tap,Piped into yard/plot,0,no risk,23252,-10.9773947,33.7404487
Chiba  4 wp,Private Tap,Piped into yard/plot,0,no risk,23253,-10.9775026,33.7408619
Lazaro Here borehole 1,Near Tropha big dam,Borehole or tubewell,0,no risk,23254,-11.3083133,33.8775500
Chipiku wp,Private Tap,Piped into yard/plot,0,no risk,23255,-10.9768567,33.7432017
Kalagho wp,Private Tap,Piped into yard/plot,0,no risk,23256,-10.9773001,33.7433727
Jenga Dev Centre wp,Private Tap,Piped into yard/plot,0,no risk,23257,-10.9771657,33.7435054
Chiba 3 wp,Private tap,Piped into yard/plot,0,no risk,23258,-10.9774743,33.7405572
Tiwongee 2 wp,Private tap,Piped into yard/plot,0,no risk,23259,-10.9782956,33.7415594
Kayuni 2 Borehole 1,Near Myamba Tree ,Borehole or tubewell,0,no risk,23260,-10.0941514,33.9529714
Belere FP School borehole,Near Belere school,Borehole or tubewell,0,no risk,23263,-12.1265223,33.3304251
Changala Primary school borehole ,Near thorn tree,Borehole or tubewell,0,no risk,23264,-9.9217045,33.9325338
Lameck muwa water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,23265,-11.0093829,33.8485433
Chijana Kaunda waterpoint ,Near malayina trees ,Borehole or tubewell,0,no risk,23268,-11.0852435,33.7878493
Chimkusa Mumba shallow well 1,Near Loudon Ttc,Protected dug well,0,no risk,23277,-12.1380579,33.4938811
Albert Banda unprotected dug well ,Near orange tree ,Unprotected dug well,0,no risk,23278,-11.8692510,33.4434307
Amon Mvula protected dug well ,Near chamwavi stream,Protected dug well,0,no risk,23282,-11.8680692,33.4400215
Faiton magawa unprotected dug well ,Near guava tree,Unprotected dug well,0,no risk,23283,-11.8743251,33.4418066
Chanjobvu primary schoolborehole,At Chanjobvu school,Borehole or tubewell,0,no risk,23284,-12.0806324,33.3817300
Kennedy Magawa unprotected dug well ,Near mango tree ,Unprotected dug well,0,no risk,23285,-11.8720294,33.4408767
Mkhwapu Phiri water point ,Near mango tree,Borehole or tubewell,0,no risk,23287,-12.2722074,33.6333322
Thomson Banda dug well ,Near Masaf Road ,Unprotected dug well,0,no risk,23289,-9.9480133,33.9275577
,,Borehole or tubewell,0,no risk,23290,-11.9332690,33.3590897
,,Borehole or tubewell,0,no risk,23291,-12.0786357,33.3816934
Simeon Butao WP,Private Tap,Piped into yard/plot,0,no risk,23298,-10.9823405,33.7402974
Euthini secondary school borehole 2,Under mmbawa 3 m from the road to euthini trading centre,Borehole or tubewell,0,no risk,23299,-11.4453785,33.4185802
,,Borehole or tubewell,0,no risk,23300,-11.4243169,33.4488399
Mvwalamani  nkhoma pump,Along jombo stream,Borehole or tubewell,0,no risk,23301,-11.4612412,33.4200752
Kankhukwe F.P.school borehole,Near the road to mbalachanda,Borehole or tubewell,0,no risk,23302,-11.4136136,33.3961665
Elisa chawinga tap,Near a blue gum tree,Piped into public tap / standpipe / basin,0,no risk,23307,-11.0301669,33.8671357
Mkwapatila tap4,Near bwengu road ,Piped into yard/plot,0,no risk,23310,-11.0200968,33.8634128
Gwamba Botha borehole ,Along the road to Vongo ,Borehole or tubewell,0,no risk,23311,-11.0384278,33.7696075
Watson Sumphi borehole ,Near main road from Ekwendeni to Rumhi,Borehole or tubewell,0,no risk,23315,-11.3148205,33.8818475
,,Borehole or tubewell,0,no risk,23316,-10.0813736,33.9195458
Singini tap,Near chimuwozga tree,Piped into yard/plot,0,no risk,23320,-11.0171609,34.0045096
Ellen G 1wp,Private Tap,Piped into yard/plot,0,no risk,23321,-10.9790266,33.7405093
D Chirambo wp,Private Tap,Piped into yard/plot,0,no risk,23322,-10.9792138,33.7403027
Uchindami Ngwira wp,Private Tap,Piped into yard/plot,0,no risk,23323,-10.9783275,33.7404412
Hawile Mbosi wp,Private Tap,Piped into yard/plot,0,no risk,23324,-10.9799201,33.7413974
Ng'ambi Alex wp,Private Tap,Piped into yard/plot,0,no risk,23325,-10.9788038,33.7403058
R  C wp,Private Tap,Piped into yard/plot,0,no risk,23326,-10.9788349,33.7394782
Gondwe Malongo wp,Private Tap,Piped into yard/plot,0,no risk,23327,-10.9790075,33.7386268
Apolo wp,Private tap,Piped into yard/plot,0,no risk,23331,-10.9801830,33.7370888
CCAP Kitchen wp,Bolero CCAP,Piped into yard/plot,0,no risk,23332,-10.9797852,33.7390785
Mase wp,Private Tap,Piped into yard/plot,0,no risk,23333,-10.9799828,33.7390084
Vincent Lyaa wp,Private Tap,Piped into yard/plot,0,no risk,23334,-10.9798103,33.7401184
Biniladen Kumwenda well ,Near Kasuku stream ,Protected dug well,0,no risk,23339,-11.4106535,33.9220238
Assemblies wp,Private Tap,Piped into yard/plot,0,no risk,23342,-10.9814238,33.7393548
Rukulu estaté borehole ,Near kesha trees ,Borehole or tubewell,0,no risk,23343,-11.0578461,33.7660149
Chiwaya Mkandawire borehole ,Near Mango trees ,Borehole or tubewell,0,no risk,23344,-11.8531933,33.3698508
Sharon shawa WP,Private Tap,Piped into yard/plot,0,no risk,23345,-10.9835268,33.7454062
Chimeza wp,Private Tap,Piped into yard/plot,0,no risk,23346,-10.9836505,33.7453638
Mhuju primary school tap ,At mhuju primary school ,Piped into public tap / standpipe / basin,0,no risk,23350,-10.8660934,33.9934672
Mr. Tembo Banda borehole ,Near Luziwa stream ,Borehole or tubewell,0,no risk,23351,-11.5773142,33.7327301
Mwakenja shallo well 3,Near kadabura stream,Protected dug well,0,no risk,23352,-10.4275299,33.6657696
,,Borehole or tubewell,0,no risk,23353,-11.8600136,33.4941690
Nkhanda wp,Private Tap,Piped into yard/plot,0,no risk,23354,-10.9755654,33.7467608
Evanje wp,Private tap,Piped into yard/plot,0,no risk,23355,-10.9757837,33.7472238
Chancy Nyirongo wp,Private tap,Piped into yard/plot,0,no risk,23356,-10.9757477,33.7474167
Andrew Mwanyongo borehole ,Opposite big mango trees ,Borehole or tubewell,0,no risk,23357,-9.9495694,33.9407729
Baton Ngwira WP,Private Tap,Piped into yard/plot,0,no risk,23358,-10.9763115,33.7473336
Baula school borehole ,Near baula river ,Borehole or tubewell,0,no risk,23359,-11.4257740,33.7801542
Ntchindi Ngwira wp,Private Tap,Piped into yard/plot,0,no risk,23360,-10.9760258,33.7483025
Noel Chipeta WP,Private Tap,Piped into yard/plot,0,no risk,23362,-10.9757119,33.7487921
Mama Chivundiko WP,Private Tap,Piped into yard/plot,0,no risk,23363,-10.9760572,33.7484770
Mama Eliet wp,Private Tap,Piped into yard/plot,0,no risk,23364,-10.9761350,33.7487020
Kauluka wp,Private Tap,Piped into yard/plot,0,no risk,23368,-10.9752078,33.7485369
Bright Chijula WP,Private tap,Piped into yard/plot,0,no risk,23372,-10.9746412,33.7468728
Hilda Chijula WP,Private Tap,Piped into yard/plot,0,no risk,23373,-10.9745769,33.7472297
Nyama 1 WP,Private Tap,Piped into yard/plot,0,no risk,23375,-10.9747855,33.7475916
Nyama 2 wp,Private Tap,Piped into yard/plot,0,no risk,23376,-10.9747044,33.7478374
Gogo Sawira wp,Private tap,Piped into yard/plot,0,no risk,23377,-10.9743716,33.7481324
Lonely chinkhuntha shadow well 1,Near cassia tree,Protected dug well,0,no risk,23378,-11.5495782,33.4089746
Daliwing wp,Private Tap,Piped into yard/plot,0,no risk,23379,-10.9743945,33.7490943
Chimukhuzi wp,Private Tap,Piped into yard/plot,0,no risk,23380,-10.9738052,33.7497463
Kandomu Banda community borehole ,Near kajowola hill ,Borehole or tubewell,0,no risk,23381,-11.6838229,33.7341985
Khumbo Kumwenda 2 wp,Private tap,Piped into yard/plot,0,no risk,23382,-10.9833376,33.7398542
Chingawawa Nkhonjera surface water,Along Rukulu river ,Surface water,1.231689453125,high risk,23387,-11.0780194,33.7387050
,,Borehole or tubewell,0,no risk,23393,-11.8224675,33.6584290
Mulokota Thupa borehole 3,Near Katambawanthu hills ,Borehole or tubewell,0,no risk,23394,-11.3532241,33.9456986
Mlyanyungu Gondwe borehole,Near vwaza game reserve,Borehole or tubewell,0,no risk,23395,-11.1912573,33.4535720
Wato  kumwenda borehole,Along chavindikila stream,Borehole or tubewell,0,no risk,23396,-11.1977702,33.4185680
Katchotcha Ngoma shallow well ,near Kalungulu fp school,Protected dug well,0,no risk,23398,-12.0708669,33.4829192
,,Borehole or tubewell,0,no risk,23399,-11.9187856,33.4507285
