CODE,name,COMMON NAME,OWNERSHIP,type,STATUS,lat,lon,depth,vulnerability,fid
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,4.179,42.051,0,no risk,614
"CODE0RangeIndex(start=1, stop=785, step=1)",ከነማ መድሃኒት ቤት,ከነማ መድሃኒት ቤት,,,,8.899,38.769,0,no risk,615
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.015,38.757,0,no risk,616
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.044,38.849,0,no risk,617
"CODE0RangeIndex(start=1, stop=785, step=1)",Kil lHP,Kil lHP,,,,13.181,38.282,0,no risk,618
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.088,38.192,0,no risk,619
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.019,38.105,0,no risk,620
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.517,38.52,0,no risk,621
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.456,38.388,0,no risk,622
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.372,38.848,0,no risk,623
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.419,38.761,0,no risk,624
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.435,38.806,0,no risk,625
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.445,38.84,0,no risk,626
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.286,34.252,0,no risk,627
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.292,34.264,0,no risk,628
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.295,34.256,0,no risk,629
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.303,34.239,0,no risk,630
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.299,34.255,0,no risk,631
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.296,34.254,0,no risk,632
"CODE0RangeIndex(start=1, stop=785, step=1)",B15,B15,,laboratory,,6.828,37.752,0,no risk,633
"CODE0RangeIndex(start=1, stop=785, step=1)",Health center,Health center,,,,6.829,37.751,0,no risk,634
"CODE0RangeIndex(start=1, stop=785, step=1)",Stud,Stud,,,,6.829,37.751,0,no risk,635
"CODE0RangeIndex(start=1, stop=785, step=1)",Campus Building,Campus Building,,laboratory,,6.829,37.752,0,no risk,636
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.498,39.46,0,no risk,637
"CODE0RangeIndex(start=1, stop=785, step=1)",new buildings,new buildings,,,,11.553,37.361,0,no risk,638
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.391,38.589,0,no risk,639
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.772,38.465,0,no risk,640
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.92,38.409,0,no risk,641
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.41,38.553,0,no risk,642
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.481,38.837,0,no risk,643
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.359,38.635,0,no risk,644
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.423,38.713,0,no risk,645
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.526,38.472,0,no risk,646
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.369,38.666,0,no risk,647
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.36,38.761,0,no risk,648
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.452,38.06,0,no risk,649
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.484,38.923,0,no risk,650
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.471,38.808,0,no risk,651
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.387,38.864,0,no risk,652
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.341,37.881,0,no risk,653
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.455,38.747,0,no risk,654
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.629,36.61,0,no risk,655
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.278,39.461,0,no risk,656
"CODE0RangeIndex(start=1, stop=785, step=1)",Sabanbon Clinic,Sabanbon Clinic,,clinic,,9.08,41.69,0,no risk,657
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,8.983,38.795,0,no risk,658
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.073,38.479,0,no risk,659
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.117,38.083,0,no risk,660
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.767,38.8,0,no risk,661
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.625,38.71,0,no risk,662
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.067,38.056,0,no risk,663
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.928,38.941,0,no risk,664
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.263,38.158,0,no risk,665
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.191,38.083,0,no risk,666
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.404,38.972,0,no risk,667
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.783,38.794,0,no risk,668
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.468,39.072,0,no risk,669
"CODE0RangeIndex(start=1, stop=785, step=1)",Kercheche Health Center,Kercheche Health Center,,hospital,,6.953,37.989,0,no risk,670
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.409,37.683,0,no risk,671
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.446,37.729,0,no risk,672
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.298,37.89,0,no risk,673
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.391,37.934,0,no risk,674
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.566,38.282,0,no risk,675
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.412,39.014,0,no risk,676
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.77,38.469,0,no risk,677
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.773,38.461,0,no risk,678
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.733,38.307,0,no risk,679
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.119,38.201,0,no risk,680
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.088,38.192,0,no risk,681
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.443,37.778,0,no risk,682
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.246,38.268,0,no risk,683
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.052,38.172,0,no risk,684
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.12,38.437,0,no risk,685
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.348,38.005,0,no risk,686
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.099,38.142,0,no risk,687
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.341,37.881,0,no risk,688
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.06,38.139,0,no risk,689
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.361,38.06,0,no risk,690
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.446,37.863,0,no risk,691
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.464,37.861,0,no risk,692
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.402,38.072,0,no risk,693
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.594,38.335,0,no risk,694
"CODE0RangeIndex(start=1, stop=785, step=1)",Hamusit HC,Hamusit HC,,,,12.529,38.174,0,no risk,695
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.669,38.278,0,no risk,696
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.545,38.229,0,no risk,697
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.244,38.267,0,no risk,698
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.895,38.155,0,no risk,699
"CODE0RangeIndex(start=1, stop=785, step=1)",Shamishe HP,Shamishe HP,,,,12.511,38.134,0,no risk,700
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.693,38.341,0,no risk,701
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.803,38.297,0,no risk,702
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.884,38.384,0,no risk,703
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.926,38.519,0,no risk,704
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.703,38.351,0,no risk,705
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.749,38.416,0,no risk,706
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.678,38.493,0,no risk,707
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.662,38.338,0,no risk,708
"CODE0RangeIndex(start=1, stop=785, step=1)",Nefas Mewucha HC,Nefas Mewucha HC,,,,11.736,38.466,0,no risk,709
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.743,38.288,0,no risk,710
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.754,38.478,0,no risk,711
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.713,38.456,0,no risk,712
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.921,38.507,0,no risk,713
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.785,38.28,0,no risk,714
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.651,38.273,0,no risk,715
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.898,38.399,0,no risk,716
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.761,38.417,0,no risk,717
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.017,38.525,0,no risk,718
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.635,38.258,0,no risk,719
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.039,38.238,0,no risk,720
"CODE0RangeIndex(start=1, stop=785, step=1)",Gasha Jagerie HP,Gasha Jagerie HP,,,,13.024,38.168,0,no risk,721
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.064,38.227,0,no risk,722
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.994,38.655,0,no risk,723
"CODE0RangeIndex(start=1, stop=785, step=1)",Wolayta Sodo University Teaching Referal Hospital,Wolayta Sodo University Teaching Referal Hospital,,hospital,,6.858,37.778,0,no risk,724
"CODE0RangeIndex(start=1, stop=785, step=1)",Gura Megenasse Saint Francis Catholic Health Center,Gura Megenasse Saint Francis Catholic Health Center,,,,8.134,37.87,0,no risk,725
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.403,37.979,0,no risk,726
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.463,38.006,0,no risk,727
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.472,37.776,0,no risk,728
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.455,38.099,0,no risk,729
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.53,38.167,0,no risk,730
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.482,37.893,0,no risk,731
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.394,38.027,0,no risk,732
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.738,37.905,0,no risk,733
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.744,37.989,0,no risk,734
"CODE0RangeIndex(start=1, stop=785, step=1)",ኢህሳን መስጂድ,ኢህሳን መስጂድ,,alternative,,8.992,38.835,0,no risk,735
"CODE0RangeIndex(start=1, stop=785, step=1)",Wolkite University Specialized Hospital,Wolkite University Specialized Hospital,,hospital,,8.213,37.794,0,no risk,736
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,11.789,38.536,0,no risk,737
"CODE0RangeIndex(start=1, stop=785, step=1)",General Jagama Kello Memorial Health Station,General Jagama Kello Memorial Health Station,,hospital,,8.988,38.723,0,no risk,738
"CODE0RangeIndex(start=1, stop=785, step=1)",Firomsis General Hospital,Firomsis General Hospital,,hospital,,7.666,36.84,0,no risk,739
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema Pharmacy,Kenema Pharmacy,,,,9.014,38.757,0,no risk,740
"CODE0RangeIndex(start=1, stop=785, step=1)",Marie Stops Clinic,Marie Stops Clinic,,,,8.996,38.758,0,no risk,741
"CODE0RangeIndex(start=1, stop=785, step=1)",Akaki Health Center,Akaki Health Center,,,,8.871,38.789,0,no risk,742
"CODE0RangeIndex(start=1, stop=785, step=1)",Old Airport Pharmacy,Old Airport Pharmacy,,,,8.996,38.73,0,no risk,743
"CODE0RangeIndex(start=1, stop=785, step=1)",Ago Haro Medical Center,Ago Haro Medical Center,,centre,,9.527,35.251,0,no risk,744
"CODE0RangeIndex(start=1, stop=785, step=1)",Igu Gute Medical Center,Igu Gute Medical Center,,centre,,9.555,35.177,0,no risk,745
"CODE0RangeIndex(start=1, stop=785, step=1)",Aleltu Medical Center,Aleltu Medical Center,,centre,,9.557,35.261,0,no risk,746
"CODE0RangeIndex(start=1, stop=785, step=1)",Haro Mariam Medical Center,Haro Mariam Medical Center,,centre,,9.545,35.229,0,no risk,747
"CODE0RangeIndex(start=1, stop=785, step=1)",Lancet,Lancet,,,,9.017,38.802,0,no risk,748
"CODE0RangeIndex(start=1, stop=785, step=1)",arsho laboratories,arsho laboratories,,hospital,,9.016,38.784,0,no risk,749
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr. Emebet Higher Dental clinic,Dr. Emebet Higher Dental clinic,,dentist,,9.015,38.784,0,no risk,750
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr. Tolu Duresa,Dr. Tolu Duresa,,dentist,,9.015,38.785,0,no risk,751
"CODE0RangeIndex(start=1, stop=785, step=1)",Mechare Medium Clinic,Mechare Medium Clinic,,clinic,,9.004,38.805,0,no risk,752
"CODE0RangeIndex(start=1, stop=785, step=1)",ERCS Bishoftu Pharmarcy.Magaalaa b-Bishooftuu,ERCS Bishoftu Pharmarcy.Magaalaa b-Bishooftuu,,,,8.749,38.984,0,no risk,753
"CODE0RangeIndex(start=1, stop=785, step=1)",Beza General Clinic,Beza General Clinic,,,,8.152,38.824,0,no risk,754
"CODE0RangeIndex(start=1, stop=785, step=1)",Zodiac Higher Clinic,Zodiac Higher Clinic,,,,8.941,38.669,0,no risk,755
"CODE0RangeIndex(start=1, stop=785, step=1)",Abdi Adugna Medium Clinic with Laboratory,Abdi Adugna Medium Clinic with Laboratory,,,,9.028,38.142,0,no risk,756
"CODE0RangeIndex(start=1, stop=785, step=1)",Awade Clinic,Awade Clinic,,,,7.361,38.671,0,no risk,757
"CODE0RangeIndex(start=1, stop=785, step=1)",Rohobot Higher Clinic,Rohobot Higher Clinic,,,,7.349,38.67,0,no risk,758
"CODE0RangeIndex(start=1, stop=785, step=1)",Deme Drug Store,Deme Drug Store,,,,7.357,38.671,0,no risk,759
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr. Beny Medical Center,Dr. Beny Medical Center,,,,7.354,38.67,0,no risk,760
"CODE0RangeIndex(start=1, stop=785, step=1)",Dagem Yilma Higher Clinic,Dagem Yilma Higher Clinic,,,,9.001,38.759,0,no risk,761
"CODE0RangeIndex(start=1, stop=785, step=1)",Arsho Medical Laboratory,Arsho Medical Laboratory,,,,8.996,38.766,0,no risk,762
"CODE0RangeIndex(start=1, stop=785, step=1)",BGM Mothers and Children Clinic,BGM Mothers and Children Clinic,,doctor,,9.001,38.767,0,no risk,763
"CODE0RangeIndex(start=1, stop=785, step=1)",Zemzem Pharmacy,Zemzem Pharmacy,,pharmacy,,9.599,41.87,0,no risk,764
"CODE0RangeIndex(start=1, stop=785, step=1)",Barako Pharmacy,Barako Pharmacy,,pharmacy,,9.598,41.871,0,no risk,765
"CODE0RangeIndex(start=1, stop=785, step=1)",Alfa Pharmacy,Alfa Pharmacy,,pharmacy,,9.599,41.87,0,no risk,766
"CODE0RangeIndex(start=1, stop=785, step=1)",Abera Pharmacy,Abera Pharmacy,,pharmacy,,9.589,41.86,0,no risk,767
"CODE0RangeIndex(start=1, stop=785, step=1)",Alfa Pharmacy,Alfa Pharmacy,,pharmacy,,9.602,41.842,0,no risk,768
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.588,41.865,0,no risk,769
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.358,42.796,0,no risk,770
"CODE0RangeIndex(start=1, stop=785, step=1)",Lalibela Health,Lalibela Health,,,,12.035,39.044,0,no risk,771
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.052,38.759,0,no risk,772
"CODE0RangeIndex(start=1, stop=785, step=1)",(የመንግስት),(የመንግስት),,pharmacy,,9.074,38.759,0,no risk,773
"CODE0RangeIndex(start=1, stop=785, step=1)",41 ኢየሱስ መድሃኒት ቤት,41 ኢየሱስ መድሃኒት ቤት,,pharmacy,,9.065,38.772,0,no risk,774
"CODE0RangeIndex(start=1, stop=785, step=1)",Ephoye Pharmacy,Ephoye Pharmacy,,pharmacy,,9.044,38.744,0,no risk,775
"CODE0RangeIndex(start=1, stop=785, step=1)",Ras Desta Pharmacy,Ras Desta Pharmacy,,pharmacy,,9.044,38.744,0,no risk,776
"CODE0RangeIndex(start=1, stop=785, step=1)",ላይፍ አዲስ,ላይፍ አዲስ,,clinic,,9.035,38.768,0,no risk,777
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema No 2 ከነማ  መድሃኒት ቤት ቁ.2,Kenema No 2 ከነማ  መድሃኒት ቤት ቁ.2,,pharmacy,,9.032,38.754,0,no risk,778
"CODE0RangeIndex(start=1, stop=785, step=1)",ራስ ደስታ ሆስፒታል,ራስ ደስታ ሆስፒታል,,hospital,,9.045,38.744,0,no risk,779
"CODE0RangeIndex(start=1, stop=785, step=1)",Sunshine Clinic,Sunshine Clinic,,doctor,,9.035,38.767,0,no risk,780
"CODE0RangeIndex(start=1, stop=785, step=1)",አፍንጮ በር ጤና ጣቢያ,አፍንጮ በር ጤና ጣቢያ,,hospital,,9.045,38.751,0,no risk,781
"CODE0RangeIndex(start=1, stop=785, step=1)",Alium Pharmacy,Alium Pharmacy,,pharmacy,,9.038,38.752,0,no risk,782
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,dentist,,9.032,38.753,0,no risk,783
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.624,38.999,0,no risk,784
