adm1_name;adm2_name;adm3_pcode;adm3_name;Date;Data_quality_score;disaster_type;ifrc_source;directely affected;Indirectly Affected;Affected;people_dead;people_Injured;Crop Damages;Lost Cattle;people_displaced;house_destroyed;livestock_lost;lost_crops_ha
Somali;Shebelle;50606;Mustahil;20-04-2013;6;flood;other;Shebelle;;50606;;;;;;;;
Somali;Shebelle;50606;Mustahil;31-10-2015;5;flood;other;102000;NA;102000;5;NA;NA;10000;NA;NA;10000;NA
Somali;Shebelle;50606;Mustahil;24-04-2018;6;flood;other;;;;;;;;;;;
Somali;Shabelle;50606;Mustahil;01-09-2019;6;flood;other;2035;;;;;1833;;;;3448;
Somali;Shebelle;50606;Mustahil;01-10-2019;6;flood;other;;;;;;;;;;;
Somali;Shebelle;50606;Mustahil;23-04-2005;6;flood;IFRC;235418(regional total);;;40(zonal);;;;;;;
Tigray;Southern Tigray;10206;Mychew -Town-;01-08-2010;;flood;other;NA;853;853;NA;NA;NA;0;NA;NA;0;NA
Tigray;Southern Tigray;10206;Mychew -Town-;01-08-2010;;flood;other;NA;1264;1264;NA;NA;NA;0;NA;NA;0;NA
Tigray;Central Tigray;10207;Nader Adet;01-08-2010;;flood;other;NA;9120;9120;NA;NA;727;0;NA;NA;0;727
Benshangul;Asosa;60306;Odabildig;01-10-2019;6;flood;other;;;;;;2144.7;;;;;
SNNPR;Wolayita;70607;Ofa;02-12-2002;;flood;other;NA;NA;NA;NA;NA;402;0;NA;NA;0;402
SNNPR;Wolayita;70607;Ofa;01-04-2004;;flood;other;NA;NA;NA;NA;NA;284;0;NA;109;0;284
SNNPR;Wolayita;70607;Ofa;01-08-2004;;flood;other;NA;NA;NA;NA;NA;160;0;NA;NA;0;160
SNNPR;Wolayita;70607;Ofa;01-08-2005;;flood;other;NA;70;70;1;NA;20;0;NA;NA;0;20
SNNPR;Wolayita;70607;Ofa;07-09-2006;;flood;other;NA;6240;6240;NA;NA;NA;0;NA;NA;0;NA
Tigray;Southern Tigray;10408;Ofla;01-08-2004;;flood;other;NA;NA;NA;NA;NA;176;0;NA;NA;0;176
Tigray;Southern Tigray;10408;Ofla;01-07-2010;0;flood;other;NA;39705;39705;7;NA;2583;45;85;NA;45;2583
Tigray;Southern Tigray;10406;Raya Azebo;07-09-2001;;flood;other;NA;NA;NA;NA;NA;200;0;NA;NA;0;200
Tigray;Southern Tigray;10406;Raya Azebo;01-09-2004;;flood;other;NA;50;50;NA;NA;NA;0;NA;NA;0;NA
Tigray;Southern Tigray;10406;Raya Azebo;01-09-2004;;flood;other;NA;1875;1875;NA;NA;1087;0;NA;NA;0;1087
Tigray;Southern Tigray;10406;Raya Azebo;01-08-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;24;0;NA
Tigray;Southern Tigray;10406;Raya Azebo;07-09-2007;;flood;other;NA;87;87;NA;NA;NA;0;NA;NA;0;NA
Tigray;Southern Tigray;10406;Raya Azebo;01-07-2010;0;flood;other;NA;10255;10255;NA;NA;250;303;1362;NA;303;250
Amhara;North Wello;30302;Raya Kobo;01-08-2006;;flood;other;NA;NA;NA;NA;NA;NA;100;60;12;100;NA
Amhara;North Wello;30302;Raya Kobo;23-08-2006;;flood;other;NA;87;87;NA;NA;NA;0;87;NA;0;NA
Amhara;North Wello;30302;Raya Kobo;07-09-2006;;flood;other;NA;102;102;NA;NA;NA;0;56;NA;0;NA
Amhara;North Wello;30302;Raya Kobo;14-11-2007;;flood;other;NA;2288;2288;NA;NA;306.75;0;2288;NA;0;306.75
Amhara;North Wello;30302;Raya Kobo;01-08-2010;;flood;other;NA;494;494;NA;NA;NA;0;494;NA;0;NA
Amhara;North Wello;30302;Raya Kobo;01-08-2010;;flood;other;NA;5728;5728;NA;NA;493;14;47;44;14;493
OROMIA;Arsi;40812;Robe;01-06-2004;;flood;other;NA;2070;2070;NA;NA;344;0;NA;NA;0;344
OROMIA;Arsi;40812;Robe;07-09-2007;;flood;other;NA;NA;NA;NA;NA;160;0;NA;NA;0;160
OROMIA;Arsi;40812;Robe;07-09-2008;;flood;other;NA;8402;8402;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Finfine zuria;42006;Sabata Awas;04-08-2006;6;flood;IFRC;;;;;;;;;;;
Tigray;Eastern Tigray;10303;Saesi Tsesada Amba;01-08-2006;;flood;other;NA;NA;NA;6;NA;NA;0;NA;NA;0;NA
Tigray;Eastern Tigray;10303;Saesi Tsesada Amba;01-08-2010;;flood;other;NA;7950;7950;NA;NA;530;0;NA;NA;0;530
Amhara;Wag Himra;30806;Sahila;20-03-2009;;flood;other;NA;NA;NA;NA;NA;NA;14;NA;NA;14;NA
Afar;Zone 5;20502;Samurobi;01-10-2019;6;flood;other;500;;;;;15;;;700;2092;
Afar;Afar Zone 5;20502;Samurobi Gele'alo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;660;NA;NA;660;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;550;NA;NA;550;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;620;NA;NA;620;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;450;NA;NA;450;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;400;NA;NA;400;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;29-07-2010;0;flood;other;NA;1000;1000;NA;NA;NA;0;NA;NA;0;NA
Afar;Afar Zone 5;20502;Samurobi Gele'alo;29-07-2010;0;flood;other;NA;1100;1100;NA;NA;346;0;NA;NA;0;346
SNNPR;Silte;72006;Sankura;01-07-2004;;flood;other;NA;1920;1920;1;NA;1063;348;NA;NA;348;1063
Amhara;South Wello;30411;Sayint;16-07-2000;;flood;other;NA;1;1;1;NA;NA;0;NA;NA;0;NA
OROMIA;Finfine zuria;42006;Sebeta ;09-08-2017;6;flood;IFRC;460;;;;;;;;;;
OROMIA;Finfine zuria;42006;Sebeta Hawas;01-09-2019;6;flood;other;776;;;;;;;;;;
Tigray;Southern Tigray;10601;Seharti Samre;01-07-2010;0;flood;other;NA;980;980;NA;NA;404;49;NA;NA;49;404
Amhara;Wag Himra;30802;Sekota;07-09-2006;;flood;other;NA;5809;5809;NA;NA;NA;0;NA;NA;0;NA
Amhara;Wag Himra;30802;Sekota;07-01-2008;;flood;other;NA;NA;NA;NA;NA;NA;96;NA;NA;96;NA
Amhara;Wag Himra;30802;Sekota;01-08-2010;;flood;other;NA;NA;NA;NA;NA;21;0;NA;NA;0;21
SNNPR;South Omo;70701;selamgo;07-09-2007;;flood;other;NA;25000;25000;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Silte;72002;Selti;07-09-2006;;flood;other;NA;3120;3120;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Silte;72002;Selti;06-12-2006;;flood;other;NA;NA;NA;NA;NA;NA;121;3120;984;121;NA
Amhara;South Gonder;30207;Semada;01-08-2006;;flood;other;NA;NA;NA;2;NA;34;0;NA;NA;0;34
Amhara;West Gojam;30701;Semen Achefer;14-08-2008;;flood;other;NA;NA;NA;NA;NA;786;0;NA;NA;0;786
Amhara;West Gojam;30701;Semen Achefer;01-08-2010;;flood;other;NA;250;250;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Arsi;40811;Seru;07-09-2008;;flood;other;NA;3300;3300;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Arsi;40811;Seru;24-04-2016;6;flood;other;Arsi;;;;;;;;;;
OROMIA;Arsi;40811;seru;04-05-2016;6;flood;IFRC;1500;;;;;;;;;;
OROMIA;Arsi;40811;Seru;01-04-2016;6;flood;IFRC;1,463;;;;;;;;;;
OROMIA;Bale;41118;Seweyna;01-10-2001;;flood;other;NA;NA;NA;2;2;NA;0;NA;NA;0;NA
OROMIA;Bale;41118;Seweyna;28-04-2005;;flood;other;NA;2;2;NA;NA;NA;12;NA;NA;12;NA
SNNPR;Hadiya;70204;Shashego;01-10-2019;6;flood;other;14261;;;;;1722;;;;;
SNNPR;Hadiya;70204;Shashego;10-03-2019;6;flood;other;14,261;;;;;1,772;;;;NA;
OROMIA;West Arsi;41712;Shashemene Zuria;01-08-2010;;flood;other;NA;5000;5000;NA;NA;95;0;NA;NA;0;95
OROMIA;West Arsi;41712;Shashemene Zuria;24-08-2010;;flood;other;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Hadiya;70204;Shashogo;07-09-2005;;flood;other;NA;17;17;NA;NA;5.4;0;NA;NA;0;5.4
SNNPR;Sidama;70204;Shashogo;07-09-2006;;flood;other;NA;1540;1540;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Hadiya;70204;Shashogo;07-09-2006;;flood;other;NA;7500;7500;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Hadiya;70204;Shashogo;06-12-2006;;flood;other;NA;NA;NA;2;NA;5066;0;8258;NA;0;5066
SNNPR;Hadiya;70204;Shashogo;24-07-2012;;flood;other;NA;1272;1272;NA;NA;2189;0;NA;NA;0;2189
Somali;Korahe;50501;Shekosh;26-04-2012;1;flood;other;330;NA;330;NA;NA;NA;NA;NA;NA;NA;NA
Somali;Siti;50103;Shinile;07-09-2000;;flood;other;NA;NA;NA;NA;NA;NA;0;1000;NA;0;NA
Somali;Siti;50103;Shinile;05-04-2018;;flood;other;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911
Somali;Siti;50103;Shinile;24-04-2018;6;flood;other;;;;;;;;;;;
Tigray;Western Tigray;10108;shire;01-08-2010;;flood;other;NA;999;999;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Arsi;40814;Shirka;01-08-2010;;flood;other;NA;2500;2500;NA;NA;240;0;875;NA;0;240
SNNPR;Silte ;72002;Silte;15-04-2019;6;flood;other;5630;;;6;;;;;;;
OROMIA;West Arsi;41701;Siraro;01-04-2003;;flood;other;NA;NA;NA;3;NA;890;190;NA;NA;190;890
OROMIA;Arsi;40820;Sire;07-09-2003;;flood;other;NA;NA;NA;NA;NA;429;0;NA;NA;0;429
SNNPR;Gurage;70105;Sodo;06-12-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;358;NA;0;NA
SNNPR;Wolayita;70605;Sodo Zuria;07-09-2005;;flood;other;NA;1363;1363;NA;NA;600;0;NA;17;0;600
SNNPR;Wolayita;70605;Sodo Zuria;05-12-2005;;flood;other;NA;NA;NA;NA;NA;631;0;1363;17;0;631
SNNPR;Wolayita;70605;Sodo Zuria;07-09-2006;;flood;other;NA;1363;1363;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Wolayta;70605;Sodo Zuria;01-04-2005;6;flood;IFRC;17,545;;;;;1,154;;;;;
Harari;Harar;130101;Sofi;22-06-2001;;flood;other;NA;40;40;NA;NA;NA;0;NA;NA;0;NA
Harari;Harar;130101;Sofi;22-06-2001;0;flood;other;NA;5;5;NA;NA;NA;0;NA;NA;0;NA
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;1835;0;NA;NA;0;1835
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;148;0;NA;NA;0;148
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;115;0;NA;NA;0;115
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;74.5;0;NA;NA;0;74.5
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;71;0;NA;NA;0;71
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;3.5;0;NA;NA;0;3.5
Harari;Harar;130101;Sofi;07-09-2005;;flood;other;NA;NA;NA;NA;NA;1.5;0;NA;NA;0;1.5
SNNPR;Hadiya;70206;Soro;01-10-2019;6;flood;other;542;;;;;51;;;24;;
Tigray;Western Tigray;10101;Tahtay Adiyabo;01-07-2010;0;flood;other;NA;2200;2200;NA;NA;875;12;NA;NA;12;875
Tigray;Western Tigray;10101;Tahtay Adiyabo;01-08-2010;;flood;other;NA;2952;2952;NA;NA;NA;0;NA;NA;0;NA
Tigray;Western Tigray;10104;Tahtay Koraro;01-07-2010;0;flood;other;NA;4735;4735;NA;NA;569;33;NA;NA;33;569
Tigray;Central Tigray;10206;Tahtay Maychew;01-07-2010;0;flood;other;NA;3550;3550;NA;NA;208;0;NA;NA;0;208
Amhara;Central Gondar;30121;Takusa;07-09-2008;;flood;other;NA;22;22;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Borena;41212;Teltale;01-04-2010;;flood;other;NA;3000;3000;NA;NA;16003;12;1050;NA;12;16003
OROMIA;Arsi;40813;Tena;31-01-2010;0;flood;other;NA;4150;4150;NA;NA;NA;16;NA;NA;16;NA
OROMIA;Arsi;40813;Tena;01-08-2010;;flood;other;NA;4150;4150;NA;NA;206;16;NA;NA;16;206
Amhara;South Wello;30402;Tenta;01-08-2010;;flood;other;NA;3645;3645;NA;NA;223;8;NA;NA;8;223
Amhara;South Wello;30405;Thehulederie;01-08-2004;;flood;other;NA;NA;NA;2;1;NA;0;NA;NA;0;NA
OROMIA;West Shewa;40509;Tikur Enchini;24-08-2010;;flood;other;NA;NA;NA;1;NA;NA;26;NA;NA;26;NA
Amhara;North Wello;30305;Wadla;01-08-2010;;flood;other;NA;1336;1336;NA;NA;116;9;NA;NA;9;116
Amhara;North Wello;30305;Wadla;01-08-2010;;flood;other;NA;18935;18935;NA;NA;1866;23;3;NA;23;1866
OROMIA;East wollega;40216;wama gelo;01-10-2019;6;flood;other;;1105;;;;655;;;;;
Gambella;Nuwer;120104;Wantawo;01-08-2010;;flood;other;NA;3750;3750;NA;NA;NA;0;NA;NA;0;NA
Somali;Doolo;50704;Warder;05-12-2005;;flood;other;NA;8000;8000;1;NA;NA;0;NA;NA;0;NA
Somali;Doolo;50704;Warder;05-04-2018;;flood;other;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911
Somali;Shebelle;50805;Weast Immi;23-04-2005;6;flood;IFRC;235418(regional total);;;40(zonal);;;;;;;
Amhara;South Wello;30416;Wegde;07-09-2006;;flood;other;NA;828;828;NA;NA;710;177;135;NA;177;710
Amhara;South Wello;30416;Wegde;30-11-2007;;flood;other;NA;1;1;1;NA;NA;28;NA;NA;28;NA
Amhara;South Wello;30416;Wegde;30-11-2007;;flood;other;NA;1;1;1;NA;NA;28;NA;NA;28;NA
Amhara;Central Gondar;30109;wegera;20-08-2011;1;flood;other;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
Tigray;North Western Tigray;10502;Welkait;01-07-2010;0;flood;other;NA;125;125;NA;NA;75;0;NA;NA;0;75
SNNPR;Gedeo;70501;Wenago;01-04-2004;;flood;other;NA;NA;NA;NA;NA;400;0;NA;NA;0;400
Amhara;South Wello;30415;Were ilu;01-08-2010;;flood;other;NA;8444;8444;NA;NA;55;0;NA;NA;0;55
Amhara;South Wello;30415;were Ilu;01-09-2019;6;flood;other;;;;;;260;;;;;
Tigray;Central Tigray;10203;Werei Leke;01-08-2006;;flood;other;NA;NA;NA;NA;NA;491;12;NA;24;12;491
SNNPR;Gamo;71005;West Abaya;29-09-2011;6;flood;other;;;;;;;;;;;
Amhara;Central Gondar;30117;West Belesa;01-06-2004;;flood;other;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA
Amhara;Central Gondar;30117;West Belesa;01-08-2004;;flood;other;NA;1100;1100;NA;NA;112;0;NA;NA;0;112
Amhara;Central Gondar;30116;West Belesa;01-08-2010;;flood;other;NA;505;505;NA;NA;NA;0;505;110;0;NA
Somali;Afder;50805;West Imi;22-04-2005;5;flood;other;NA;13415;13415;55;NA;NA;14128;NA;900;14128;NA
Somali;Afder;50805;west Imi;07-09-2005;;flood;other;NA;66;66;NA;NA;NA;0;3000;NA;0;NA
Somali;Afder;50805;west Imi;07-09-2006;;flood;other;NA;41000;41000;7;2;NA;0;NA;NA;0;NA
Somali;Afder;50805;West Imi;05-04-2018;;flood;other;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911
Somali;Afder;50805;west Imi;24-04-2018;6;flood;other;;;;;;;;;;;
Amhara;South Wello;40111;Worebabu;01-08-2010;;flood;other;NA;10183;10183;NA;NA;229;27;NA;NA;27;229
Tigray;Eastern Tigray;10309;Wukro Town;01-08-2010;;flood;other;NA;557;557;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Borena;41207;Yabelo;26-03-2010;5;flood;other;NA;9200;9200;NA;NA;2644;54;2213;NA;54;2644
OROMIA;North Shewa;40614;Yayagulele;04-09-2019;6;flood;other;1505;;;;;224;;;;;
SNNPR;Yem Sp. Wer.;71201;Yem SP woreda;01-08-2004;;flood;other;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA
Amhara;West Gojam;30703;Yilmana Densa;01-08-2010;;flood;other;NA;16;16;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Gedeo;70502;Yirgachefe;01-05-2004;;flood;other;NA;510;510;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Gedeo;70502;Yirgachefe;01-05-2004;;flood;other;NA;NA;NA;NA;NA;69;0;NA;NA;0;69
Amhara;Wag Himra;30801;Zequala;01-08-2010;;flood;other;NA;505;505;NA;NA;87;460;NA;NA;460;87
Somali;Shebelle;50605;Kelafo;02-11-2008;6;flood;IFRC;36888;;;;;;;;;;
