adm3_name;Date;Score;Data_source;comment ;disaster_type;country;adm1_name;adm2_name;adm3_pcode;directely affected;Indirectly Affected;Affected;people_dead;people_Injured;Crop Damages;Lost Cattle;people_displaced;house_destroyed;livestock_lost;lost_crops_ha;Region;Zone;Wereda;pcode;adm1_pcode;adm2_pcode
Gelalu;01/08/2019;6;NDRMC(EW);over flow of Ararso river;flood;ethiopia;Afar;Zone 3;20305;230;;;;;;;;;;;;;;;;
Gelalu;01/09/2019;6;NDRMC(EW);Over flow of Awash river;flood;ethiopia;Afar;Zone 3;20305;;;;;;;;;;;;;;;;;
Gelana (West Guji);01/04/2010;;;;flood;ethiopia;OROMIA;West Guji;41217;NA;14000;14000;NA;NA;3173;0;988;NA;0;3173;OROMIA;West Guji;Gelana (West Guji);41217;;
Gelila;05/08/2002;;;;flood;ethiopia;SNNPR;South Omo;70703;NA;NA;NA;3;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Gelila;70703;;
Gelila;07/09/2007;;;;flood;ethiopia;SNNPR;South Omo;70703;NA;15000;15000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Gelila;70703;;
Gera;01/04/2002;;;;flood;ethiopia;OROMIA;Jima;40408;NA;625;625;NA;NA;40;0;NA;125;0;40;OROMIA;Jima;Gera;40408;;
Gewane;07/09/2006;5;https://reliefweb.int/report/ethiopia/ethiopia-floods-ocha-situation-report-no-6;General info about floods in Afar Region August-September 2006;flood;ethiopia;Afar;Afar Zone 3;20303;NA;10294;10294;2;NA;NA;15;NA;NA;15;NA;Afar;Afar Zone 3;Gewane;20303;;
Gewane;01/08/2007;1;http://www.dartmouth.edu/~floods/Archives/2007sum.htm;Seems that this event did not happen in Afar Region but in Gambela instead. Info more clear abour flood at the end of August 2007;flood;ethiopia;Afar;Afar Zone 3;20303;NA;NA;NA;NA;NA;800;30;12000;NA;30;800;Afar;Afar Zone 3;Gewane;20303;;
Gewane;24/08/2007;5;https://www.ifrc.org/docs/appeals/07/MDRET004frep.pdf;General info about floods in Afar Region August 2007. Disaster began on 21 August;flood;ethiopia;Afar;Afar Zone 3;20303;NA;12000;12000;NA;NA;900;30;NA;NA;30;900;Afar;Afar Zone 3;Gewane;20303;;
Gewane;10/08/2012;5;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_21%20August%202012.pdf;Info related to People affected is correct. No more info in the report.;flood;ethiopia;Afar;Afar Zone 3;20303;5000;NA;5000;NA;NA;NA;NA;NA;NA;NA;NA;Afar;Afar Zone 3;Gewane;20303;;
Ginir;07/09/2007;;;;flood;ethiopia;OROMIA;Bale;41108;NA;NA;NA;NA;NA;592;0;NA;NA;0;592;OROMIA;Bale;Ginir;41108;;
Ginir;07/09/2007;;;;flood;ethiopia;OROMIA;Bale;41108;NA;NA;NA;NA;NA;592;0;NA;NA;0;592;OROMIA;Bale;Ginir;41108;;
Girawa;01/04/2003;;;;flood;ethiopia;OROMIA;East Shewa;41016;NA;NA;NA;NA;NA;180;36;NA;96;36;180;OROMIA;East Shewa;Girawa;41016;;
Girawa;01/08/2005;;;;flood;ethiopia;OROMIA;East Shewa;41016;NA;NA;NA;NA;NA;170;0;NA;20;0;170;OROMIA;East Shewa;Girawa;41016;;
Girawa;01/08/2006;;;;flood;ethiopia;OROMIA;East Shewa;41016;NA;61000;61000;8;NA;2000;0;217;NA;0;2000;OROMIA;East Shewa;Girawa;41016;;
Girawa;01/04/2010;;;;flood;ethiopia;OROMIA;East Shewa;41016;NA;5000;5000;NA;NA;616;0;NA;NA;0;616;OROMIA;East Shewa;Girawa;41016;;
Gizegofa;01/08/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Gofa;71505;58;;;;;;;;;;;;;;;;
Gode;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50604;NA;5650;5650;10;NA;NA;333;NA;NA;333;NA;Somali;Shebelle;Gode;50604;;
Gode;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;50604;Shebelle;;50604;;;;;;;;;;;;;;
Gode;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;50604;Shebelle;;;;;;;;;;;;;;;;
Gode;24/04/2018;6;https://reliefweb.int/sites/reliefweb.int/files/resources/ethiopia_floods_-_flash_update_3_-_22_may_2018.pdf;SAGAR tropical cyclone;flood;ethiopia;Somali;Shebelle;50604;;;;;;;;;;;;;;;;;
Gode;25/04/2005;6;https://reliefweb.int/report/ethiopia/somalia-flood-watch-issued-26-april-2005;Heavy rain;flood;ethiopia;Somali;Shabelle;50604;;;;;;;;;;;;;;;;;
Gode;23/04/2005;6;IFRC(Appeal);heavey RF and over flow of Shebele river;flood;ethiopia;Somali;Shebelle;50604;235418(regional total);;;40(zonal);;;;;;;;;;;;;
Gode;02/05/2012;6;;;flood;ethiopia;Somali;Shebelle;50604;702 HH;;;;;NA;;;;NA;;;;;;;
Gog;07/09/2001;;;;flood;ethiopia;Gambella;Agnewak;120203;NA;5;5;NA;NA;110;421;21733;NA;421;110;Gambella;Agnewak;Gog;120203;;
Goge;01/08/2019;6;NDRMC(EW);over flow of river;flood;ethiopia;Gambela;Agnuwa;120203;;;;;;;;;;;;;;;;;
Goge;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Gambela;Agnuwa;120203;4,090;;;;;1,133.30;;;;;;;;;;;
Golocha;16/04/2005;;;;flood;ethiopia;OROMIA;Arsi;40803;NA;NA;NA;NA;NA;NA;0;NA;20;0;NA;OROMIA;Arsi;Golocha;40803;;
Golocha;18/08/2010;;;;flood;ethiopia;OROMIA;Arsi;40803;NA;8000;8000;NA;NA;NA;5;NA;NA;5;NA;OROMIA;Arsi;Golocha;40803;;
Gololcha;24/04/2016;6;https://reliefweb.int/sites/reliefweb.int/files/resources/MDRET017.pdf;DREF;flood;ethiopia;;OROMIA;40803;Arsi;;40811;;;;;;;;;;;;;;
Gololcha;01/04/2016;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Arsi;40803;2,850;;;;;;;;;;;;;;;;
Gololcha Bale;07/09/2007;;;;flood;ethiopia;OROMIA;Bale;41105;NA;11882;11882;NA;NA;2409;0;NA;NA;0;2409;OROMIA;Bale;Gololcha Bale;41105;;
Gololcha Bale;07/09/2008;;;;flood;ethiopia;OROMIA;Bale;41105;NA;1803;1803;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Bale;Gololcha Bale;41105;;
Gololcha Bale;01/07/2010;0;;No record found;flood;ethiopia;OROMIA;Bale;41105;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Bale;Gololcha Bale;41105;;
Goncha Siso Enebse;01/07/2004;;;;flood;ethiopia;Amhara;East Gojam;30603;NA;NA;NA;3;NA;NA;0;NA;NA;0;NA;Amhara;East Gojam;Goncha Siso Enebse;30603;;
Goncha Siso Enebse;01/07/2004;;;;flood;ethiopia;Amhara;East Gojam;30603;NA;NA;NA;3;NA;NA;0;NA;NA;0;NA;Amhara;East Gojam;Goncha Siso Enebse;30603;;
Gondar Zuria;07/09/2006;;;;flood;ethiopia;Amhara;Central Gondar;30110;NA;2810;2810;NA;NA;NA;29;3529;NA;29;NA;Amhara;Central Gondar;Gondar Zuria;30110;;
Gondar Zuria;01/12/2006;;;;flood;ethiopia;Amhara;Central Gondar;30110;NA;NA;NA;NA;NA;1500;0;NA;NA;0;1500;Amhara;Central Gondar;Gondar Zuria;30110;;
Gondar Zuria;06/12/2006;;;;flood;ethiopia;Amhara;Central Gondar;30110;NA;1533;1533;NA;NA;NA;39;437;NA;39;NA;Amhara;Central Gondar;Gondar Zuria;30110;;
Gondar Zuria;07/09/2007;;;;flood;ethiopia;Amhara;Central Gondar;30110;NA;NA;NA;NA;NA;NA;11;NA;NA;11;NA;Amhara;Central Gondar;Gondar Zuria;30110;;
Gonder Zuria;01/08/2010;;;;flood;ethiopia;Amhara;Central Gondar;30110;NA;200;200;NA;NA;155;0;NA;NA;0;155;Amhara;Central Gondar;Gonder Zuria;30110;;
Gonder Zuria;20/08/2011;5;https://reliefweb.int/sites/reliefweb.int/files/resources/map_781.pdf;Flood extent of August 17 2011;flood;ethiopia;Amhara;Central Gondar;30110;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Amhara;Central Gondar;Gonder Zuria;30110;;
Goro Gutu;07/09/2007;;;;flood;ethiopia;OROMIA;East Shewa;41010;NA;NA;NA;NA;NA;854;0;NA;NA;0;854;OROMIA;East Shewa;Goro Gutu;41010;;
Goro Gutu;01/04/2010;;;;flood;ethiopia;OROMIA;East Shewa;41010;NA;3000;3000;NA;NA;185;0;1050;NA;0;185;OROMIA;East Shewa;Goro Gutu;41010;;
Guba Lafto;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30307;NA;26142;26142;NA;NA;1783;9;NA;NA;9;1783;Amhara;North Wello;Guba Lafto;30307;;
Gulo Meheda;01/08/2010;;;;flood;ethiopia;Tigray;Eastern Tigray;10301;NA;806;806;NA;NA;115;0;NA;NA;0;115;Tigray;Eastern Tigray;Gulo Meheda;10301;;
Guradamole;07/09/2005;;;;flood;ethiopia;Somali;Liben;50801;NA;NA;NA;NA;NA;NA;0;NA;20;0;NA;Somali;Liben;Guradamole;50801;;
Guradamole;05/12/2005;;;;flood;ethiopia;Somali;Liben;50801;NA;23000;23000;16;NA;NA;0;NA;NA;0;NA;Somali;Liben;Guradamole;50801;;
Gursum;07/09/2005;;;;flood;ethiopia;Somali;Fafan;41003;NA;550;550;4;NA;NA;900;NA;NA;900;NA;Somali;Fafan;Gursum;41003;;
Gursum;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;41003;Fafan;;41003;;;;;;;;;;;;;;
guto gida;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;OROMIA;East wollega;40213;;4120;;;;25;;;;;;;;;;;
Habru;07/09/2007;;;;flood;ethiopia;Amhara;North Wello;30308;NA;2;2;NA;NA;NA;0;NA;NA;0;NA;Amhara;North Wello;Habru;30308;;
Habru;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30308;NA;37796;37796;NA;NA;5064;72;2919;NA;72;5064;Amhara;North Wello;Habru;30308;;
Habru;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30308;NA;31255;31255;NA;NA;3422;58;2624;NA;58;3422;Amhara;North Wello;Habru;30308;;
Hamer;07/09/2002;0;https://reliefweb.int/map/ethiopia/ethiopia-satellite-estimates-belggu-season-march-may-2002-rainfall-compared-long-term;No evidence of this event was found (sept. 2002). No heavy precipitation visible in dashboard. However, indications of a flooding due to heavy precipitation in May 2002 were found, see source. This corresponds to the precipitation peak in the dashboard. No evidence of impact was found. Possibly the date is misplaced.;flood;ethiopia;SNNPR;South Omo;70704;NA;NA;NA;NA;NA;40;0;NA;NA;0;40;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;http://www.dartmouth.edu/~floods/Archives/2007sum.htm;Row 375 - 384 should be aggregated into one line. This all corresponds to the same event (flooding 6 to 11 july).;flood;ethiopia;SNNPR;South Omo;70704;NA;809;809;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;943;943;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;845;845;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1263;1263;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1417;1417;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1420;1420;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;20000;20000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;07/09/2007;5;;Aggregate with 375;flood;ethiopia;SNNPR;South Omo;70704;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Hamer;01/08/2010;0;(1) ftp://ftp.cpc.ncep.noaa.gov/International/swfdp_bulletin_archive/swfdp_bulletin.20100503.pdf (2) https://reliefweb.int/disaster/fl-2010-000179-eth;In August, extensive flooding happened in the north of Ethiopia, but no evidence was found for flooding in Hamer (south west). Evidence of heavy precipitation was found for May and October. ;flood;ethiopia;SNNPR;South Omo;70704;NA;6250;6250;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;Hamer;70704;;
Haro Maya;01/04/2010;;;;flood;ethiopia;OROMIA;East Shewa;41006;NA;NA;NA;NA;NA;187;0;NA;NA;0;187;OROMIA;East Shewa;Haro Maya;41006;;
Harshin;07/09/2005;;;;flood;ethiopia;Somali;Fefan;50207;NA;3050;3050;NA;NA;NA;0;NA;25;0;NA;Somali;Fefan;Harshin;50207;;
Harshin;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Fefan;50207;Fefan;;50207;;;;;;;;;;;;;;
Hawi Gudena;01/04/2016;6;IFRC(Appeal);;flood;ethiopia;OROMIA;West Harerge;40915;641;;;;;;;;;;;;;;;;
hawi gudina;04/05/2016;6;IFRC(Appeal);;flood;ethiopia;OROMIA;West Harerge;40915;;;;8;;;;;;3,179;;;;;;;
Hawzen;01/08/2005;;;;flood;ethiopia;Tigray;Eastern Tigray;10305;NA;3400;3400;NA;NA;815;3;NA;NA;3;815;Tigray;Eastern Tigray;Hawzen;10305;;
Hawzen;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Eastern Tigray;10305;NA;3630;3630;NA;NA;78;0;NA;NA;0;78;Tigray;Eastern Tigray;Hawzen;10305;;
Hawzen;30/11/2010;0;;No record found;flood;ethiopia;Tigray;Eastern Tigray;10305;NA;10135;10135;NA;NA;1177;0;NA;NA;0;1177;Tigray;Eastern Tigray;Hawzen;10305;;
Hintalo Wajirat;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Southern Tigray;10603;NA;1140;1140;NA;NA;769;0;NA;NA;0;769;Tigray;Southern Tigray;Hintalo Wajirat;10603;;
Hintalo Wajirat;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Southern Tigray;10603;NA;2495;2495;NA;NA;NA;0;161;NA;0;NA;Tigray;Southern Tigray;Hintalo Wajirat;10603;;
Hitosa;07/09/2007;;;;flood;ethiopia;OROMIA;Arsi;40807;NA;NA;NA;NA;NA;333;0;NA;NA;0;333;OROMIA;Arsi;Hitosa;40807;;
Humbo;07/09/2005;;;;flood;ethiopia;SNNPR;Wolayita;70604;NA;6755;6755;2;NA;1017;0;NA;NA;0;1017;SNNPR;Wolayita;Humbo;70604;;
Humbo;05/12/2005;;;;flood;ethiopia;SNNPR;Wolayita;70604;NA;NA;NA;2;NA;1017;1525;6755;NA;1525;1017;SNNPR;Wolayita;Humbo;70604;;
Humbo;07/09/2006;;;;flood;ethiopia;SNNPR;Wolayita;70604;NA;7885;7885;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Wolayita;Humbo;70604;;
Humbo;06/12/2006;;;;flood;ethiopia;SNNPR;Wolayita;70604;NA;NA;NA;NA;NA;435;0;1075;NA;0;435;SNNPR;Wolayita;Humbo;70604;;
Humbo;07/12/2007;;;;flood;ethiopia;SNNPR;Wolayita;70604;NA;6768;6768;NA;NA;364;3;3270;654;3;364;SNNPR;Wolayita;Humbo;70604;;
Humbo;02/05/2013;5;https://www.humanitarianresponse.info/ru/disaster/fl-2013-000050-eth;No precise date, but high chance it happened;flood;ethiopia;SNNPR;Wolayita;70604;650;NA;650;NA;NA;NA;NA;NA;NA;NA;NA;SNNPR;Wolayita;Humbo;70604;;
Humbo;07/06/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Wolayta;70604;57;;;;;104.5;;;;;;;;;;;
Humbo;01/04/2005;6;IFRC(Appeal);;flood;ethiopia;SNNPR;Wolayta;70604;24,633;;;;;2,552;;;;;;;;;;;
Humera /Town/;01/08/2006;;;;flood;ethiopia;Tigray;North Western Tigray;10501;NA;NA;NA;NA;NA;NA;0;400;NA;0;NA;Tigray;North Western Tigray;Humera /Town/;10501;;
Humera /Town/;07/09/2007;;;;flood;ethiopia;Tigray;North Western Tigray;10501;NA;462;462;NA;NA;NA;0;NA;NA;0;NA;Tigray;North Western Tigray;Humera /Town/;10501;;
Humera /Town/;01/08/2010;;;;flood;ethiopia;Tigray;North Western Tigray;10501;NA;6909;6909;NA;NA;NA;0;NA;NA;0;NA;Tigray;North Western Tigray;Humera /Town/;10501;;
Illu Galan;01/07/2010;0;;No record found;flood;ethiopia;OROMIA;South West Shoa;40500;NA;14600;14600;NA;NA;950;0;NA;NA;0;950;OROMIA;South West Shoa;Illu Galan;40500;;
Itang;07/09/2007;;;;flood;ethiopia;Gambella;Etang Special;120207;NA;NA;NA;NA;NA;2617.19;747;50264;NA;747;2617.19;Gambella;Etang Special;Itang;120207;;
Itang;07/09/2007;;;;flood;ethiopia;Gambella;Etang Special;120207;NA;41;41;NA;NA;NA;0;27143;NA;0;NA;Gambella;Etang Special;Itang;120207;;
Itang;22/11/2007;;;;flood;ethiopia;Gambella;Etang Special;120207;NA;209;209;NA;NA;NA;0;8785;NA;0;NA;Gambella;Etang Special;Itang;120207;;
Itang;01/08/2010;;;;flood;ethiopia;Gambella;Agnewak;120207;NA;15000;15000;NA;NA;NA;0;NA;NA;0;NA;Gambella;Agnewak;Itang;120207;;
Itang;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Gambela;Agnuwa;120407;4,090;;;;;1,133.30;;;;;;;;;;;
Jama;01/06/2004;;;;flood;ethiopia;Amhara;South Wello;30414;NA;NA;NA;1;NA;NA;28;NA;NA;28;NA;Amhara;South Wello;Jama;30414;;
Jama;01/06/2004;;;;flood;ethiopia;Amhara;South Wello;30414;NA;75;75;NA;NA;122;0;375;NA;0;122;Amhara;South Wello;Jama;30414;;
Jama;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30414;NA;6;6;NA;NA;NA;4;6;NA;4;NA;Amhara;South Wello;Jama;30414;;
Jama;01/09/2019;6;NDRMC(EW);;flood;ethiopia;Amhara;South wello;30414;;;;;;469;;;;;;;;;;;
Jeju;01/09/2019;6;NDRMC(EW);;flood;ethiopia;OROMIA;Arsi;40804;424;;;;;128;;;;;;;;;;;
Jijiga;25/04/2005;5;https://www.un.org/press/en/2005/afr1145.doc.htm;Heavy rain. Generally flood in Somali region, but high chance this is correct;flood;ethiopia;Somali;Fafan;50204;NA;NA;NA;NA;NA;NA;0;NA;200;0;NA;Somali;Fafan;Jijiga;50204;;
Jijiga;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Fafan;50204;Fafan;;50204;;;;;;;;;;;;;;
Jijiga;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;Fafen River reportedly overflowed on Monday 04 April 2016.;flood;ethiopia;;Shebelle;50204;Shebelle;;;;;;;;;;;;;;;;
Jijiga;04/04/2016;6;http://floodlist.com/africa/ethiopia-floods-jigjiga-somali-afar-april-2016;Fafen River reportedly overflowed on Monday 04 April 2016.;flood;ethiopia;Somali;Shebelle;50204;;;;;;;;;;;;;;;;;
Jikawo;01/08/2010;;;;flood;ethiopia;Gambella;Nuwer;120103;NA;6250;6250;NA;NA;NA;0;NA;NA;0;NA;Gambella;Nuwer;Jikawo;120103;;
Jilye Tumuga;07/09/2006;;;;flood;ethiopia;Amhara;Oromia;31003;NA;500;500;1;NA;273;0;739;NA;0;273;Amhara;Oromia;Jilye Tumuga;31003;;
Jilye Tumuga;30/11/2007;;;;flood;ethiopia;Amhara;Oromia;31003;NA;NA;NA;NA;NA;50;60;NA;NA;60;50;Amhara;Oromia;Jilye Tumuga;31003;;
Jilye Tumuga;30/11/2007;;;;flood;ethiopia;Amhara;Oromia;31003;NA;NA;NA;NA;NA;50;60;NA;NA;60;50;Amhara;Oromia;Jilye Tumuga;31003;;
Jima Town;09/08/2017;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Jima;40418;150;;;;;;;;;;;;;;;;
Jimma Arjo;01/08/2010;;;;flood;ethiopia;OROMIA;East Welega;40214;NA;NA;NA;2;NA;66;35;NA;NA;35;66;OROMIA;East Welega;Jimma Arjo;40214;;
Jore;07/09/2006;;;;flood;ethiopia;Gambella;Agnewak;120204;NA;NA;NA;NA;NA;1650;1245;30915;NA;1245;1650;Gambella;Agnewak;Jore;120204;;
Jore;01/08/2010;;;;flood;ethiopia;Gambella;Agnewak;120204;NA;1250;1250;NA;NA;NA;0;NA;NA;0;NA;Gambella;Agnewak;Jore;120204;;
jore;01/08/2019;6;NDRMC(EW);Overflow of Gilo;flood;ethiopia;Gambela;Agnuwa;120204;;;;;;;;;;;;;;;;;
Jore;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Gambela;Agnuwa;120204;4,090;;;;;1,133.30;;;;;;;;;;;
Kafta Humera;01/06/2004;;;;flood;ethiopia;Tigray;North Western Tigray;10501;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA;Tigray;North Western Tigray;Kafta Humera;10501;;
Kafta Humera;01/07/2010;0;;No record found;flood;ethiopia;Tigray;North Western Tigray;10501;NA;1385;1385;NA;NA;3534;0;NA;NA;0;3534;Tigray;North Western Tigray;Kafta Humera;10501;;
Kalu;07/09/2006;;;;flood;ethiopia;Amhara;South Wello;30407;NA;7174;7174;NA;NA;NA;0;18;NA;0;NA;Amhara;South Wello;Kalu;30407;;
Kalu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30407;NA;8107;8107;NA;NA;873;4;232;13;4;873;Amhara;South Wello;Kalu;30407;;
Kalu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30407;NA;2750;2750;NA;NA;189;37;NA;NA;37;189;Amhara;South Wello;Kalu;30407;;
Kalu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30407;NA;NA;NA;NA;NA;125;57;NA;NA;57;125;Amhara;South Wello;Kalu;30407;;
Kalu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30407;NA;8540;8540;NA;NA;972;45;726;NA;45;972;Amhara;South Wello;Kalu;30407;;
kalu;20/08/2011;5;https://reliefweb.int/report/ethiopia/early-warning-bulletin-covers-period-16-31-august-2011;;flood;ethiopia;Amhara;South Wello;30407;NA;NA;0;20;NA;NA;NA;NA;NA;NA;NA;Amhara;South Wello;kalu;30407;;
Kebribeyah;27/04/2005;5;https://www.un.org/press/en/2005/afr1145.doc.htm;Heavy rain. Generally flood in Somali region, but high chance this is correct;flood;ethiopia;Somali;Fefan;50206;NA;NA;NA;16;NA;NA;0;NA;108;0;NA;Somali;Fefan;Kebribeyah;50206;;
Kebribeyah;05/12/2005;;;;flood;ethiopia;Somali;Fefan;50206;NA;24550;24550;53;NA;2500;27638;125000;5600;27638;2500;Somali;Fefan;Kebribeyah;50206;;
Kebribeyah;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;50206;Fafan;;50206;;;;;;;;;;;;;;
Kebribeyah;05/04/2018;;;;flood;ethiopia;Somali;Fafan;50502;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911;Somali;Fafan;Kebribeyah;50502;;
Kebridehar;07/09/2005;;;;flood;ethiopia;Somali;Korahe;50502;NA;NA;NA;1;NA;NA;0;NA;105;0;NA;Somali;Korahe;Kebridehar;50502;;
Kebridehar;07/09/2005;;;;flood;ethiopia;Somali;Korahe;50502;NA;NA;NA;NA;NA;NA;0;NA;200;0;NA;Somali;Korahe;Kebridehar;50502;;
Kebridehar;05/12/2005;;;;flood;ethiopia;Somali;Korahe;50502;NA;4800;4800;2;NA;NA;2365;NA;NA;2365;NA;Somali;Korahe;Kebridehar;50502;;
Kebridehar;07/09/2006;;;;flood;ethiopia;Somali;Korahe;50502;NA;3500;3500;2;NA;NA;0;NA;33;0;NA;Somali;Korahe;Kebridehar;50502;;
Kebridehar;25/04/2012;5;https://www.humanitarianresponse.info/en/disaster/ff-2012-000081-eth;;flood;ethiopia;Somali;Korahe;50502;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Somali;Korahe;Kebridehar;50502;;
Kelafo;27/05/2003;;;;flood;ethiopia;SNNPR;Gode;50605;NA;91050;91050;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Gode;Kelafo;50605;;
Kelafo;07/09/2003;;;;flood;ethiopia;Somali;Shebelle;50605;NA;110000;110000;NA;NA;NA;0;NA;NA;0;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;07/09/2005;;;;flood;ethiopia;Somali;Shebelle;50605;NA;9574;9574;29;NA;5969;23440;NA;34;23440;5969;Somali;Shebelle;Kelafo;50605;;
Kelafo;05/12/2005;;;;flood;ethiopia;Somali;Shebelle;50605;NA;40000;40000;66;NA;NA;0;NA;NA;0;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50605;NA;NA;NA;NA;NA;NA;0;NA;108;0;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50605;NA;88540;88540;29;2;NA;0;NA;NA;0;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;07/11/2008;;;;flood;ethiopia;Somali;Shebelle;50605;NA;88540;88540;29;2;NA;0;NA;NA;0;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;07/09/2006;;;;flood;ethiopia;Somali;Shebelle;50605;NA;NA;NA;2;1;3200;392;8539;NA;392;3200;Somali;Shebelle;Kelafo;50605;;
Kelafo;02/05/2012;;;;flood;ethiopia;Somali;Shebelle;50605;702;NA;702;NA;NA;NA;NA;NA;NA;NA;NA;Somali;Shebelle;Kelafo;50605;;
Kelafo;20/04/2013;6;https://reliefweb.int/sites/reliefweb.int/files/resources/Humanitarian%20Bulletin_20%20May%202013.pdf;;flood;ethiopia;;Somali;50605;Shebelle;;50605;;;;;;;;;;;;;;
Kelafo;01/11/2015;;;;flood;ethiopia;Somali;Shebelle;50605;102000;NA;102000;5;NA;NA;10000;NA;NA;10000;NA;Somali;Shebelle;Kelafo;50605;;
