disaster_type;Countrty;adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;ADM3_PCODE;ward;date_recorded;date_recorded_new;Data_quality_score;ifrc_source;data_source;data_quality;magnitude_impact;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage)
flood;kenya;;;Kiambu;KE022;Kiambu;KE022117;0;17-03-2018;;5;other;eoc;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kiambu;KE022;Kabete;KE022119;Gitaru;15-04-2018;;5;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kiambu;KE022;0;#N-A;0;18-04-2018;;5;other;eoc;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kiambu;KE022;0;#N-A;Karura;18-05-2018;;1;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;27-06-2003;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;09-04-2006;;;other;dref;1;1;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0
flood;;;;;;;#N-A;;29-04-2006;;7;other;;;;0;;;;;3000;;;0;;;;;;;;
flood;;;;;;Kaloleni;KE003013;Mnarani, Matsangoni, Kikambala and Kaloleni, Kikambala, Bahari,  Ganze, Vitangeni;01-05-2006;;7;IFRC;;;;0;;25;;48;;;;;;;;;;;;
flood;kenya;;;Kilifi;KE003;0;#N-A;0;17-05-2006;;0;other;dref;1;1;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;20-05-2006;;0;other;dref;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;22-05-2006;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;23-05-2006;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;Jimba;27-10-2006;;5;other;disinventer;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;27-10-2006;;0;other;disinventer;2;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Kaloleni;KE003013;Mariakani,Kombeni,Kokotoni,Kolongoni;08-11-2006;;5;IFRC;dref;1;1;5;0;25;0;100;288;1;0;1;1;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;01-06-2008;;7;other;disinventer;2;1;0;17;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;28-10-2009;;5;other;disinventer;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Garashi, Adu, Kidutani;01-11-2009;;5;other;disinventer;2;1;4;0;466;0;0;2330;1;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;01-11-2009;;0;other;disinventer;2;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;01-11-2009;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;02-11-2009;;0;other;disinventer;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Malindi;KE003016;0;04-11-2009;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;Kipangangeni, Mwangatini, Majahazini villages;06-01-2010;;6;other;disinventer;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;06-01-2010;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;06-01-2010;;0;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Malindi;KE003016;0;21-03-2010;;5;other;disinventer;1;1;0;0;97;66;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;07-04-2010;;1;other;dref;0;0;0;0;0;0;1569;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;Goshi area;29-04-2010;;5;other;disinventer;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Malindi;KE003016;0;14-05-2010;;0;other;dref;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;Mtwapa;22-05-2010;;5;other;disinventer;1;1;0;0;354;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;13-10-2011;;5;other;disinventer;1;1;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;15-10-2011;;5;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;01-03-2012;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;26-04-2012;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;29-04-2012;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003; Malindi;#N-A;0;05-05-2012;;1;other;eoc;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;11-06-2012;;;other;dref;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;11-06-2012;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;16-04-2013;;5;other;disinventer;2;1;2;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;16-04-2013;;0;other;disinventer;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;16-04-2013;;0;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;02-12-2013;;1;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;26-05-2014;;0;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;30-10-2015;;5;other;disinventer;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;12-11-2015;;5;other;disinventer;2;1;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;16-11-2015;;5;other;disinventer;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;16-11-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Ganze;KE003015;Sokoke;17-11-2015;;5;other;eoc;2;1;0;0;0;0;5;170;0;0;0;0;0;0;0;0;0;0;250
flood;kenya;;;Kilifi;KE003;0;#N-A;0;18-11-2015;;5;other;disinventer;2;0;0;0;0;0;50;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;29-11-2015;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;04-01-2016;;1;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;05-05-2016;;1;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Kaloleni, Ganze;#N-A;Mariakani, Ganze,Bamba,Jaribuni and Jila;08-05-2017;;5;other;eoc;2;0;0;0;0;0;5;0;1;0;1;1;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Malindi;KE003016;0;23-05-2017;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;19-11-2017;;0;other;eoc;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1740
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;04-03-2018;;0;other;eoc;2;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Kakuyuni, Garashi, Sabaki, Dhololo, Dagamura;17-03-2018;;5;other;disinventer;0;0;3;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;17-03-2018;;0;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;17-03-2018;;0;other;eoc;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Magarini;22-04-2018;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;Magarini;KE003017;Garashi;23-04-2018;;0;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003; Magarini;#N-A;Garashi;25-04-2018;;5;other;eoc;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kilifi;KE003;0;#N-A;0;11-06-2018;;1;other;dref;1;1;4;0;0;0;4530;0;0;0;0;10;0;0;0;0;0;0;1100
flood;kenya;;;Kilifi;KE003;0;#N-A;0;05-01-2019;;1;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;14-05-2002;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;15-11-2011;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;Mwea;KE020100;Mwea;08-05-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;13-05-2012;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;30-11-2014;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;10-11-2015;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;12-11-2015;;;other;disinventer;2;1;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;27-11-2015;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;Mwea;KE020100;Mwea;01-12-2015;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;18-04-2018;;;other;eoc;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;Mwea;KE020100;Mwea;20-04-2018;;;other;eoc;2;1;0;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;30-04-2018;;;other;eoc;2;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;05-05-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;15-05-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;Mukure;16-05-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kirinyaga;KE020;0;#N-A;0;11-06-2018;;;other;dref;1;1;1;0;0;0;407;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;14-05-2002;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;18-08-2009;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;14-01-2010;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;22-05-2010;;;other;disinventer;2;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;Kenyenya;#N-A;0;20-05-2012;;;other;eoc;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;11-06-2012;;;other;dref;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;14-04-2013;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;18-04-2013;;;other;disinventer;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;18-04-2013;;;other;disinventer;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;26-04-2013;;;other;disinventer;2;1;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;31-05-2013;;;other;dref;0;0;0;0;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;14-11-2013;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;26-05-2014;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;0;#N-A;0;12-11-2015;;;other;eoc;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500
flood;kenya;;;Kisii;KE045;South Mugirango;KE045262;0;13-11-2015;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0
flood;kenya;;;Kisii;KE045;Kenyanya;#N-A;0;06-05-2018;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;13-05-2002;;;other;dref;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;14-05-2002;;;other;disinventer;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;04-01-2003;;;other;wra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;27-06-2003;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;07-09-2003;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;31-05-2005;;;other;dref;1;1;0;0;0;0;0;453;0;0;0;1;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;17-05-2006;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;19-05-2006;;;other;dref;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
flood;kenya;;;Kisumu;KE042;0;#N-A;0;24-05-2006;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;25-05-2006;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;Miwani;26-05-2006;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Kisumu East;KE042238;0;12-01-2007;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;21-10-2009;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;Miwani;04-11-2009;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;27-12-2009;;;other;disinventer;2;1;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;27-12-2009;;;other;disinventer;2;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;03-01-2010;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;04-01-2010;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;05-01-2010;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;14-01-2010;;;other;disinventer;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;14-01-2010;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;14-01-2010;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;07-04-2010;;;other;dref;1;1;7;0;0;0;466;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;02-05-2010;;;other;disinventer;1;1;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;11-05-2010;;;other;disinventer;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-05-2010;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;06-12-2011;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;06-12-2011;;;other;disinventer;1;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;06-12-2011;;;other;disinventer;1;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;06-12-2011;;;other;disinventer;1;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;06-12-2011;;;other;disinventer;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Kisumu East;KE042238;0;12-12-2011;;;other;dref;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;21-01-2012;;;other;disinventer;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;01-03-2012;;;other;disinventer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;19-04-2012;;;other;disinventer;1;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;22-05-2012;;;other;disinventer;1;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Muhoroni;KE042243;0;10-11-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;28-12-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;29-12-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Kisumu East;KE042238;0;31-12-2012;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;09-01-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;15-01-2013;;;other;dref;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Muhoroni;KE042243;Chemelil;15-01-2013;;;other;dref;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;East Kano;15-01-2013;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Muhoroni;KE042243;Ombeyi;15-01-2013;;;other;dref;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;15-01-2013;;;other;dref;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;01-02-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;02-02-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;07-04-2013;;;other;disinventer;2;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyakach;KE042244;0;07-04-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;08-04-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;08-04-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;0;#N-A;0;09-04-2013;;;other;disinventer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Muhoroni;KE042243;Ombeyi;07-05-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Muhoroni;KE042243;Ombeyi;09-05-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flood;kenya;;;Kisumu;KE042;Nyando;KE042242;0;12-05-2013;;;other;eoc;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
