wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.8504965 9.5868732, 41.8505971 9.5866854, 41.8506789 9.5865677, 41.8507728 9.5864236, 41.8509635 9.5861601))",,residential,,0,no risk,120
"MULTILINESTRING ((41.8495269 9.6177519, 41.849488 9.6178148, 41.8494528 9.6178673, 41.8494253 9.6179113, 41.8494129 9.6179301, 41.8494124 9.6179358))",,residential,,0,no risk,121
"MULTILINESTRING ((41.8446016 9.6185288, 41.8445959 9.6185019, 41.8445929 9.6184585, 41.8445296 9.618002))",,residential,,0,no risk,122
"MULTILINESTRING ((41.8752453 9.5914843, 41.8752654 9.5911841, 41.8752731 9.5908029, 41.8752788 9.5904939, 41.8752855 9.5901196, 41.8752955 9.5898386, 41.8753073 9.5895896, 41.8753138 9.5892255, 41.8753018 9.5888733, 41.8752974 9.5886151))",,residential,,0,no risk,123
"MULTILINESTRING ((41.8770473 9.5893479, 41.8769663 9.5896309, 41.8769616 9.5896473, 41.8768889 9.5899018, 41.8767466 9.5902825, 41.8766212 9.5906327, 41.8765086 9.5909858, 41.8763826 9.5913409, 41.8762223 9.5917984))",,residential,,0,no risk,124
"MULTILINESTRING ((41.876669 9.5896309, 41.8769616 9.5896473))",,residential,,0,no risk,125
"MULTILINESTRING ((41.8662046 9.5876108, 41.8662028 9.5876562, 41.8661678 9.5879926))",,residential,,0,no risk,126
"MULTILINESTRING ((41.8642576 9.5822224, 41.8641999 9.5819791, 41.8641493 9.5817456, 41.8640912 9.5815071, 41.8640234 9.581256))",,residential,,0,no risk,127
"MULTILINESTRING ((41.8680999 9.5883126, 41.8682501 9.5884058, 41.8683191 9.5884409, 41.8685035 9.5885044))",,residential,,0,no risk,128
"MULTILINESTRING ((41.87112 9.5950771, 41.8713499 9.5953493, 41.8715718 9.5955978))",,residential,,0,no risk,129
"MULTILINESTRING ((41.8610148 9.6071221, 41.8610242 9.6071552, 41.8610255 9.6071869, 41.8610188 9.6072253, 41.8610148 9.6072742, 41.8610148 9.6073231, 41.8610296 9.6073496, 41.8610564 9.6073985, 41.8610698 9.6074316, 41.8610777 9.6074593, 41.861097 9.6075267))",,service,,0,no risk,130
"MULTILINESTRING ((41.8613662 9.607843, 41.8613734 9.6078787, 41.861393 9.6079757, 41.8614012 9.6080162, 41.8614218 9.6081185, 41.8614479 9.6082197, 41.8614842 9.6083704, 41.8615212 9.6085038))",,service,,0,no risk,131
"MULTILINESTRING ((41.8733566 9.607338, 41.8737507 9.6073956, 41.8742234 9.6074646, 41.8742911 9.6074752, 41.874391 9.607501, 41.8745586 9.6075651))",,residential,,0,no risk,132
"MULTILINESTRING ((41.8782282 9.6025404, 41.8784103 9.6023751, 41.8784921 9.6023499, 41.8785766 9.6023037, 41.8786181 9.6022521, 41.8786517 9.602137, 41.8786684 9.6020773, 41.8786798 9.6020365, 41.8787161 9.6019189, 41.8787389 9.6018604))",,residential,,0,no risk,133
"MULTILINESTRING ((41.8626051 9.5922551, 41.8626979 9.5920027, 41.8627207 9.5919022, 41.8627073 9.5918519, 41.8626711 9.5918136, 41.8620743 9.5915425, 41.8620045 9.5915412, 41.8618383 9.5915888, 41.8616223 9.5916774, 41.8615767 9.5917237))",,residential,,0,no risk,134
"MULTILINESTRING ((41.8681616 9.5913058, 41.8686704 9.5910863))",,residential,,0,no risk,135
"MULTILINESTRING ((41.8674394 9.5921547, 41.8681267 9.5918592, 41.8685191 9.5916905))",,residential,,0,no risk,136
"MULTILINESTRING ((41.8475877 9.5945217, 41.8472913 9.5944808, 41.8472216 9.5944808, 41.8471357 9.5944768, 41.8470861 9.5944662, 41.8470258 9.5944331, 41.8469748 9.5943908, 41.8468983 9.5943168, 41.8468447 9.5942626, 41.8465175 9.5941224, 41.8463029 9.5940457, 41.8462399 9.5940457, 41.8461996 9.5940576, 41.8461889 9.594084, 41.8461768 9.5941621, 41.8462653 9.5944014))",,residential,,0,no risk,137
"MULTILINESTRING ((41.8403444 9.591967, 41.8403491 9.5925548))",,residential,,0,no risk,138
"MULTILINESTRING ((41.8466216 9.5978497, 41.8467104 9.5979364))",,residential,,0,no risk,139
"MULTILINESTRING ((41.8555042 9.6046005, 41.8555156 9.604619, 41.8555183 9.6046494, 41.8555042 9.6049271, 41.855474 9.6049589, 41.8553399 9.6050303))",,residential,,0,no risk,140
"MULTILINESTRING ((41.8555337 9.6054184, 41.8555324 9.6055116))",,service,,0,no risk,141
"MULTILINESTRING ((41.8502551 9.6035347, 41.8502069 9.6042739, 41.8501805 9.6044544, 41.8501458 9.6046759))",,residential,,0,no risk,142
"MULTILINESTRING ((41.8352108 9.6077249, 41.8350758 9.6072484, 41.8350624 9.6072411, 41.8350128 9.6072372, 41.8349417 9.6072411, 41.8347493 9.6072623, 41.8340229 9.6074036))",,residential,,0,no risk,143
"MULTILINESTRING ((41.8393484 9.607322, 41.8392986 9.6071717))",,service,,0,no risk,144
"MULTILINESTRING ((41.8389664 9.6016293, 41.8391367 9.6019896, 41.8392024 9.6021397, 41.8392269 9.6022055))",,residential,,0,no risk,145
"MULTILINESTRING ((41.8458548 9.6029565, 41.8455425 9.6030455))",,residential,,0,no risk,146
"MULTILINESTRING ((41.8409948 9.6033668, 41.8413741 9.6032218, 41.841732 9.6030918, 41.8421165 9.6029555, 41.8424848 9.6028081, 41.8428334 9.6026515, 41.843182 9.6024925, 41.8434881 9.6023665, 41.8442904 9.6020753, 41.8448398 9.6018739, 41.8454119 9.6016607))",,residential,,0,no risk,147
"MULTILINESTRING ((41.8646591 9.583868, 41.8648911 9.5840982, 41.8652128 9.5844359))",Kefira-Shell Road,secondary,,0,no risk,148
"MULTILINESTRING ((41.826158 9.5993518, 41.82613 9.599224, 41.8261152 9.5990957, 41.8261258 9.5989734))",,residential,,0,no risk,149
"MULTILINESTRING ((41.8379745 9.5985152, 41.8378628 9.5984474, 41.8377292 9.5984068, 41.8375983 9.5983963, 41.8374235 9.5984125, 41.8372268 9.5984654))",,residential,,0,no risk,150
"MULTILINESTRING ((41.8376521 9.5987371, 41.8376642 9.5989733))",,residential,,0,no risk,151
"MULTILINESTRING ((41.8044108 9.5972583, 41.8050277 9.5968881, 41.8050921 9.5968722))",,unclassified,,0,no risk,152
"MULTILINESTRING ((41.8370833 9.6087899, 41.8359221 9.6091914, 41.8356419 9.6092819, 41.8353675 9.6093803, 41.8350738 9.6094794, 41.8347773 9.6095659, 41.8342413 9.6097532, 41.8330353 9.6101515))",,residential,,0,no risk,153
"MULTILINESTRING ((41.7862434 9.6091819, 41.7871492 9.6080929))",,residential,,0,no risk,154
"MULTILINESTRING ((41.8599285 9.5812083, 41.8599448 9.5810176))",,residential,,0,no risk,155
"MULTILINESTRING ((41.8631712 9.581838, 41.8622094 9.5816607, 41.8616849 9.5815553, 41.8611595 9.5814515, 41.860402 9.5813018, 41.8599285 9.5812083))",,residential,,0,no risk,156
"MULTILINESTRING ((41.7844609 9.6232977, 41.7843872 9.6228413, 41.7842725 9.6221317, 41.7841987 9.6216752))",,residential,,0,no risk,157
"MULTILINESTRING ((41.8599594 9.5829127, 41.859962 9.5839693))",,residential,,0,no risk,158
"MULTILINESTRING ((41.8464728 9.6157287, 41.8465403 9.6162732, 41.8465991 9.6167398, 41.8466971 9.6177359))",,residential,,0,no risk,159
"MULTILINESTRING ((41.8612762 9.5809494, 41.8611901 9.5812678, 41.8611595 9.5814515, 41.8610846 9.5818763, 41.8610019 9.5822941, 41.8609606 9.5825938))",,residential,,0,no risk,160
"MULTILINESTRING ((41.8217593 9.6030799, 41.8221162 9.6043639))",,residential,,0,no risk,161
"MULTILINESTRING ((41.8448299 9.6087306, 41.8448797 9.6089099, 41.8448958 9.6090032))",,residential,,0,no risk,162
"MULTILINESTRING ((41.8242039 9.6010199, 41.8237536 9.6011702, 41.8231371 9.6013927))",,residential,,0,no risk,163
"MULTILINESTRING ((41.8795005 9.607004, 41.8797786 9.6073014))",,residential,,0,no risk,164
"MULTILINESTRING ((41.8777607 9.6088947, 41.8775023 9.6084989, 41.8770061 9.6077767))",,residential,,0,no risk,165
"MULTILINESTRING ((41.8715123 9.5976118, 41.8719443 9.5975469, 41.8723118 9.5975538, 41.8728262 9.5975874))",,residential,,0,no risk,166
"MULTILINESTRING ((41.8751855 9.5983235, 41.8753027 9.5979667, 41.8754453 9.5975695, 41.8757104 9.5968229, 41.8759684 9.5960725, 41.8762959 9.5951042))",,residential,,0,no risk,167
"MULTILINESTRING ((41.8485429 9.609439, 41.8490296 9.6092767))",,residential,,0,no risk,168
"MULTILINESTRING ((41.8415527 9.6050695, 41.8410715 9.6052192, 41.8406687 9.6053483, 41.8401173 9.6055279, 41.8396073 9.6056933))",,residential,,0,no risk,169
"MULTILINESTRING ((41.8566451 9.5850594, 41.8572895 9.5850188, 41.8578972 9.5849945, 41.8586506 9.5850002, 41.8593677 9.584972))",,residential,,0,no risk,170
"MULTILINESTRING ((41.8293172 9.6046553, 41.8302773 9.6043319, 41.8307946 9.6041561))",,residential,,0,no risk,171
"MULTILINESTRING ((41.889599 9.5960059, 41.8897466 9.5956358, 41.8897527 9.5956193, 41.889752 9.5956054))",,residential,,0,no risk,172
"MULTILINESTRING ((41.8866929 9.5960451, 41.8868867 9.5961912, 41.8869632 9.5962494, 41.8869987 9.5962752, 41.8870336 9.5962877))",,residential,,0,no risk,173
"MULTILINESTRING ((41.8813299 9.5934863, 41.8815029 9.5930685, 41.8816175 9.5927372, 41.8816229 9.5927161, 41.8816209 9.5926989))",,residential,,0,no risk,174
"MULTILINESTRING ((41.8800787 9.59307, 41.8802328 9.592603, 41.8803488 9.5922599))",,residential,,0,no risk,175
"MULTILINESTRING ((41.8812414 9.6073721, 41.8812601 9.6072187, 41.8812896 9.6071102, 41.8813238 9.6070236, 41.8813741 9.6069264, 41.8814492 9.6067942, 41.8815255 9.6066539, 41.8815387 9.6066296, 41.8818948 9.60617, 41.8822016 9.6056954, 41.8823183 9.6055367, 41.8824443 9.6053555, 41.882514 9.6052773, 41.8827488 9.6050289, 41.8828138 9.6049542, 41.8828627 9.6048709, 41.8828983 9.6047724, 41.8829291 9.6047036, 41.8829412 9.6046501, 41.8829487 9.604623))",,residential,,0,no risk,176
"MULTILINESTRING ((41.821822 9.6097809, 41.821822 9.6097858, 41.8218507 9.6098756, 41.8218794 9.6099549, 41.8219171 9.6102398, 41.8219412 9.6104222, 41.8219698 9.6105578, 41.8219806 9.610609, 41.8220128 9.6107677, 41.8220289 9.6108669, 41.8220396 9.6109515, 41.8220329 9.610974, 41.8219659 9.6110626, 41.8219484 9.6111313, 41.8219458 9.6111988, 41.8219994 9.6114143, 41.8220115 9.611563))",,residential,,0,no risk,177
"MULTILINESTRING ((41.8384454 9.6308816, 41.8391652 9.6311811, 41.8401486 9.6315903, 41.8402633 9.6316323, 41.8402874 9.6316411, 41.8403161 9.6316516, 41.8415618 9.6321075))",,residential,,0,no risk,178
"MULTILINESTRING ((41.8476185 9.6244623, 41.847471 9.6264575))",,residential,,0,no risk,179
"MULTILINESTRING ((41.8468729 9.6244305, 41.8471532 9.6244451, 41.8476185 9.6244623, 41.8479069 9.6244517))",,residential,,0,no risk,180
"MULTILINESTRING ((41.846834 9.6228637, 41.8468595 9.6230237, 41.8468662 9.6231017, 41.8468732 9.6235077, 41.8468755 9.6236465, 41.8468701 9.6239558, 41.8468675 9.6241013, 41.8468729 9.6244305))",,residential,,0,no risk,181
"MULTILINESTRING ((41.8580875 9.6126468, 41.8581757 9.6127207, 41.8582655 9.6127934, 41.8585498 9.6129733))",,service,,0,no risk,182
"MULTILINESTRING ((41.8529829 9.610805, 41.8530815 9.6108926, 41.8530963 9.6109002, 41.8531046 9.6109009, 41.8531204 9.6108933, 41.8531633 9.6108533, 41.8531747 9.6108477, 41.8531932 9.6108474, 41.8532629 9.6108556, 41.8533051 9.6108705, 41.853332 9.6108801, 41.8533494 9.6108824, 41.8534154 9.6108847))",,residential,,0,no risk,183
"MULTILINESTRING ((41.8582991 9.6122775, 41.8582374 9.612398, 41.8581556 9.6125276, 41.8580875 9.6126468))",,service,,0,no risk,184
"MULTILINESTRING ((41.8506126 9.5872173, 41.8502804 9.5877744, 41.850208 9.587894, 41.8499438 9.5883758))",,residential,,0,no risk,185
"MULTILINESTRING ((41.8482641 9.619453, 41.8484937 9.619329, 41.8487153 9.6192886, 41.8488672 9.6192646, 41.8489391 9.6192498, 41.8490185 9.619237, 41.8490932 9.6192314, 41.8492089 9.6192489, 41.849323 9.6192686))",,residential,,0,no risk,186
"MULTILINESTRING ((41.8450594 9.6179237, 41.8449849 9.6172022, 41.8449705 9.6170359, 41.8448853 9.6164732))",,residential,,0,no risk,187
"MULTILINESTRING ((41.8772794 9.5897625, 41.877588 9.5898822, 41.8778882 9.5899701, 41.8782135 9.5900713, 41.8785844 9.5901927, 41.8789193 9.5902978, 41.87922 9.5904026, 41.8795378 9.5905078, 41.8798398 9.5905979, 41.88017 9.5907097))",,residential,,0,no risk,188
"MULTILINESTRING ((41.8669391 9.5880171, 41.866921 9.5880065, 41.8668949 9.5880144, 41.8668372 9.5880561, 41.8667295 9.5881244))",,residential,,0,no risk,189
"MULTILINESTRING ((41.8713795 9.589955, 41.8713997 9.589951, 41.8717747 9.589989))",,residential,,0,no risk,190
"MULTILINESTRING ((41.8699759 9.6043982, 41.8697467 9.6043969, 41.8694222 9.6043757, 41.8691122 9.6043551, 41.8690342 9.6043572, 41.8689206 9.6043526, 41.8687001 9.6043328))",,residential,,0,no risk,191
"MULTILINESTRING ((41.8610777 9.6074593, 41.8615466 9.6073324, 41.8617814 9.6072606, 41.8618041 9.6072537, 41.8618872 9.6072266, 41.8619911 9.607179))",,service,,0,no risk,192
"MULTILINESTRING ((41.8779784 9.6037939, 41.8780737 9.6040068, 41.8781501 9.60418, 41.8781913 9.6042596, 41.8782197 9.604296, 41.8782649 9.6043331, 41.8785404 9.6048504))",,residential,,0,no risk,193
"MULTILINESTRING ((41.8777945 9.6015982, 41.8779254 9.6016861, 41.8780411 9.6017696, 41.8781367 9.6018422, 41.8782802 9.6018025, 41.8783781 9.6017813, 41.878472 9.6017919, 41.878594 9.6018104, 41.8786745 9.6018184, 41.8787437 9.6018248))",,residential,,0,no risk,194
"MULTILINESTRING ((41.8717262 9.6044908, 41.8703067 9.6045297))",,residential,,0,no risk,195
"MULTILINESTRING ((41.8437896 9.5984134, 41.8437789 9.5983711, 41.8438165 9.5982983, 41.8438983 9.5982415, 41.8440136 9.5982031, 41.8441491 9.598174, 41.8442684 9.5981674, 41.8443248 9.5981793))",,residential,,0,no risk,196
"MULTILINESTRING ((41.8525679 9.5936391, 41.8532968 9.5934943))",,residential,,0,no risk,197
"MULTILINESTRING ((41.8555042 9.6046005, 41.8558932 9.6045357))",,residential,,0,no risk,198
"MULTILINESTRING ((42.1237768 9.7147869, 42.1239467 9.7147429, 42.1240373 9.7146616, 42.1243107 9.7142243, 42.1248078 9.7135199, 42.1250349 9.7132595, 42.1254497 9.7128777, 42.1256535 9.7126796, 42.1258078 9.7125996, 42.127454 9.7123184, 42.1284196 9.7110705, 42.1303937 9.7100341, 42.1324322 9.7098015, 42.1349213 9.7085959, 42.1372816 9.7083633, 42.13814 9.7071365, 42.1389339 9.7031391, 42.1402428 9.7014682, 42.1408222 9.6999242, 42.1427319 9.6970688, 42.1427963 9.6962016, 42.1426461 9.6954613, 42.1437619 9.693748, 42.1438477 9.6920771, 42.1424959 9.6903638, 42.1411869 9.687466, 42.1395991 9.6872545, 42.1384833 9.6866411, 42.1364448 9.6841241, 42.1354792 9.6831299, 42.13505 9.6827915, 42.1338484 9.6825377, 42.1333549 9.6827915, 42.1321103 9.6829396, 42.1313808 9.6830876, 42.1309731 9.6828126, 42.1306083 9.6830242, 42.1302864 9.6820935, 42.1296679 9.6810679, 42.1294172 9.680768, 42.1291219 9.6806505))",,tertiary,,0,no risk,199
"MULTILINESTRING ((41.8209654 9.6046772, 41.8209869 9.6051136))",,residential,,0,no risk,200
"MULTILINESTRING ((41.8388078 9.6087711, 41.838694 9.6085325, 41.8386868 9.6084775, 41.8387109 9.6084497, 41.83879 9.6083915, 41.8388665 9.6083413, 41.8389188 9.6083029, 41.8389684 9.6082514, 41.839004 9.6081799))",,service,,0,no risk,201
"MULTILINESTRING ((41.8394084 9.6073429, 41.8396366 9.6072642))",,service,,0,no risk,202
"MULTILINESTRING ((41.8442329 9.6086143, 41.8441908 9.6085349))",,residential,,0,no risk,203
"MULTILINESTRING ((41.8458041 9.6067925, 41.8464192 9.6065457))",,residential,,0,no risk,204
"MULTILINESTRING ((41.843671 9.6057155, 41.8437602 9.6059856, 41.8438078 9.6061489, 41.8438628 9.6063479))",,residential,,0,no risk,205
"MULTILINESTRING ((41.8525222 9.5819792, 41.8522923 9.5824644, 41.8522695 9.5825001, 41.852094 9.5827202))",,residential,,0,no risk,206
"MULTILINESTRING ((41.8401999 9.5987142, 41.8396149 9.5989978, 41.8390944 9.5992235, 41.838548 9.5994449, 41.8380221 9.5996487, 41.8376729 9.5998225))",,residential,,0,no risk,207
"MULTILINESTRING ((41.8379618 9.5958851, 41.8381273 9.5952987, 41.8382253 9.5948787))",,residential,,0,no risk,208
"MULTILINESTRING ((41.8559656 9.5982521, 41.8560567 9.5983023))",Dipo Road,secondary,,0,no risk,209
"MULTILINESTRING ((41.8263124 9.6489331, 41.8276336 9.6509307, 41.8284966 9.6522436, 41.8287582 9.6526434, 41.8289701 9.6529296, 41.8290878 9.6530792, 41.8293789 9.6534186, 41.8296747 9.6537147, 41.8300074 9.6540017, 41.8303701 9.6542728, 41.8307675 9.6545347, 41.831128 9.6547329, 41.8314953 9.6549037, 41.8318303 9.6550335, 41.8320658 9.6551183, 41.83223 9.6551679, 41.8324657 9.6552317, 41.8329565 9.6553396, 41.8340366 9.6555314, 41.8359049 9.6558587, 41.8367469 9.6559877, 41.8375385 9.6560935, 41.8382295 9.6561563, 41.8393062 9.656239, 41.8403527 9.656325))",Outer Bypass,primary,,0,no risk,210
"MULTILINESTRING ((41.8533276 9.6195317, 41.8535435 9.619689, 41.853806 9.6198649))",,service,,0,no risk,211
"MULTILINESTRING ((41.8841289 9.5946942, 41.8843252 9.5945555, 41.884399 9.5945151, 41.8844694 9.5944774, 41.8845123 9.5944609, 41.8845901 9.5944484))",,residential,,0,no risk,212
"MULTILINESTRING ((41.8670417 9.5772931, 41.8670947 9.5773414))",,residential,,0,no risk,213
"MULTILINESTRING ((41.8429612 9.5899419, 41.8429545 9.5899476, 41.8429468 9.589949, 41.8425608 9.5899842))",,residential,,0,no risk,214
"MULTILINESTRING ((41.871653 9.581262, 41.8718388 9.581177, 41.8722073 9.5810262, 41.8723946 9.5808964, 41.8725452 9.5807858, 41.8725953 9.5807448, 41.8726338 9.5807023, 41.8726745 9.5806258, 41.8727404 9.580567, 41.8728573 9.5804891, 41.872876 9.5804766, 41.8730877 9.5803606, 41.8732296 9.5803251, 41.87329 9.580305, 41.8733629 9.5802369, 41.8734334 9.5801017, 41.8735063 9.5799053))",,residential,,0,no risk,215
"MULTILINESTRING ((41.87732 9.5990316, 41.8773542 9.5990416, 41.8778648 9.5992234, 41.878362 9.5993774))",,residential,,0,no risk,216
"MULTILINESTRING ((41.8410813 9.5947776, 41.8415594 9.5950388, 41.8418678 9.5951988, 41.8420797 9.5953205))",,residential,,0,no risk,217
"MULTILINESTRING ((41.8454446 9.5975168, 41.8454526 9.5975565, 41.8455264 9.5976663, 41.8458067 9.5979889, 41.8459851 9.5981899))",,residential,,0,no risk,218
"MULTILINESTRING ((41.843783 9.5970725, 41.8440103 9.5969191))",,residential,,0,no risk,219
"MULTILINESTRING ((41.8457289 9.5967446, 41.8459741 9.5971, 41.8462881 9.5975122, 41.8466216 9.5978497))",,residential,,0,no risk,220
"MULTILINESTRING ((41.851416 9.5959542, 41.8514656 9.595985, 41.8516606 9.5961681, 41.8517335 9.596243, 41.851788 9.596299, 41.8519637 9.596541, 41.852071 9.5966256, 41.8522561 9.596738, 41.8524398 9.5968187, 41.852641 9.5969324, 41.8527 9.5970064, 41.8527737 9.5971373, 41.8528917 9.5973304, 41.8529937 9.5974349, 41.8530688 9.5974706))",,service,,0,no risk,221
"MULTILINESTRING ((41.8537447 9.6028273, 41.8537661 9.6028696, 41.8538573 9.602945, 41.8539298 9.6029833, 41.8540022 9.6029899, 41.8541121 9.6030058, 41.8546399 9.6031698, 41.8549963 9.6032992))",,residential,,0,no risk,222
"MULTILINESTRING ((41.8350502 9.5984533, 41.8355754 9.5983803))",,residential,,0,no risk,223
"MULTILINESTRING ((41.8335837 9.5973053, 41.8329035 9.5972933, 41.8324802 9.5972986))",,residential,,0,no risk,224
"MULTILINESTRING ((41.7654161 9.4661422, 41.7649126 9.4659993, 41.7645103 9.4655231, 41.7643065 9.4653273, 41.7641616 9.4649781, 41.7639256 9.4644225, 41.7638451 9.4643008, 41.7638076 9.4642849, 41.7637217 9.4642849, 41.7635715 9.4643166, 41.7634267 9.4643801, 41.7633194 9.4644542, 41.7631209 9.4645177, 41.762563 9.4645495, 41.7622626 9.4645124, 41.7616243 9.4643484, 41.7614535 9.4643347))",,track,,0,no risk,225
"MULTILINESTRING ((41.8623197 9.5672406, 41.862313 9.5671641))",,service,,0,no risk,226
"MULTILINESTRING ((41.8699222 9.5818486, 41.870303 9.5818302, 41.8705648 9.5817676, 41.8707436 9.581715, 41.8708227 9.5816887, 41.8708839 9.5816779, 41.8709686 9.5816779, 41.8710917 9.5816524, 41.8712187 9.5816122, 41.8712743 9.581579, 41.8713182 9.5815279, 41.8713496 9.5813927, 41.8714272 9.5811584))",,residential,,0,no risk,227
"MULTILINESTRING ((41.8718546 9.4642196, 41.8718375 9.4638561, 41.8720525 9.4636569, 41.872326 9.4635734, 41.8731272 9.463779, 41.8735701 9.463824, 41.8740195 9.4638047, 41.8743582 9.4637276, 41.8746774 9.4634963, 41.8749184 9.4629245, 41.8750421 9.4623848, 41.875231 9.4621471, 41.8756023 9.4617295, 41.8764881 9.4615046, 41.8767877 9.4614789, 41.8771856 9.4614291))",,unclassified,,0,no risk,228
"MULTILINESTRING ((42.0000458 9.5429966, 42.0002493 9.543705, 42.0008394 9.5443292))",,track,,0,no risk,229
"MULTILINESTRING ((41.843182 9.6024925, 41.8434088 9.6030389, 41.8435241 9.6032756, 41.8435845 9.6033827, 41.8436636 9.603499, 41.8437159 9.6035797, 41.8437776 9.6037146, 41.843863 9.6039664, 41.8438959 9.6040822, 41.8440264 9.6045463, 41.8441241 9.6048416, 41.8442108 9.6051347, 41.844251 9.6052722, 41.8442993 9.6055122, 41.8444058 9.6061226))",,residential,,0,no risk,230
"MULTILINESTRING ((41.8325975 9.5991311, 41.8321842 9.599282, 41.8317241 9.5994361, 41.8315004 9.5995113))",,residential,,0,no risk,231
"MULTILINESTRING ((41.8246903 9.5235169, 41.8238532 9.5231726))",,tertiary,,0,no risk,232
"MULTILINESTRING ((41.8836032 9.6032492, 41.8835983 9.6032954, 41.8835903 9.6033523, 41.8835742 9.6034025, 41.8835554 9.6034627, 41.8835226 9.6035665))",,residential,,0,no risk,233
"MULTILINESTRING ((41.8369926 9.6112031, 41.8369657 9.6111315))",,primary_link,,0,no risk,234
"MULTILINESTRING ((41.8338939 9.6122216, 41.8337609 9.6122896, 41.8336844 9.6123227, 41.8335316 9.6123875, 41.8333704 9.6124428, 41.8332278 9.6124893, 41.8331842 9.612484))",,residential,,0,no risk,235
"MULTILINESTRING ((41.8743742 9.5819098, 41.8748383 9.5819964))",,residential,,0,no risk,236
"MULTILINESTRING ((41.8753073 9.5895896, 41.8756505 9.5895882))",,residential,,0,no risk,237
"MULTILINESTRING ((41.8674843 9.5892231, 41.8674937 9.5889846))",,residential,,0,no risk,238
