wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.8756711 9.5646638, 41.8756003 9.5647238, 41.8755547 9.5647476, 41.8754045 9.5647317, 41.8751658 9.564663, 41.8750505 9.5646709, 41.8748788 9.5647317, 41.8747233 9.5647397, 41.8744792 9.5646894, 41.8741814 9.5646445, 41.8738837 9.5646154, 41.8737928 9.5646143, 41.8736665 9.5646127, 41.8734438 9.5646683, 41.8731676 9.5646709))",,residential,,0,no risk,3447
"MULTILINESTRING ((42.0399702 9.6190352, 42.0397418 9.6184879, 42.0400674 9.6178738, 42.0402231 9.6171759, 42.0397276 9.6166455, 42.039402 9.6164501, 42.0383544 9.6166036, 42.0380005 9.6164221, 42.0380571 9.6152357, 42.0385243 9.6148589, 42.0386092 9.6143424, 42.0385667 9.6137981, 42.0377457 9.6126954, 42.037236 9.6109925, 42.0371228 9.6096106, 42.0360893 9.6081171, 42.0358486 9.6078938, 42.0351833 9.6077263, 42.0347869 9.6072238, 42.0343339 9.6057023, 42.0339375 9.6049625, 42.0325076 9.6042646, 42.0321254 9.6038459, 42.0336079 9.6037334, 42.0339582 9.6034326, 42.0341992 9.6033553, 42.0345368 9.6034043, 42.0349633 9.6032929, 42.0353248 9.6029665, 42.035792 9.6021569, 42.036514 9.6017521, 42.0367122 9.60111, 42.0374342 9.6008169, 42.0389207 9.6006634, 42.0402372 9.6004959))",,track,,0,no risk,3448
"MULTILINESTRING ((41.8515738 9.5868402, 41.851152 9.5871879, 41.8510099 9.5874841))",,residential,,0,no risk,3449
"MULTILINESTRING ((41.8518799 9.5922394, 41.8513596 9.5923473))",,residential,,0,no risk,3450
"MULTILINESTRING ((41.8540767 9.581518, 41.8540805 9.5816961, 41.8540883 9.5829561, 41.8541202 9.5836985, 41.8541194 9.5843208, 41.8541752 9.5850801, 41.8543383 9.5852616))",,residential,,0,no risk,3451
"MULTILINESTRING ((41.8437948 9.5873915, 41.843862 9.5874476, 41.8439421 9.5875938, 41.8438601 9.587941))",,residential,,0,no risk,3452
"MULTILINESTRING ((41.8514569 9.5837462, 41.8514433 9.5837795, 41.8513957 9.5838615, 41.8513736 9.583916, 41.8513736 9.5839276, 41.8513783 9.5839398, 41.8514092 9.5839726, 41.851432 9.584001, 41.8514583 9.5840492))",,residential,,0,no risk,3453
"MULTILINESTRING ((41.8528068 9.5849212, 41.8527276 9.5850994, 41.8526879 9.5852737, 41.8526245 9.5856301))",,residential,,0,no risk,3454
"MULTILINESTRING ((41.8555425 9.5802525, 41.8555181 9.5806536, 41.8555511 9.5812809))",,residential,,0,no risk,3455
"MULTILINESTRING ((41.8532395 9.5805183, 41.8539096 9.5804636, 41.8539499 9.5804709, 41.8539747 9.5804821, 41.8539928 9.5805066, 41.853972 9.5807175, 41.8539566 9.5807651, 41.8538982 9.5808398, 41.8538895 9.5808841, 41.8538916 9.581008))",,residential,,0,no risk,3456
"MULTILINESTRING ((41.8366221 9.5973754, 41.8363927 9.597216, 41.8360997 9.5970491, 41.8357017 9.5968383, 41.8355231 9.596749, 41.8349907 9.5965979, 41.8345367 9.5964586, 41.8343483 9.5964008, 41.8341985 9.5963753, 41.833621 9.5963772, 41.8331613 9.5963705, 41.8328795 9.5963847, 41.8326892 9.5963817, 41.8322476 9.5963938, 41.8318632 9.5963596))",,residential,,0,no risk,3457
"MULTILINESTRING ((41.85204 9.5852426, 41.8520864 9.5850616, 41.8520911 9.5849558, 41.8520929 9.5846474, 41.8520544 9.5842932, 41.852043 9.5841328, 41.8520315 9.5839622, 41.8520536 9.5830157, 41.852094 9.5827202, 41.8521136 9.5825521, 41.8521246 9.5824697, 41.8522706 9.5818559))",,residential,,0,no risk,3458
"MULTILINESTRING ((41.8319366 9.5956996, 41.8318339 9.5960713, 41.831837 9.5961453, 41.831872 9.5962354, 41.8318632 9.5963596))",,residential,,0,no risk,3459
"MULTILINESTRING ((41.8183078 9.6055658, 41.8182129 9.6055623, 41.8181938 9.6055256, 41.8181612 9.605466, 41.818099 9.6054127, 41.8180443 9.6053839, 41.8178634 9.6053185, 41.817632 9.6052595, 41.8173875 9.6051824, 41.8172501 9.6051216, 41.8171053 9.6050412, 41.8169675 9.6049635, 41.8168745 9.6049247, 41.816622 9.6047456, 41.8163084 9.6045369, 41.8162521 9.6044967, 41.8161864 9.6044901, 41.8160715 9.6045057))",,residential,,0,no risk,3460
"MULTILINESTRING ((41.8426523 9.5872939, 41.8428053 9.5873413, 41.8428435 9.5872787, 41.8430734 9.5872843, 41.843188 9.5873052, 41.8434994 9.5872601, 41.8435766 9.5872731, 41.8437213 9.5872738, 41.8437948 9.5873915))",,residential,,0,no risk,3461
"MULTILINESTRING ((41.8512301 9.5836026, 41.85127 9.5836178, 41.8513066 9.5836416, 41.8513362 9.5836647, 41.8514107 9.5837064, 41.8514569 9.5837462, 41.8514884 9.5837882, 41.8515211 9.5837928))",,residential,,0,no risk,3462
"MULTILINESTRING ((41.8256825 9.5978258, 41.8248262 9.5980232, 41.824657 9.5980648, 41.823639 9.5983421, 41.8232 9.5984468, 41.8228783 9.5984892, 41.8227736 9.5985318))",,residential,,0,no risk,3463
"MULTILINESTRING ((41.8527679 9.5820818, 41.8525222 9.5819792, 41.8522706 9.5818559, 41.8516457 9.5817043, 41.8514885 9.5816743, 41.8514512 9.5816412, 41.8513475 9.5816334, 41.8511698 9.581622, 41.8508206 9.5816449, 41.8504499 9.5817104))",,residential,,0,no risk,3464
"MULTILINESTRING ((41.8307788 9.5954052, 41.8308091 9.5955484, 41.8308248 9.5956813, 41.8308043 9.5957777, 41.8307398 9.5959778, 41.830687 9.5961598, 41.8306694 9.5965039, 41.8306884 9.596742, 41.8306553 9.5969206, 41.8306231 9.5970965))",,residential,,0,no risk,3465
"MULTILINESTRING ((41.8549816 9.5805436, 41.8552466 9.5805911, 41.8553845 9.5806287, 41.8555181 9.5806536))",,residential,,0,no risk,3466
"MULTILINESTRING ((41.8139074 9.6045272, 41.8138616 9.6045344, 41.8136061 9.6044088, 41.8135229 9.6043572, 41.8134774 9.6043083, 41.8134364 9.6042458, 41.8134232 9.6042316))",,residential,,0,no risk,3467
"MULTILINESTRING ((41.8308043 9.5957777, 41.8309617 9.5961185, 41.8310315 9.5963155, 41.8311159 9.5965268, 41.8311747 9.5966933, 41.8311908 9.5968814, 41.8311887 9.5970892))",,residential,,0,no risk,3468
"MULTILINESTRING ((41.8299587 9.5918662, 41.8299159 9.591751, 41.8298682 9.5915876, 41.8298371 9.591418, 41.8298827 9.5912893, 41.8299739 9.5911687, 41.8301293 9.5910339, 41.8302329 9.5909215, 41.8303241 9.5907417))",,residential,,0,no risk,3469
"MULTILINESTRING ((41.8618301 9.5761372, 41.8618845 9.5761393, 41.8620287 9.5761552, 41.8621004 9.576177, 41.8622641 9.5762293, 41.8622962 9.5762365, 41.8623747 9.5762478, 41.8625437 9.5762517, 41.8633872 9.5761433, 41.863528 9.5761063, 41.8636246 9.5760864, 41.8638137 9.5760719, 41.8640819 9.5760838, 41.8644132 9.5760851, 41.8646894 9.576056, 41.8651454 9.5759965, 41.8654686 9.5759198, 41.8659809 9.57581, 41.8662813 9.5757519, 41.8663698 9.5757413, 41.8665281 9.5757215))",,residential,,0,no risk,3470
"MULTILINESTRING ((41.8754666 9.6248761, 41.8754974 9.6251776, 41.8755336 9.6253667, 41.8756489 9.6257396, 41.8757522 9.6259062, 41.8758233 9.6259947, 41.8760312 9.6261799, 41.8761612 9.6262579, 41.8762887 9.6263147, 41.8765368 9.6264152, 41.8774407 9.626763, 41.8778594 9.6269158, 41.8790054 9.6273341, 41.8801856 9.6278129, 41.8813824 9.6282018, 41.8815033 9.628247, 41.8823979 9.6284244, 41.8832004 9.628411, 41.8836748 9.6283628, 41.8841816 9.6282829, 41.8846157 9.6281871, 41.8866972 9.6277278))",Djibouti Road,primary,,0,no risk,3471
"MULTILINESTRING ((41.8187234 9.6064813, 41.8192811 9.6063296))",,residential,,0,no risk,3472
"MULTILINESTRING ((41.8245442 9.5966284, 41.8239401 9.5968178, 41.8234176 9.5970135, 41.8231236 9.5971151, 41.8227843 9.5972366))",,residential,,0,no risk,3473
"MULTILINESTRING ((41.8188237 9.6119908, 41.8187208 9.6112155, 41.8186998 9.6111553, 41.8186211 9.6109446))",,residential,,0,no risk,3474
"MULTILINESTRING ((41.8228721 9.6022116, 41.8233644 9.6020292, 41.8239817 9.6018049))",,residential,,0,no risk,3475
"MULTILINESTRING ((41.8216139 9.6024662, 41.8216205 9.6026171, 41.8216594 9.6027876, 41.8217339 9.6030881))",,residential,,0,no risk,3476
"MULTILINESTRING ((41.8192188 9.6060812, 41.8195906 9.6060278, 41.8197329 9.6059936, 41.8197705 9.6059883, 41.8197899 9.6059896))",,residential,,0,no risk,3477
"MULTILINESTRING ((41.8248647 9.597444, 41.8247763 9.5974631, 41.8242058 9.5975813, 41.8237259 9.5977165, 41.8234465 9.5978181))",,residential,,0,no risk,3478
"MULTILINESTRING ((41.8242058 9.5975813, 41.8241913 9.5975041, 41.8241621 9.5974033, 41.8240854 9.5972152, 41.8240372 9.5970126, 41.8239881 9.5969147, 41.8239401 9.5968178))",,residential,,0,no risk,3479
"MULTILINESTRING ((41.8210513 9.6023129, 41.8209052 9.602312, 41.820817 9.6022964, 41.8207481 9.6022857, 41.8206826 9.6022787, 41.8206266 9.6022651, 41.8204776 9.6021992, 41.8202586 9.6020391, 41.8199797 9.6018627, 41.8199616 9.60186))",,residential,,0,no risk,3480
"MULTILINESTRING ((41.8178065 9.6121591, 41.8179251 9.6125567, 41.8181089 9.6132007))",,residential,,0,no risk,3481
"MULTILINESTRING ((41.8231236 9.5971151, 41.8231634 9.5971976, 41.8232119 9.5972845, 41.8232872 9.5974623, 41.8234465 9.5978181, 41.8235464 9.5980775, 41.8235877 9.5982019, 41.823639 9.5983421))",,residential,,0,no risk,3482
"MULTILINESTRING ((41.8219002 9.6020815, 41.8220048 9.6023275, 41.8220182 9.6023962, 41.8219729 9.6025754))",,residential,,0,no risk,3483
"MULTILINESTRING ((41.8177048 9.612038, 41.817221 9.6121429, 41.817044 9.6121825, 41.8168616 9.6121878, 41.8166631 9.6121455, 41.8165183 9.6121323))",,residential,,0,no risk,3484
"MULTILINESTRING ((41.8188681 9.6035026, 41.818892 9.6034502, 41.8190266 9.6032013, 41.8193259 9.6027427))",,residential,,0,no risk,3485
"MULTILINESTRING ((41.8272298 9.5994778, 41.8265223 9.5997249, 41.8261398 9.5998516, 41.8256351 9.6000343, 41.8253321 9.6001443, 41.8244737 9.600456, 41.8240621 9.6006177, 41.8229893 9.600979, 41.8224851 9.6011564))",,residential,,0,no risk,3486
"MULTILINESTRING ((41.8243553 9.5961121, 41.8242801 9.5961148, 41.8237815 9.5962628, 41.8230664 9.5964531))",,residential,,0,no risk,3487
"MULTILINESTRING ((41.822603 9.5964405, 41.8226384 9.5965801, 41.8227056 9.596845, 41.8227504 9.5970472, 41.8227843 9.5972366, 41.8229275 9.5975812, 41.8229904 9.5977577, 41.8230512 9.59793, 41.8231343 9.5981927, 41.8232 9.5984468, 41.8232935 9.5986551, 41.8233566 9.5988421, 41.8235732 9.5993156, 41.823892 9.600168, 41.8240621 9.6006177, 41.8242039 9.6010199, 41.8245804 9.6021119, 41.8248683 9.60289, 41.8250665 9.6033929))",,residential,,0,no risk,3488
"MULTILINESTRING ((41.8201219 9.6037119, 41.820149 9.6036828, 41.8201896 9.6036577, 41.8202996 9.6036121, 41.8204471 9.6035605, 41.820509 9.6035345, 41.8208574 9.603388, 41.8213657 9.6032108, 41.8217339 9.6030881, 41.8217593 9.6030799, 41.8221739 9.602941, 41.8225741 9.6028042, 41.822656 9.6027791, 41.8230132 9.6026511, 41.8235195 9.6024689, 41.8241291 9.602258, 41.8245804 9.6021119, 41.8250216 9.6019559, 41.8254487 9.6017985, 41.8261816 9.6015506, 41.8266048 9.6013932, 41.8270513 9.6012465))",,residential,,0,no risk,3489
"MULTILINESTRING ((41.8164942 9.6033589, 41.816808 9.6036055, 41.8168415 9.6036266, 41.8169327 9.6036954, 41.8169783 9.6037185, 41.8172821 9.60378, 41.8173122 9.603784, 41.8173471 9.60378, 41.8174544 9.603745, 41.8175054 9.6037251, 41.8175945 9.6036822, 41.8178473 9.6035142, 41.8179587 9.6034428, 41.8179908 9.603427, 41.8180095 9.6034108, 41.818025 9.6033972, 41.8181692 9.6031962, 41.8183702 9.602875))",,residential,,0,no risk,3490
"MULTILINESTRING ((41.8201443 9.6012349, 41.8201601 9.6012362, 41.8201721 9.6012465, 41.8203029 9.6013756, 41.8205873 9.6016512, 41.8207437 9.6018163, 41.8209032 9.6019665))",,residential,,0,no risk,3491
"MULTILINESTRING ((41.8248593 9.5988466, 41.8248011 9.5986661, 41.8247256 9.5984814, 41.824657 9.5980648))",,residential,,0,no risk,3492
"MULTILINESTRING ((41.8192964 9.6121719, 41.8192669 9.612162, 41.8192408 9.6121601, 41.8192099 9.6121594, 41.8191485 9.6121409, 41.8190916 9.6121214, 41.8190221 9.6121098, 41.8189306 9.6121048, 41.8188974 9.6121062, 41.8186788 9.6121402, 41.8184508 9.6121812, 41.8183261 9.6122195, 41.8182738 9.6122275, 41.8181142 9.6122367, 41.817979 9.6122544, 41.8178892 9.6122379, 41.8178065 9.6121591, 41.8177048 9.612038))",,residential,,0,no risk,3493
"MULTILINESTRING ((41.8183403 9.6035494, 41.8183455 9.6035254, 41.8182765 9.6034045, 41.818245 9.6033767, 41.8182215 9.6033694, 41.8181907 9.6033714, 41.8181471 9.6033959, 41.8181055 9.6034144, 41.8180559 9.6034263, 41.8180384 9.6034263, 41.8180095 9.6034108))",,residential,,0,no risk,3494
"MULTILINESTRING ((41.8223333 9.6018977, 41.8223749 9.6021344, 41.8224111 9.6021661, 41.8225265 9.6021569, 41.8225788 9.6021635, 41.8226056 9.6022389, 41.8226351 9.6022587, 41.8226928 9.6022653, 41.8228721 9.6022116))",,residential,,0,no risk,3495
"MULTILINESTRING ((41.8240218 9.6053503, 41.8240258 9.6053106, 41.8240193 9.6052683, 41.8238946 9.6049451, 41.823776 9.6046379, 41.823648 9.6043097, 41.8235155 9.6038923, 41.8230132 9.6026511, 41.8229405 9.6024495, 41.8228721 9.6022116, 41.8226884 9.6016808, 41.8224851 9.6011564, 41.8223407 9.6006436, 41.8221118 9.6000381, 41.822071 9.5999138, 41.8221085 9.5998465, 41.8221788 9.5998117, 41.822512 9.5996949, 41.8231521 9.5994648, 41.8235732 9.5993156, 41.8239993 9.5991519, 41.8248593 9.5988466, 41.8253189 9.5986325, 41.8257223 9.5983991, 41.8260828 9.5982514))",,residential,,0,no risk,3496
"MULTILINESTRING ((41.8223407 9.6006436, 41.8217511 9.6008233, 41.8216905 9.6008421, 41.8210119 9.6011621))",,residential,,0,no risk,3497
"MULTILINESTRING ((41.8237259 9.5977165, 41.8237094 9.5976324, 41.8236906 9.5975376, 41.8236141 9.5973436, 41.8235137 9.5971775, 41.8234592 9.5970944, 41.8234176 9.5970135))",,residential,,0,no risk,3498
"MULTILINESTRING ((41.8190748 9.605311, 41.8191577 9.6056886, 41.8191926 9.6058774, 41.8192188 9.6060812, 41.8192811 9.6063296, 41.8193092 9.6064273, 41.8193152 9.606568, 41.8192516 9.6067694, 41.8192794 9.6069288, 41.8192899 9.6070945, 41.8192662 9.6073912, 41.8192481 9.6074739, 41.8192448 9.6075281, 41.8192461 9.6075631, 41.8192756 9.6076292, 41.8193212 9.6077256))",,residential,,0,no risk,3499
"MULTILINESTRING ((41.8184774 9.6103906, 41.8186699 9.6106838, 41.8186935 9.6107412, 41.8187106 9.6107771, 41.8187391 9.6108163, 41.818815 9.6108065, 41.8189055 9.6107518, 41.8189242 9.6107188, 41.8188952 9.6106791, 41.8188469 9.6105693, 41.8188106 9.6104352, 41.8188698 9.6102798))",,service,,0,no risk,3500
"MULTILINESTRING ((41.8183026 9.6027764, 41.8182293 9.6027861, 41.8181534 9.6028139, 41.8180687 9.6028802, 41.8179776 9.6029765, 41.8178278 9.6031391))",,residential,,0,no risk,3501
"MULTILINESTRING ((41.8177155 9.6106654, 41.8177471 9.6107523, 41.8177716 9.6108543, 41.8177682 9.6109898, 41.817736 9.6111721, 41.8177105 9.6112715, 41.8176717 9.6115505, 41.8176475 9.6118498, 41.8177048 9.612038))",,residential,,0,no risk,3502
"MULTILINESTRING ((41.8163118 9.6118308, 41.8166631 9.6118493, 41.8168241 9.611881, 41.8169019 9.6119075, 41.8169957 9.6119075, 41.8171191 9.6118784, 41.8176475 9.6118498))",,residential,,0,no risk,3503
"MULTILINESTRING ((41.8195425 9.6113098, 41.8194205 9.6113151, 41.8193319 9.6113125, 41.8192668 9.6112998, 41.8192331 9.611277, 41.8191965 9.6112105, 41.8191642 9.6111909, 41.8189997 9.6111967, 41.8188532 9.6111988, 41.818817 9.6112014, 41.8187208 9.6112155))",,residential,,0,no risk,3504
"MULTILINESTRING ((41.818172 9.6209591, 41.8183363 9.6213993, 41.8183428 9.6214263, 41.8183722 9.621549))",,residential,,0,no risk,3505
"MULTILINESTRING ((41.8307964 9.6140946, 41.8308631 9.6140473, 41.8312108 9.6139398, 41.8314649 9.6138737, 41.8315367 9.6138572, 41.8316017 9.6138407, 41.8316674 9.6138122, 41.8317101 9.6138043, 41.8317645 9.6137971))",,residential,,0,no risk,3506
"MULTILINESTRING ((41.8159469 9.6091699, 41.8160202 9.6085866, 41.8160904 9.6081313))",,residential,,0,no risk,3507
"MULTILINESTRING ((41.8189657 9.6184161, 41.8190544 9.6183293, 41.8191422 9.618168, 41.819177 9.6180512, 41.8192333 9.6179267))",,residential,,0,no risk,3508
"MULTILINESTRING ((41.8287086 9.614188, 41.8288109 9.6143682, 41.8288457 9.6144965, 41.8288498 9.6148006, 41.8288699 9.6148839, 41.8289436 9.6150386, 41.8290362 9.6152013, 41.8290804 9.615348, 41.8291193 9.6154578, 41.8292159 9.6158082, 41.8292568 9.6159047, 41.829299 9.6159748, 41.8293198 9.6160303, 41.829354 9.6161791, 41.8293547 9.616224, 41.8293433 9.6163001, 41.8293292 9.6163695, 41.8293191 9.6164217, 41.8293145 9.6166009, 41.8293171 9.6167979, 41.8293245 9.6168812, 41.8293272 9.61694, 41.8293198 9.6169936, 41.8293077 9.6170505, 41.8292548 9.6172032, 41.8292467 9.6172713, 41.8292434 9.6173103, 41.829242 9.6174346, 41.8292487 9.617537, 41.829295 9.6177493, 41.8293173 9.6179537, 41.8293215 9.6179919, 41.8293017 9.6180692, 41.8291998 9.6183522, 41.8291381 9.6184897, 41.8290992 9.6186048, 41.8290561 9.6186708, 41.8290362 9.6187013, 41.8288122 9.6190345, 41.8286419 9.6192434, 41.8284662 9.61941, 41.8282174 9.61957, 41.828078 9.6196745, 41.8279717 9.6197534, 41.8279499 9.6197697, 41.8278647 9.6198358, 41.8277883 9.6199032, 41.8276817 9.6200255, 41.827396 9.6203343, 41.8271855 9.6205498, 41.8270741 9.6206423, 41.8268394 9.6207825, 41.8267402 9.6208275, 41.8266584 9.6208605, 41.8265659 9.6209041, 41.8265189 9.6209412, 41.826472 9.621002, 41.8263607 9.6211303, 41.8263258 9.6211593, 41.8262655 9.6211845, 41.8262279 9.621203, 41.8262038 9.6212294, 41.8260971 9.621361, 41.8260623 9.6213977, 41.8260469 9.6214089, 41.8260344 9.6214125))",,residential,,0,no risk,3509
"MULTILINESTRING ((41.8192331 9.611277, 41.819228 9.6115097, 41.8192237 9.6116626))",,residential,,0,no risk,3510
"MULTILINESTRING ((41.817736 9.6111721, 41.8178474 9.6112071, 41.8179397 9.6112068, 41.8180146 9.6112107, 41.8181545 9.6111776, 41.8186998 9.6111553))",,residential,,0,no risk,3511
"MULTILINESTRING ((41.9734473 9.6265346, 41.9735688 9.6264618, 41.9737446 9.6263549, 41.9738726 9.6262564, 41.9739768 9.6261858, 41.9741483 9.6261109, 41.9742589 9.626051, 41.9743327 9.6259676, 41.9743436 9.6258841, 41.9744803 9.6257643, 41.9746669 9.6255632, 41.974732 9.6254605, 41.974821 9.6253535, 41.9750077 9.6252508, 41.9752312 9.6250283, 41.9754287 9.6248486, 41.9756196 9.6246752, 41.9757499 9.6246538, 41.975854 9.6246068, 41.9760645 9.6244848, 41.9762425 9.6243457, 41.9763857 9.6242174, 41.9765203 9.6241917, 41.9766765 9.6240719, 41.9768303 9.6239639))",,track,,0,no risk,3512
"MULTILINESTRING ((41.8192569 9.6174135, 41.8192103 9.6174291, 41.8189604 9.6175414, 41.817961 9.6177835, 41.8178391 9.6178223, 41.8172832 9.6179994, 41.8172528 9.6180091, 41.8167413 9.6181131, 41.8160061 9.6182316))",,residential,,0,no risk,3513
"MULTILINESTRING ((41.8193562 9.6173802, 41.8192569 9.6174135))",,residential,,0,no risk,3514
"MULTILINESTRING ((41.8159116 9.6182328, 41.8158599 9.6182306, 41.8156831 9.6182346))",,residential,,0,no risk,3515
"MULTILINESTRING ((41.8160061 9.6182316, 41.8159116 9.6182328))",,residential,,0,no risk,3516
"MULTILINESTRING ((41.8118379 9.6102586, 41.8118851 9.6096951))",,residential,,0,no risk,3517
"MULTILINESTRING ((41.8323065 9.6155087, 41.8323313 9.6156098, 41.8323648 9.6157543, 41.832402 9.6159758, 41.8324426 9.6162406, 41.8324895 9.616669, 41.8325016 9.616788, 41.8325217 9.6168832, 41.8325499 9.6169268, 41.8325901 9.6169533, 41.8326357 9.6169691, 41.8326867 9.6169691, 41.8327202 9.6169559, 41.8327363 9.6169427, 41.8327551 9.6168977, 41.8327749 9.6167385))",,residential,,0,no risk,3518
"MULTILINESTRING ((41.8322924 9.615437, 41.8323065 9.6155087))",,residential,,0,no risk,3519
"MULTILINESTRING ((41.8290804 9.615348, 41.8310096 9.6147141, 41.831427 9.6145693, 41.8323007 9.6141043))",,residential,,0,no risk,3520
"MULTILINESTRING ((41.8160904 9.6081313, 41.8160806 9.6078173, 41.8160126 9.6075864, 41.8159708 9.6073894))",,residential,,0,no risk,3521
"MULTILINESTRING ((41.8243283 9.6157239, 41.8236222 9.6160106, 41.8225475 9.6164469, 41.8217098 9.6167856, 41.821078 9.6169763))",,residential,,0,no risk,3522
"MULTILINESTRING ((41.8382935 9.631287, 41.8373618 9.630953, 41.8372866 9.6308869, 41.8372726 9.630833, 41.8372625 9.6307944, 41.8374047 9.6300275, 41.8373725 9.6299429, 41.8372571 9.6299376, 41.8367395 9.6300434, 41.8366161 9.6300063, 41.8365249 9.6299217, 41.8364739 9.6297445, 41.8365556 9.6294083, 41.8367207 9.6287291, 41.8369567 9.6278406, 41.8369782 9.6277665, 41.8369889 9.6276819, 41.83698 9.6276086))",,residential,,0,no risk,3523
"MULTILINESTRING ((41.8372726 9.630833, 41.8372571 9.63092, 41.8372525 9.6309874, 41.8372065 9.6312958, 41.8371981 9.6313266, 41.8371921 9.6313378, 41.8371847 9.6313391, 41.8357775 9.6312519, 41.8353591 9.6312519, 41.8329236 9.6313788, 41.8327301 9.6313993, 41.8323228 9.6314423))",,track,,0,no risk,3524
"MULTILINESTRING ((41.8365556 9.6294083, 41.8362528 9.6293156, 41.835543 9.6291423, 41.8348466 9.628989, 41.8341976 9.6288157, 41.8338798 9.6286891, 41.8339272 9.6285357, 41.8339948 9.6282291, 41.8341773 9.6279025, 41.8342922 9.6276692, 41.8344613 9.6272027, 41.8346377 9.6267679, 41.8346641 9.6267028, 41.8347764 9.6265313))",,residential,,0,no risk,3525
"MULTILINESTRING ((41.8403762 9.6278236, 41.8408144 9.6279701, 41.8412446 9.6281524, 41.8416064 9.6282964, 41.8428361 9.6287608))",,residential,,0,no risk,3526
"MULTILINESTRING ((41.8393399 9.6285144, 41.8395497 9.6279904, 41.8397774 9.6272319, 41.8402907 9.6261375, 41.84039 9.6260688, 41.8404785 9.6260609, 41.8409289 9.6263129, 41.8413894 9.6265707))",,residential,,0,no risk,3527
"MULTILINESTRING ((41.8421359 9.6279858, 41.8424437 9.627268))",,residential,,0,no risk,3528
"MULTILINESTRING ((41.8402331 9.5931994, 41.840011 9.5929399, 41.8399139 9.5928106, 41.8398462 9.5927297))",,residential,,0,no risk,3529
"MULTILINESTRING ((41.8437065 9.6301901, 41.8432412 9.6312955, 41.842804 9.6324987, 41.8426124 9.6329703, 41.8423077 9.6337204, 41.8422959 9.6337524, 41.8419242 9.6347557, 41.8418629 9.6349281, 41.8411893 9.6368209))",,residential,,0,no risk,3530
"MULTILINESTRING ((41.8410656 9.6333026, 41.8405705 9.6344628))",,residential,,0,no risk,3531
"MULTILINESTRING ((41.841369 9.6325423, 41.8410656 9.6333026))",,residential,,0,no risk,3532
"MULTILINESTRING ((41.8426544 9.6343724, 41.8438389 9.6347989))",,residential,,0,no risk,3533
"MULTILINESTRING ((41.834957 9.6031115, 41.834782 9.6027269, 41.8346904 9.6026058, 41.8345674 9.6023934))",,residential,,0,no risk,3534
"MULTILINESTRING ((41.8228082 9.5935463, 41.822561 9.5936993))",,residential,,0,no risk,3535
"MULTILINESTRING ((41.8094016 9.6097903, 41.808965 9.6097569, 41.8084987 9.6096953, 41.8082 9.6095617, 41.8079807 9.6093946, 41.8077455 9.6091123, 41.8077208 9.6090827, 41.8074982 9.6090336, 41.8064406 9.6090757, 41.8060258 9.6090532, 41.8046697 9.6092596, 41.8043598 9.6092884, 41.8041744 9.609238, 41.8031174 9.608718, 41.8029455 9.6087288, 41.8027541 9.6087741, 41.8022767 9.6088038, 41.8014919 9.6086965, 41.801213 9.608623, 41.800843 9.6086802, 41.8006248 9.6087374, 41.8002769 9.6087428, 41.8000468 9.6087232, 41.7999682 9.6086828, 41.7995866 9.6088935, 41.7992928 9.6089555, 41.7991096 9.6089398, 41.7988666 9.6088526))",,unclassified,,0,no risk,3536
"MULTILINESTRING ((41.8077455 9.6091123, 41.807946 9.6090921, 41.8082982 9.6091289, 41.8087721 9.6091075, 41.8090629 9.6090262, 41.8093797 9.6089128, 41.8098177 9.6087808, 41.8103653 9.6087129))",,residential,,0,no risk,3537
"MULTILINESTRING ((41.7731937 9.6267685, 41.7732146 9.6266617, 41.7732332 9.6266157, 41.7732892 9.6265858, 41.773505 9.6265598, 41.7762489 9.6267084, 41.7763884 9.6267101, 41.7764814 9.6266858, 41.7765687 9.6265845, 41.7770378 9.6258048, 41.7770496 9.6257409, 41.7770509 9.6256682, 41.7770287 9.6252433, 41.7770226 9.6251277, 41.7770006 9.624682, 41.7769699 9.6240582, 41.7769553 9.6237199, 41.7769276 9.6230792, 41.7768959 9.6225449, 41.7768925 9.622488, 41.7768436 9.621486))",,residential,,0,no risk,3538
"MULTILINESTRING ((41.7762497 9.6225345, 41.776562 9.6225559, 41.7768959 9.6225449))",,service,,0,no risk,3539
"MULTILINESTRING ((41.7765725 9.6214724, 41.7765659 9.6212577, 41.7765816 9.6211611, 41.7766942 9.6208651))",,residential,,0,no risk,3540
"MULTILINESTRING ((41.8533284 9.581498, 41.8533025 9.5812372, 41.8532808 9.5809723, 41.8532395 9.5805183, 41.8531916 9.5800439, 41.8531715 9.5797554, 41.8531306 9.5795624, 41.8530254 9.5791978))",,residential,,0,no risk,3541
"MULTILINESTRING ((41.8375325 9.6333689, 41.8405705 9.6344628, 41.8418629 9.6349281))",,residential,,0,no risk,3542
"MULTILINESTRING ((41.8418629 9.6349281, 41.8423916 9.6351192, 41.843573 9.6355461, 41.8437078 9.6351672, 41.8438389 9.6347989, 41.8439855 9.6343866, 41.8428053 9.6339436, 41.8422959 9.6337524))",,residential,,0,no risk,3543
"MULTILINESTRING ((41.8423916 9.6351192, 41.8425219 9.634749, 41.8426544 9.6343724, 41.8428053 9.6339436))",,residential,,0,no risk,3544
"MULTILINESTRING ((41.8425219 9.634749, 41.8437078 9.6351672))",road,residential,,0,no risk,3545
