lon,lat,fid,name,description,type,Administrative region,Date of installation
34.2048576,-10.764058,21627,Chilonga communal tap,Close to lake valley,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/12/2002
33.9226918,-10.9932852,31639,Kadumuliro tap ,Close to lemon trees ,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",6/8/2019
33.73907488,-10.92484464,3164,Lundu Primary WP,Close to Lundu Primary school,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.5182647,-11.2347936,21045,Sprodeta irrigation water tap,Close to Malidade road ,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",8/24/2016
33.500073,-11.2295436,21056,Maternity wing water tap,Close to malidade school road,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",12/6/2018
33.4997319,-11.2292282,24146,Malidade health centre Staff houses water tap ,Close to malidade school road ,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",12/14/2018
34.0422059,-10.7348657,30213,Group village headman kasanamanga tap,Close to mango tree,Piped into public tap / standpipe / basin,"SC Mwalweni, Rumphi, Malawi",6/22/1998
33.5001762,-11.2292994,22844,Malidade health centreMain health centre water tap,Close to Mango tree,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",12/12/2018
33.9339355,-10.9535119,31652,Masanika ,Close to mango tree ,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",8/15/1998
33.9327803,-10.9527781,19136,Wisematumbo tap ,Close to mango tree ,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",2/28/2008
34.2028973,-10.7733786,4946,Juliet munthali pvt tap,Close to matchipisa rest house,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",10/15/2003
34.2032749,-10.7733781,21625,Mzimba Nyasulu pvt tap,Close to Matchipisa rest house ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",8/11/2003
34.2064971,-10.7630913,21633,Mavuchi communal tap,Close to mavuchi grave yard,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/10/2009
34.2070661,-10.7901181,18234,Mdoyi communal tap,Close to mdoyi grave yard,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/12/2003
34.2070992,-10.7893105,4151,Zembo Kondowe tap,Close to Mdoyi grave yard,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",1/8/2002
33.4998486,-11.2296529,5540,Malidade health centre Guardian Shelter water tap,Close to melayina tree,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",12/28/2018
33.7157297,-11.1387151,34300,Khuyu health post water tap,Close to melayina trees ,Piped into public tap / standpipe / basin,"TA Mtwalo, Mzimba, Malawi",10/10/2019
34.2027869,-10.8178495,4193,Kasinda Communal tap,Close to mellaina trees up hill,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/9/2019
34.2041357,-10.8194494,18233,Chinjanji communal tap,Close to Mfulu bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/10/2019
34.2044079,-10.8216355,21756,Mayuni communal tap,Close to mfulu bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/13/2019
34.201549,-10.8238242,29641,Chiunjika communal tap ,Close to mfulu storage tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/22/2019
34.2002681,-10.8224789,29642,Kalumbambo communal tap ,Close to mfulu storage tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/15/2019
34.2013571,-10.7622831,21635,Chigoti communal tap,Close to mlowe bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/7/2019
34.2003528,-10.7614974,18187,Mlowe Market Communal tap,Close to Mlowe bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",7/9/2019
34.1982744,-10.76179,21640,Nyakanyenda communal tap,Close to mlowe bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/15/2019
34.2012055,-10.7586802,256,Makanjira communal tap,Close to mlowe bridge ,Piped into public tap / standpipe / basin,"STA Njikula, Rumphi, Malawi",6/4/2019
34.2070239,-10.7841784,12930,Chiluwi Communal tap,Close to mlowe cdss,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/5/2019
34.2064003,-10.7856017,12929,Mhango communal tap,Close to mlowe cdss,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/26/2003
34.2067997,-10.7837874,5377,Nyakaluwa pvt tap,Close to mlowe cdss,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",8/30/2011
34.2043951,-10.7604787,21632,Kambundi communal tap,Close to Mlowe dike,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/12/2019
34.2026352,-10.7617545,29931,Mapande communal tap,Close to Mlowe dike ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",2/7/2001
34.2005783,-10.7679785,5265,Yuda communal tap,Close to Mlowe FP school ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/4/2019
34.2036892,-10.7759947,4959,H. Ngwira pvt tap,Close to mlowe jetty,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",2/1/2005
34.2028854,-10.7784858,21870,Gloria Harawa communal tap,Close to mlowe jetty ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",1/9/2012
34.2031181,-10.7818243,12990,Msiwa pvt tap,Close to mlowe jetty bridge,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/19/2014
34.2023147,-10.7841935,35426,Chisiza communal tap,Close to mlowe main storage tank,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/4/2019
34.1994536,-10.7614332,21642,Nyachimayi communal tap,Close to mlowe market,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/11/2019
34.199609,-10.7624758,6128,Mzukulu communal tap,Close to mlowe market ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",7/5/2019
34.204997,-10.7842108,21866,Chagala communal tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",10/7/2009
34.2061336,-10.7838186,21865,Kazowo communal tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/2/2014
34.2036199,-10.7833063,12988,Mwachisoti communal tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/5/2019
34.2063858,-10.7842664,6400,S. Nyasulu pvt tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/8/2011
34.2035309,-10.7833676,880,Thunda communal tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/16/2019
34.2028682,-10.777901,6479,Msowoya pvt tap,Close to nyathawi maize mill,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",8/24/2009
33.5997542,-11.1955264,35691,Manolo farm office water point ,Close to office,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",11/3/2018
33.4171854,-12.1091424,2077,Rtc tap 5,Close to RTC office  block,Piped into public tap / standpipe / basin,"TA Mzukuzuku, Mzimba, Malawi",10/23/2017
33.8723365,-11.0301966,8177,Mr. Big simwaka tap,Close to rumphi stadium,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/23/2012
34.2110201,-10.7937973,7207,Agatha Kondowe pvt tap,Close to selewa grave yard,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/28/2005
34.2099438,-10.7921922,3803,M. Mhango pvt tap,Close to selewa grave yard ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/21/2010
34.2101582,-10.7927963,21757,T. Mhango communal tap,Close to selewa grave yard ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/21/2010
34.209747,-10.7923814,12910,Zambia Mhango communal tap ,Close to Selewa grave yard ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",9/12/2007
34.2113561,-10.79448,16718,Selewa communal tap,Close to selewa hills along mfulu road,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/3/2009
34.2056959,-10.7595225,21629,Chitepwete communal tap,Close to south rukuru river ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/18/2003
34.1991473,-10.7609812,16576,John Msowoya pvt tap,Close to South rukuru river ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",11/16/1994
33.9824261,-10.8507117,11354,Ngemela tap ,Close to sugarcane garden ,Piped into public tap / standpipe / basin,"SC Mwahenga, Rumphi, Malawi",6/13/1985
34.2072791,-10.7825702,35427,Mlowe CDSS tap,Close to T/A Mwamlowe compound,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/28/2019
34.2028206,-10.8205118,21755,Malindi communal tap,Close to the hills along mfulu river,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/14/2019
34.2035966,-10.7723808,7409,Kanyenda communal tap,Close to the lake,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",9/13/2005
34.2042757,-10.772672,6778,Ntholome communal tap ,Close to the lake ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/13/2002
34.2042175,-10.8143482,18231,Sangazinje communal tap ,Close to the lake shore along mfulu road,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/5/2019
34.2079985,-10.759243,7971,Mndunda communal tap,Close to the lake valley,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",6/4/2019
34.2075971,-10.757974,20881,Baghaya communal tap ,Close to the valley,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",2/17/2015
34.2075573,-10.7590812,6208,Mkwenchi communal tap,Close to the valley,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",2/28/2000
34.2097814,-10.7616478,18199,Dambuza communal tap,Close to the valley under a large mango tree,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",3/21/2001
33.6071192,-11.2825304,28538,Enkondhlweni primary school staff houses tap 1,Close to unistin nyirendas home and Mango trees ,Piped into public tap / standpipe / basin,"TA Mpherembe, Mzimba, Malawi",5/14/2018
34.2043549,-10.8286542,29639,Mazinga communal tap,Close to village head Mazinga house,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/8/2019
34.2116548,-10.8460569,29653,Zunga Catholic Church tap,Close to zunga Catholic Church ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",4/17/2019
34.2094044,-10.8389309,29643,Chatumbama communal tap,Close to zunga school,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/13/2019
34.2107283,-10.8411419,29644,Gomeka communal tap ,Close to zunga school ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/11/2019
34.2114023,-10.8436596,30547,Zayi communal tap,Close to zunga school ,Piped into public tap / standpipe / basin,"TA Mwamlowe, Rumphi, Malawi",5/14/2019
33.74614014,-10.95005269,30084,Chapalanika WP,Communal,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76964968,-10.96188232,19817,Kaonavinji WP,Communal,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.74447194,-10.95001095,23012,Kawaza School Staff Tap,Communal,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76788026,-10.96285896,25537,Maphambanizga WP,Communal,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75839809,-10.89689388,16430,Mzuwawa,Communal point,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.68070957,-10.93788122,13552,BakaH wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.62774057,-10.92802138,15105,Bembe school WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75975796,-10.8622708,17533,Bikisa WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.74593552,-10.95830454,3993,Bojo Chavula Tap WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71768748,-10.96839607,14698,Bowoyekex wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.73513011,-10.97237176,13464,Bulaulax wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.66427398,-10.96564201,7454,Chabe WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.64636209,-10.95722471,2690,Chafuwa WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75225346,-10.93930749,13489,Chamakhowa communal WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63906027,-10.88495763,18609,Chapasuka WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.74505592,-10.97576532,2407,Chawinga Communal wp,communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70355205,-10.97476584,17811,Chibwana WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.6555984,-10.9594495,15429,Chiga WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76952863,-10.97249071,15065,Chikhazika WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75309464,-10.93860761,13490,Chikwayula wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.67393251,-10.99072929,15837,Chilewani WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.74557269,-10.97370816,22572,Chilongozi Tap,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.62933609,-10.92443467,14553,Chilusanga WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.78145802,-10.93797484,24752,Chimbilajembe WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.69959421,-10.97712358,17803,Chimbirima WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.6725365,-10.96631864,18910,Chimukwayaya wp,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.69558107,-10.96269697,14027,Chinjoka wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.68611299,-10.95233668,5034,Chipa wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63423381,-10.9379959,15111,Chipofyab WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76621469,-10.86872593,17539,Chisavya WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.72980969,-10.97336394,7367,Chitali wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.79444612,-10.99744919,14504,Chivwivwi WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77038851,-10.9791387,35054,Chiwozga1 WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.73104486,-10.97353082,13380,Chizauteka wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63474727,-10.93917339,15120,Gampha1 WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77481355,-11.01584693,35003,Gongona WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77689115,-10.99495112,15249,Jakapu WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77649549,-11.01626866,13627,Jatula2 WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77503227,-11.01713016,13606,Jatulax WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71190612,-10.97705032,19016,Kajumix WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77544681,-11.01480145,29790,Kalera WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77706136,-10.96207727,13951,Kalizga wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77731382,-11.01291406,13807,Kalonde WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75517141,-10.86647617,17524,Kalopa wp,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.77075898,-11.02581269,14367,Kamukusa WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.69751263,-10.92487688,13585,Kamulayike wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7940068,-10.99006915,29865,Kamulira WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.66259823,-10.95531737,18676,Kangoma WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.72792627,-10.96676489,14739,Kanyawinda wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.67026028,-10.99168682,15816,Kanyerere WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70075478,-10.96719364,14058,Kasalty wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.72074895,-10.97580479,34986,Kawazamawe wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77414137,-10.98847555,15147,Kayunguna WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76170509,-10.93022327,17582,Khalira WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.78655419,-10.98473565,29837,Khomawekha wp ,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.6965586,-10.92918099,35001,Komboni wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77324693,-11.00846622,15722,Kondamuzimu WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71029081,-10.9683296,14187,Kwekwerele wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77688743,-10.97263389,13959,Lupoka wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77581204,-10.99044016,15150,Madumula WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.73233805,-10.9763284,13385,Makopete wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.68450963,-10.95892811,12212,Malisawa wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77159165,-10.94315204,24729,Malonje1 WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71528542,-10.97827616,13476,MankhumbaB wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.6474854,-10.95839593,18638,Mapa WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.69100068,-10.95491092,13304,Masuzgo wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76979806,-10.92234019,17593,Mayelere 1 wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76482167,-10.92736462,17586,Mayelere WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.64192272,-10.95180276,15115,Mfuneb WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63339837,-10.90207289,14544,Mhango WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63364532,-10.89727434,14549,Mhone1 WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.68928727,-10.94058863,13540,MK Ngwira wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63630157,-10.889664,18610,Mkandawire1 WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77236337,-10.96771746,14651,Mkombezi WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70802196,-10.97670608,6370,Mlambikax wp,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75202837,-10.93426801,13956,Mphande School WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76377638,-10.90139323,17555,Mukola WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.77243157,-10.92929285,17638,Mukulama WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70450303,-10.96895806,6325,Mukwaju wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70301334,-10.96917425,14092,Mulyanyindazx wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.62977367,-10.91339221,18607,Mulyezi WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.78517099,-10.99289517,29862,Munjirakusi wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75591712,-10.86185465,17532,Mupokonyoka WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.76474607,-10.86990711,17527,Muyota wp,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.72925903,-10.96637894,14767,Mwachilimba tap,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.75641725,-10.88950745,16433,Mwalupondo Tap,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76176298,-10.94581688,26968,Mwandila wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77288493,-10.9804882,15071,Myali WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.74963015,-10.93742349,13517,Mzale wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77974894,-10.9432194,4342,Mzongano WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.63036901,-10.92398611,14546,Nkhamanga WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.73674969,-10.97114159,22407,Nthulituli wp,communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7723634,-11.01783156,13618,Phete WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.65001989,-10.95548713,15403,Prokejo WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.70230222,-10.93715979,13574,Richardx wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.69208623,-10.96145948,13985,Rungu wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76327116,-10.88224775,17526,Sibale WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.6303045,-10.91002545,14547,Simwaka WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77683535,-10.92824961,17631,Vwalauheni WP,Communal tap,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.63516668,-10.94069682,15130,Wanangwa wp,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77778946,-10.93539405,19875,Yawaka WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77629471,-10.99250119,3103,Zamangwe WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.770629,-10.99906338,13799,Zinduwindu WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77420988,-10.93222709,17630,Ziwiri 2 wp,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.79825989,-10.98609144,29844,Zondola WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77264533,-11.01663312,13615,Zumala WP,Communal tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.65187394,-10.95724938,15404,Zumara WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.64491557,-10.95382338,15388,Zunda WP,Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.78080363,-11.01717294,13620,Biti WP,Communal tap ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71048445,-10.97521216,18163,Mudonixh WP,Communal Tap ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7901743,-10.99370597,35020,Kagogo wp,Communal WP,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.77326574,-11.00666483,35077,Chikwawa School WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76749999,-11.01264309,15728,Chikwawa secondary school wp,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.71253969,-10.97380712,5783,Chirambo Secondary School WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
