serial,admin_level_0_code,admin_level_1_code,admin_level_2_code,admin_level_0_name,admin_level_1_name,admin_level_2_name,event,location,year,month,day,deaths,injured,missing,affected,houses_destroyed,houses_damaged,others,sources,losses $loc,losses $usd,date,health,education,agriculture,industry,aqueduct,sewerage,energy,communication,cause,damaged roads,magnitude,damaged hospitals,damaged education centers,damage in crops Ha.,lost cattle,evacuated,relocated,latitude,longitude,comments
658,47.0,,,WEST POKOT,,,DROUGHT,East Pokot,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
659,47.0,,,WEST POKOT,,,DROUGHT,Masol,2009,8,1,0,0,0,0,0,0,,IFRC,0,0,,-1,-1,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
660,35.0,,,NYANDARUA,,,DROUGHT,Nyandarua South,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
661,36.0,,,NYERI,,,DROUGHT,,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
662,36.0,,,NYERI,,,DROUGHT,Nyeri Central,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
663,35.0,,,NYANDARUA,,,DROUGHT,Weru,2009,8,1,0,0,0,10000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
664,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,8338,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
665,35.0,,,NYANDARUA,,,DROUGHT,Nyandarua North,2009,8,1,0,0,0,50000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
666,36.0,,,NYERI,,,DROUGHT,,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
667,10.0,,,KAKAMEGA,,,DROUGHT,,2009,8,1,0,0,0,0,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
668,29.0,,,MURANGA,,,DROUGHT,,2011,3,4,0,0,0,20000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
669,29.0,,,MURANGA,,,DROUGHT,,2011,3,4,0,0,0,5600,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
684,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,7500,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
685,15.0,,,KIRINYAGA,,,DROUGHT,Kirinyaga North,2011,3,4,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
686,13.0,,,KIAMBU,,,DROUGHT,Gatundu North,2011,3,4,0,0,0,23081,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
687,13.0,,,KIAMBU,,,DROUGHT,Kiambu East,2011,3,4,0,0,0,6000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
688,13.0,,,KIAMBU,,,DROUGHT,Kiambu West,2011,3,4,0,0,0,45000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
689,15.0,,,KIRINYAGA,,,DROUGHT,Kirinyaga East,2011,3,4,0,0,0,24934,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
690,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,3,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
691,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,4,0,0,0,7,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
692,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,7,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
693,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,8,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
694,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,11,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
695,11.0,,,KEIYO-MARAKWET,,,EPIDEMIC,Kabirsus Primary School,2009,8,11,0,0,0,6,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
696,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,12,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
1317,40.0,,,TANA-RIVER,,,FLOOD,Konemansa(Mwanja village),2012,5,30,0,0,0,0,142,0,Crops were submerged and farms flooded,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,-1,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,142 household were affected.
1318,5.0,,,EMBU,,,FLOOD,at don bosco area,2012,5,31,1,0,0,0,0,0,,kpr,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0.0,0,0,0,0.0,0.0,
1319,40.0,,,TANA-RIVER,,,FLOOD,Kipao (Ongonyo village),2012,5,30,0,0,0,0,0,0,,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1320,40.0,,,TANA-RIVER,,,FLOOD,Salama (Tawakal),2012,5,30,0,0,0,0,125,0,Crops were submerged and farms flooded,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,125 Household were affected.
1321,40.0,,,TANA-RIVER,,,FLOOD,Salama (Kiembeni),2012,5,30,0,0,0,0,150,0,Crops were submerged and farms flooded,SPECIAL PROGRAMME,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,150 household were affected.
1322,40.0,,,TANA-RIVER,,,FLOOD,Salama (peponi),2012,5,30,0,0,0,0,79,0,,Special programme,0,0,,-1,-1,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,79 household were destroyed.
847,47.0,,,WEST POKOT,,,FLOOD,Ptirap,2005,11,14,11,15,0,200,0,0,Wei Wei brigde collapsed,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,-1,,0,0,0.0,0,0,0,0.0,0.0,
848,43.0,,,TURKANA,,,FLOOD,,2008,11,14,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
849,20.0,,,LAIKIPIA,,,FLOOD,Laikipia North,2008,11,14,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
850,8.0,,,ISIOLO,,,FLOOD,,2008,11,14,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
851,37.0,,,SAMBURU,,,FLOOD,,2008,11,14,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
852,6.0,,,GARISSA,,,FLOOD,,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
853,6.0,,,GARISSA,,,FLOOD,Dujis,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
854,6.0,,,GARISSA,,,FLOOD,Gurufa village,2008,11,7,0,0,0,0,0,50,2000 goats,GoK,0,0,,0,0,-1,0,0,0,0,0,Flood,0,,0,0,0.0,2000,0,0,0.0,0.0,
855,14.0,,,KILIFI,,,FLOOD,"Kipangangeni, Majahazini, Mwangatini villages",2010,1,6,0,0,0,419,0,0,Maize destroyed,GOK-OP.15/047/4A/NOC,0,0,,0,0,0,0,0,0,0,0,El Niño,-1,,0,0,0.0,0,0,0,0.0,0.0,
856,46.0,,,WAJIR,,,FLOOD,,2008,11,7,0,0,0,80000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,400,0.0,0.0,
857,46.0,,,WAJIR,,,FLOOD,,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
858,46.0,,,WAJIR,,,FLOOD,,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
859,46.0,,,WAJIR,,,FLOOD,,2012,2,14,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
860,46.0,,,WAJIR,,,FLOOD,,2012,2,14,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
861,46.0,,,WAJIR,,,FLOOD,,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
862,46.0,,,WAJIR,,,FLOOD,,2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,
863,6.0,,,GARISSA,,,FLOOD,"Lagdera, Bura, Dadaab roads",2008,11,7,0,0,0,0,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Flood,-1,,0,0,0.0,0,0,0,0.0,0.0,
697,36.0,,,NYERI,,,EPIDEMIC,,2009,8,14,0,0,0,1,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
698,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,13,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
699,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,14,0,0,0,4,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
700,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,15,0,0,0,3,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
701,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,17,0,0,0,1,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
702,30.0,,,NAIROBI,,,EPIDEMIC,,2009,8,18,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
703,16.0,,,KISII,,,FLOOD,Riakworo High School,2009,8,18,0,0,0,6,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
704,37.0,,,SAMBURU,,,DROUGHT,Samburu Central,2009,5,1,0,0,0,52000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
705,8.0,,,ISIOLO,,,EPIDEMIC,Isiolo,2009,4,28,0,0,0,750,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Cond.Atmosph.,0,,0,0,0.0,0,0,0,0.0,0.0,
706,3.0,,,BUNGOMA,,,DROUGHT,Mt. Elgon,2009,5,13,0,0,0,8000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,"8,000 families were affected by the drought"
707,10.0,,,KAKAMEGA,,,DROUGHT,,2009,5,13,0,0,0,38580,0,0,,,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
708,10.0,,,KAKAMEGA,,,DROUGHT,Kakamega North,2008,5,13,0,0,0,98000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
709,10.0,,,KAKAMEGA,,,DROUGHT,,2009,5,13,0,0,0,334000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
710,34.0,,,NYAMIRA,,,DROUGHT,"Rigoma, Borabu, Ekerenyo",2009,5,13,0,0,0,24076,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
711,3.0,,,BUNGOMA,,,DROUGHT,"Wapukha, Toloso, Kulisiru",2009,4,1,0,0,0,2700,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
712,3.0,,,BUNGOMA,,,DROUGHT,Nalondo,2009,4,1,0,0,0,7000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
713,3.0,,,BUNGOMA,,,DROUGHT,Malakasi,2009,4,1,0,0,0,2200,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
714,3.0,,,BUNGOMA,,,DROUGHT,"Lukhome, Chepsitat",2009,4,1,0,0,0,1000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
715,15.0,,,KIRINYAGA,,,DROUGHT,Kirinyaga South,2011,4,3,0,0,0,55031,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
716,15.0,,,KIRINYAGA,,,DROUGHT,Kirinyaga West,2011,4,3,0,0,0,0,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
717,29.0,,,MURANGA,,,DROUGHT,,2011,4,3,0,0,0,10527,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
718,29.0,,,MURANGA,,,DROUGHT,,2011,4,3,0,0,0,0,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
719,29.0,,,MURANGA,,,DROUGHT,,2009,4,3,0,0,0,1092,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
720,35.0,,,NYANDARUA,,,DROUGHT,Nyandarua North,2011,4,3,0,0,0,35000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
721,35.0,,,NYANDARUA,,,DROUGHT,Nyandarua West,2011,4,3,0,0,0,6400,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
722,35.0,,,NYANDARUA,,,DROUGHT,Mirangine - Nyandarua North,2011,4,3,0,0,0,3950,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
723,35.0,,,NYANDARUA,,,DROUGHT,,2011,4,3,0,0,0,5373,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
724,35.0,,,NYANDARUA,,,DROUGHT,Kinangop,2011,4,3,0,0,0,4500,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
725,36.0,,,NYERI,,,DROUGHT,Mathira East,2011,4,3,0,0,0,25334,0,0,,GOK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
726,36.0,,,NYERI,,,DROUGHT,Mathira West,2011,4,3,0,0,0,16011,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
727,36.0,,,NYERI,,,DROUGHT,Nyeri South,2011,4,3,0,0,0,2000,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
728,23.0,,,MAKUENI,,,DROUGHT,Mukaa,2011,3,9,0,0,0,0,0,0,,GOK,0,0,,0,0,-1,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
6805,16.0,,,KISII,,,LIGHTNING,MOROCHWA,2015,10,15,3,1,0,0,0,0,,KP,0,0,2016-03-16,-1,0,0,0,0,0,-1,0,Rain,0,,0,0,0.0,0,0,0,-0.688002264416567,34.7882080078125,3 DEATHS AND 1 INJURED REPORTED
6806,29.0,,,MURANGA,,,MUDSLIDE,MURANGA,2015,10,20,1,0,0,0,0,0,,KP,0,0,2016-03-16,0,0,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.7405265623177278,37.1530151367188,1 DEATH WAS REPORTED.
670,29.0,,,MURANGA,,,DROUGHT,Muranga East,2011,3,4,0,0,0,42274,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
671,35.0,,,NYANDARUA,,,DROUGHT,Nyandarua South,2011,3,4,0,0,0,15000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
672,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,36000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
22017,6.0,,,GARISSA,,,ROAD ACCIDENT,Sankuri Trading centre,2016,8,25,1,0,0,0,0,0,,kp,0,0,2016-09-09,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,1.16447060718061,38.001708984375,Case pending under investigation
22018,27.0,,,MIGORI,,,ROAD ACCIDENT,Kenyenya-Mogonga road,2016,8,25,1,0,0,0,0,0,,kp,0,0,2016-09-09,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,-1.0765967983064,34.365234375,Case pending under investigation
22020,31.0,,,NAKURU,,,FIRE,Olive inn Estate,2016,8,5,2,0,0,0,0,0,,kp,0,0,2016-09-13,-1,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-0.7925766910972278,36.17035315625,Case pending under investigation
22023,13.0,,,KIAMBU,,,FIRE,,2016,9,11,0,0,0,0,0,0,,kp,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-0.023559000000012997,37.642521125,case pending before court
22025,36.0,,,NYERI,,,FIRE,Mithuti High school,2016,9,11,0,0,0,0,1,0,,KP,0,0,2016-09-14,0,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,0.0,0.0,Case pending under inverstigation
22026,18.0,,,KITUI,,,ROAD ACCIDENT,KYENI-MURRAM ROAD,2016,9,11,2,3,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,-1.84696951,38.14789222,Case pending under investigation
22027,22.0,,,MACHAKOS,,,FIRE,Kyangala Boys high school,2016,9,11,0,0,0,0,0,0,,kip,0,0,2016-09-14,0,0,0,0,0,0,-1,0,H. Behaviour,0,,0,0,0.0,0,0,0,-1.6932343571518502,37.236026984375,Case pending under investigation
22037,13.0,,,KIAMBU,,,ROAD ACCIDENT,Karuri,2016,9,11,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,-1.44613492542598,36.774601203125,Case pending under investigation
22038,39.0,,,TAITA-TAVETA,,,ROAD ACCIDENT,Mwatate,2016,9,10,1,0,0,0,0,0,,kp,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,-3.2517923531319495,39.3563883125,case pending
22039,22.0,,,MACHAKOS,,,ROAD ACCIDENT,Athi-river,2016,9,10,1,0,0,0,0,0,,kp,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,-1.68774358387626,37.27447913281249,Case pending
22041,31.0,,,NAKURU,,,DROWNING,Kirengero,2016,9,14,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,-1,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-1.05621401756015,36.1483805,Case pending
22042,13.0,,,KIAMBU,,,FIRE,Kibichiku village,2016,9,9,0,0,0,0,1,0,,KP,0,0,2016-09-14,0,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-1.8469695095484497,36.87347815625,Case pending under investigation
22043,39.0,,,TAITA-TAVETA,,,ROAD ACCIDENT,Mto wa magoti,2016,9,8,3,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,-1,,0,0,0.0,0,0,0,0.0,0.0,case pending investigation
24391,13.0,,,KIAMBU,,,ROAD ACCIDENT,Kabete,2016,12,2,1,0,0,0,0,0,,KP,0,0,2016-12-02,0,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,0.0,0.0,case pending under investigation
22044,5.0,,,EMBU,,,FIRE,Nthagaiya location,2016,9,2,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-0.743142655701231,37.48871253125,Inquest file has been opened
22045,5.0,,,EMBU,,,DROWNING,Kiambere,2016,9,9,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,-1,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-0.699200825318075,37.499698859375,Case pending under investigation
22046,30.0,,,NAIROBI,,,DROWNING,Mlolongo,2016,9,9,1,0,0,0,0,0,,kp,0,0,2016-09-14,-1,0,0,0,-1,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-1.91285199625843,36.74164221875,Case pending under investigation
22047,22.0,,,MACHAKOS,,,ROAD ACCIDENT,Sultan hamud,2016,9,8,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,,-1,,0,0,0.0,0,0,0,-1.6712711712246,37.25250647656249,Case pending under investigation
22048,23.0,,,MAKUENI,,,FIRE,Ndumo village,2016,9,9,1,0,0,0,0,0,,KP,0,0,2016-09-14,-1,0,0,0,0,0,0,0,H. Behaviour,0,,0,0,0.0,0,0,0,-1.14408843231076,38.05450842968751,Inquest file has been opened.
673,36.0,,,NYERI,,,DROUGHT,,2011,3,4,0,0,0,23496,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
674,36.0,,,NYERI,,,DROUGHT,,2011,3,4,0,0,0,16321,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
675,30.0,,,NAIROBI,,,EPIDEMIC,,2009,7,29,0,0,0,2,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
676,29.0,,,MURANGA,,,DROUGHT,Muranga South,2011,3,4,0,0,0,32000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
677,30.0,,,NAIROBI,,,EPIDEMIC,,2009,7,30,0,0,0,1,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
678,30.0,,,NAIROBI,,,EPIDEMIC,,2009,7,31,0,0,0,3,0,0,,GOK,0,0,,-1,0,0,0,0,0,0,0,Contamination,0,,0,0,0.0,0,0,0,0.0,0.0,
679,13.0,,,KIAMBU,,,DROUGHT,Thika East,2011,3,4,0,0,0,23362,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
680,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,42946,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0.0,0,0,0,0.0,0.0,
681,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,50892,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
682,13.0,,,KIAMBU,,,DROUGHT,Thika West,2011,3,4,0,0,0,60000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
683,13.0,,,KIAMBU,,,DROUGHT,,2011,3,4,0,0,0,4600,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,Drought,0,,0,0,0.0,0,0,0,0.0,0.0,
6807,24.0,,,MANDERA,,,FLOOD,El-wak,2015,10,15,1,0,0,0,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.0,0.0,One children died due to the flash floods
6809,33.0,,,NAROK,,,FLOOD,Talek village,2015,11,15,3,0,0,0,0,0,,KP,0,0,2016-03-16,0,-1,0,0,0,0,0,0,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,Two children and one adult died due to the heavy down pour.
767,36.0,,,NYERI,,,FLOOD,,2009,3,8,0,0,0,30000,0,0,,GoK,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0.0,0,0,0,0.0,0.0,
6811,17.0,,,KISUMU,,,FLOOD,Kisumu,2015,10,15,0,0,0,0,20,0,,KP,0,0,2016-03-17,0,0,-1,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,-0.137328970073146,34.78271484375,"No injuries and deaths were reported.45 acre of rice and maize farm were destroyed, 20 homes were displaced."
6812,45.0,,,VIHIGA,,,FLOOD,Mawazo and Magaka primary school,2015,10,15,0,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Rain,0,,0,0,0.0,0,0,0,0.23311550674272696,34.5932006835938,"14 toilets sunk, classrooms were flooded"
6813,13.0,,,KIAMBU,,,STRUCTURAL COLLAPSE,Elsavella primary School,2015,10,27,1,0,0,0,0,0,,KP,0,0,2016-03-17,0,-1,0,0,0,0,0,0,Unknown,0,,0,0,0.0,0,0,0,-1.1763127710495902,36.8323516845703,1 death was reported.
